name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score,Director,Actors,Total_Gross,main_genre,budget,id,imdb_id,original_language,original_title,revenue
Fucking Åmål,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,,,,Lukas Moodysson,"Alexandra Dahlström, Rebecka Liljeberg, Erica Carlson, Mathias Rust",$0.17M,Comedy,0,11634,tt0150662,sv,Fucking Åmål,0.0
Pleasantville,,,,,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Gary Ross,"Tobey Maguire, Jeff Daniels, Joan Allen, William H. Macy",$40.57M,Comedy,0,2657,tt0120789,en,Pleasantville,0.0
Stalingrad,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,,,,Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph",$0.08M,Drama,0,11101,tt0108211,de,Stalingrad,0.0
Husbands and Wives,,,,,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Woody Allen,"Woody Allen, Mia Farrow, Sydney Pollack, Judy Davis",$10.56M,Comedy,0,28384,tt0104466,en,Husbands and Wives,0.0
Field of Dreams,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,,,,Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta, Amy Madigan",$64.43M,Drama,0,2323,tt0097351,en,Field of Dreams,84431625.0
Sophie's Choice,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Alan J. Pakula,"Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin",$30.04M,Drama,12000000,15764,tt0084707,en,Sophie's Choice,30036000.0
Hair,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",,,,,Milos Forman,"John Savage, Treat Williams, Beverly D'Angelo, Annie Golden",$15.28M,Comedy,11000000,10654,tt0079261,en,Hair,0.0
The Last Detail,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Hal Ashby,"Jack Nicholson, Randy Quaid, Otis Young, Clifton James",$3.19M,Comedy,0,14886,tt0070290,en,The Last Detail,0.0
Dear Zindagi,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",$1.40M,Drama,4300000,413543,tt5946128,hi,Dear Zindagi,3376375.0
Moonlight,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R. Hibbert",$27.85M,Drama,4000000,376867,tt4975722,en,Moonlight,65046687.0
Saul fia,,,,,,,,,,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,,,,László Nemes,"Géza Röhrig, Levente Molnár, Urs Rechn, Todd Charmont",$1.78M,Drama,1000000,336050,tt3808342,hu,Saul fia,1777043.0
A Monster Calls,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,,,,J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell",$3.74M,Adventure,43000000,258230,tt3416532,en,A Monster Calls,46652768.0
De rouille et d'os,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Jacques Audiard,"Marion Cotillard, Matthias Schoenaerts, Armand Verdure, Céline Sallette",$2.06M,Drama,15400000,97365,tt2053425,fr,De rouille et d'os,25762027.0
What Maisie Knew,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,"Directors:Scott McGehee, David Siegel","Julianne Moore, Alexander Skarsgård, Steve Coogan, Joanna Vanderham",$1.07M,Drama,6000000,127373,tt1932767,en,What Maisie Knew,1066471.0
Another Year,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Mike Leigh,"Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman",$3.21M,Comedy,8000000,44009,tt1431181,en,Another Year,18124262.0
J'ai tué ma mère,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Xavier Dolan,"Anne Dorval, Xavier Dolan, François Arnaud, Suzanne Clément",Gross Unkown,Drama,0,26280,tt1424797,fr,J'ai tué ma mère,0.0
Hokkabaz,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,"Directors:Ali Taner Baltaci, Cem Yilmaz","Cem Yilmaz, Mazhar Alanson, Özlem Tekin, Tuna Orhan",Gross Unkown,Comedy,0,13296,tt0827503,tr,Hokkabaz,0.0
Jaane Tu... Ya Jaane Na,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,,,,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnnis, Ayaz Khan",$0.60M,Comedy,2300000,14467,tt0473367,en,Jaane Tu... Ya Jaane Na,11100000.0
Keith,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,,,,Todd Kessler,"Elisabeth Harnois, Jesse McCartney, Margo Harshman, Ignacio Serricchio",Gross Unkown,Drama,0,14859,tt0435679,en,Keith,0.0
El espinazo del diablo,,,,,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,,,,Guillermo del Toro,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve",$0.75M,Drama,4500000,1433,tt0256009,es,El espinazo del diablo,6459020.0
Malèna,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana",$3.45M,Drama,0,10867,tt0213847,it,Malèna,0.0
The Cider House Rules,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Lasse Hallström,"Tobey Maguire, Charlize Theron, Michael Caine, Delroy Lindo",$57.55M,Drama,24000000,1715,tt0124315,en,The Cider House Rules,88545092.0
Smoke,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito, José Zúñiga",$8.35M,Comedy,7000000,10149,tt0114478,en,Smoke,8349430.0
Dracula,,,,,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",,,,,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",$82.52M,Drama,40000000,6114,tt0103874,en,Dracula,215862692.0
Hoosiers,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,,,,David Anspaugh,"Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley",$28.61M,Drama,9000000,5693,tt0091217,en,Hoosiers,28607524.0
Stranger Than Paradise,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson, Cecillia Stark",$2.44M,Comedy,0,469,tt0088184,en,Stranger Than Paradise,0.0
The Natural,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger",$47.95M,Drama,28000000,11393,tt0087781,en,The Natural,47951979.0
Terms of Endearment,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito",$108.42M,Comedy,8000000,11050,tt0086425,en,Terms of Endearment,0.0
Nosferatu: Phantom der Nacht,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,,,,Werner Herzog,"Klaus Kinski, Isabelle Adjani, Bruno Ganz, Roland Topor",Gross Unkown,Drama,0,6404,tt0079641,de,Nosferatu: Phantom der Nacht,0.0
The China Syndrome,,,,,,,,,,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,,,,James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas, Scott Brady",$51.72M,Drama,5900000,988,tt0078966,en,The China Syndrome,51718367.0
Cross of Iron,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,,,,Sam Peckinpah,"James Coburn, Maximilian Schell, James Mason, David Warner",Gross Unkown,Drama,6000000,10839,tt0074695,en,Cross of Iron,0.0
American Graffiti,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",$115.00M,Comedy,777000,838,tt0069704,en,American Graffiti,140000000.0
M*A*S*H,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,,,,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",$81.60M,Comedy,3500000,651,tt0066026,en,M*A*S*H,81600000.0
Five Easy Pieces,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush, Fannie Flagg",$19.40M,Drama,0,26617,tt0065724,en,Five Easy Pieces,0.0
Oliver!,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",,,,,Carol Reed,"Mark Lester, Ron Moody, Shani Wallis, Oliver Reed",$16.80M,Drama,10000000,17917,tt0063385,en,Oliver!,37402877.0
The Wrong Man,,,,,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,,,,Alfred Hitchcock,"Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone",Gross Unkown,Drama,1200000,22527,tt0051207,en,The Wrong Man,2000000.0
An Affair to Remember,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Leo McCarey,"Cary Grant, Deborah Kerr, Richard Denning, Neva Patterson",Gross Unkown,Drama,0,8356,tt0050105,en,An Affair to Remember,0.0
The Man Who Knew Too Much,,,,,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,,,,Alfred Hitchcock,"James Stewart, Doris Day, Brenda de Banzie, Bernard Miles",$10.25M,Drama,2500000,574,tt0049470,en,The Man Who Knew Too Much,10250000.0
Hustle,,,,,,,,,,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,,,,Jeremiah Zagar,"Adam Sandler, Queen Latifah, Juancho Hernangomez, Ben Foster",Gross Unkown,Comedy,0,4990,tt0073133,en,Hustle,0.0
Doctor Sleep,,,,,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,,,,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis",Gross Unkown,Drama,0,20321,tt0286594,en,Doctor Sleep,0.0
Paterson,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",$2.14M,Comedy,5000000,370755,tt5247022,en,Paterson,2152738.0
Demain tout commence,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Hugo Gélin,"Omar Sy, Clémence Poésy, Antoine Bertrand, Ashley Walters",Gross Unkown,Comedy,0,382591,tt5078204,fr,Demain tout commence,1447740.0
20th Century Women,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup",$5.66M,Comedy,7000000,342737,tt4385888,en,20th Century Women,5816211.0
Toni Erdmann,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Maren Ade,"Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",$1.48M,Comedy,3537415,374475,tt4048272,de,Toni Erdmann,1390172.0
Youth,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda",$2.70M,Comedy,13360000,310593,tt3312830,it,Youth,2000000.0
Tamasha,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Imtiaz Ali,"Deepika Padukone, Ranbir Kapoor, Arushi Sharma, Piyush Mishra",$1.98M,Comedy,0,339274,tt3148502,hi,Tamasha,0.0
Chef,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}]",,,,,Jon Favreau,"Jon Favreau, Robert Downey Jr., Scarlett Johansson, Dustin Hoffman",$30.64M,Adventure,11000000,212778,tt2883512,en,Chef,45967935.0
"Deux jours, une nuit",,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,"Directors:Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin",$1.44M,Drama,7000000,221902,tt2737050,fr,"Deux jours, une nuit",6860853.0
The Fundamentals of Caring,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Rob Burnett,"Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff",Gross Unkown,Comedy,0,318121,tt2452386,en,The Fundamentals of Caring,0.0
The Edge of Seventeen,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",$14.43M,Comedy,9000000,376660,tt1878870,en,The Edge of Seventeen,18803648.0
The Way,,,,,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Emilio Estevez,"Martin Sheen, Emilio Estevez, Deborah Kara Unger, Yorick van Wageningen",$4.43M,Comedy,0,59468,tt1441912,en,The Way,4430765.0
Jane Eyre,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",$11.24M,Drama,0,47333,tt0116684,en,Jane Eyre,0.0
You're Not You,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,George C. Wolfe,"Hilary Swank, Emmy Rossum, Josh Duhamel, Stephanie Beatriz",Gross Unkown,Drama,0,290542,tt1198156,en,You're Not You,11486.0
The Boat That Rocked,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Richard Curtis,"Philip Seymour Hoffman, Bill Nighy, Nick Frost, Michael Hadley",$7.99M,Comedy,50000000,18947,tt1131729,en,The Boat That Rocked,36348784.0
Sweeney Todd: The Demon Barber of Fleet Street,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",,,,,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",$52.90M,Drama,50000000,13885,tt0408236,en,Sweeney Todd: The Demon Barber of Fleet Street,152000000.0
Carne trémula,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,,,,Pedro Almodóvar,"Liberto Rabal, Francesca Neri, Javier Bardem, Ángela Molina",$1.54M,Drama,0,267,tt0118819,es,Carne trémula,1535558.0
Murder in the First,,,,,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,,,,Marc Rocco,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz",$17.38M,Drama,0,8438,tt0113870,en,Murder in the First,17381942.0
The Secret Garden,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,,,,Agnieszka Holland,"Kate Maberly, Maggie Smith, Heydon Prowse, Andrew Knott",$31.18M,Drama,0,11236,tt0108071,en,The Secret Garden,0.0
Steel Magnolias,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Herbert Ross,"Shirley MacLaine, Olympia Dukakis, Sally Field, Julia Roberts",$83.76M,Comedy,0,10860,tt0098384,en,Steel Magnolias,95904091.0
Say Anything...,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",$20.78M,Comedy,0,2028,tt0098258,en,Say Anything...,20036737.0
The Unbearable Lightness of Being,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,,,,Philip Kaufman,"Daniel Day-Lewis, Juliette Binoche, Lena Olin, Derek de Lint",$10.01M,Drama,17000000,10644,tt0096332,en,The Unbearable Lightness of Being,10006806.0
Possession,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,,,,Andrzej Zulawski,"Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent",$1.11M,Drama,0,21484,tt0082933,fr,Possession,0.0
Excalibur,,,,,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,,,,John Boorman,"Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi",$34.97M,Adventure,11000000,11527,tt0082348,en,Excalibur,34967437.0
Rocky II,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",Gross Unkown,Drama,7000000,1367,tt0079817,en,Rocky II,200182160.0
Slap Shot,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,George Roy Hill,"Paul Newman, Michael Ontkean, Strother Martin, Jennifer Warren",$28.00M,Comedy,0,11590,tt0076723,en,Slap Shot,28000000.0
Easy Rider,,,,,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,,,,Dennis Hopper,"Peter Fonda, Dennis Hopper, Jack Nicholson, Antonio Mendoza",$41.73M,Adventure,360000,624,tt0064276,en,Easy Rider,0.0
T2 Trainspotting,,,,,,,,,,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,,,,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Robert Carlyle",$2.40M,Drama,18000000,180863,tt2763304,en,T2 Trainspotting,41412709.0
Fences,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",$57.68M,Drama,24000000,393457,tt2671706,en,Fences,64414761.0
The Light Between Oceans,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",$12.55M,Drama,20000000,283552,tt2547584,en,The Light Between Oceans,25956113.0
Carol,,,,,,,,,,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,,,,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",$12.71M,Drama,11800000,258480,tt2402927,en,Carol,40272135.0
Stuck in Love,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",$0.08M,Comedy,0,111969,tt2205697,en,Stuck in Love,81071.0
Turist,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",$1.36M,Comedy,0,265189,tt2121382,sv,Turist,1359497.0
Ruby Sparks,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,,,,"Directors:Jonathan Dayton, Valerie Faris","Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas",$2.54M,Comedy,0,103332,tt1839492,en,Ruby Sparks,9128263.0
A Dog's Purpose,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,,,,Lasse Hallström,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",$64.51M,Adventure,22000000,381289,tt1753383,en,A Dog's Purpose,194647323.0
Only Lovers Left Alive,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt",$1.88M,Comedy,7000000,152603,tt1714915,en,Only Lovers Left Alive,0.0
Soul Kitchen,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Fatih Akin,"Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke",$0.27M,Comedy,5000000,31175,tt1244668,de,Soul Kitchen,17872796.0
Adam,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Max Mayer,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",$2.28M,Comedy,0,22051,tt1185836,en,Adam,2277396.0
Rab Ne Bana Di Jodi,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M.K. Raina",$2.07M,Comedy,0,14072,tt1182937,hi,Rab Ne Bana Di Jodi,0.0
Don't Look Up,,,,,,,,,,"[{'id': 27, 'name': 'Horror'}]",,,,,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett",Gross Unkown,Comedy,0,41434,tt1034305,en,Don't Look Up,0.0
Los abrazos rotos,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,,,,Pedro Almodóvar,"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez",$5.01M,Drama,18000000,8088,tt0913425,es,Los abrazos rotos,0.0
The Darjeeling Limited,,,,,,,,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,,,,Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan",$11.90M,Adventure,16000000,4538,tt0838221,en,The Darjeeling Limited,24377151.0
Candy,,,,,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,,,,Neil Armfield,"Heath Ledger, Abbie Cornish, Geoffrey Rush, Tom Budge",$0.04M,Drama,3000000,46498,tt0062776,en,Candy,0.0
Speak,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Jessica Sharzer,"Kristen Stewart, Elizabeth Perkins, Richard Hagerman, Allison Siko",Gross Unkown,Drama,1000000,15058,tt0378793,en,Speak,0.0
The Woodsman,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Nicole Kassell,"Kevin Bacon, Kyra Sedgwick, Yasiin Bey, David Alan Grier",$0.04M,Drama,0,9692,tt0361127,en,The Woodsman,4678405.0
La science des rêves,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,,,,Michel Gondry,"Gael García Bernal, Charlotte Gainsbourg, Miou-Miou, Alain Chabat",$4.66M,Comedy,6000000,300,tt0354899,fr,La science des rêves,9524340.0
Sweet and Lowdown,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,,,Woody Allen,"Sean Penn, Samantha Morton, Woody Allen, Ben Duncan",$4.20M,Comedy,0,9684,tt0158371,en,Sweet and Lowdown,0.0
Muriel's Wedding,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,,,,P.J. Hogan,"Toni Collette, Rachel Griffiths, Bill Hunter, Sophie Lee",$15.19M,Comedy,3000000,236,tt0110598,en,Muriel's Wedding,15119639.0
Arizona Dream,,,,,,,,,,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Emir Kusturica,"Johnny Depp, Jerry Lewis, Faye Dunaway, Lili Taylor",$0.11M,Comedy,19000000,11044,tt0106307,en,Arizona Dream,0.0
Strictly Ballroom,,,,,,,,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,,,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson",$11.74M,Comedy,3000000,10409,tt0105488,en,Strictly Ballroom,33946224.0
A River Runs Through It,,,,,,,,,,"[{'id': 18, 'name': 'Drama'}]",,,,,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn",$43.44M,Drama,0,293,tt0105265,en,A River Runs Through It,43440294.0
