name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Resurrecting the Champ ,Drama,6.8,Rod Lurie,Kathryn Morris,Harry Lennix,3169424.0,13000000.0
Admission ,Comedy,5.7,Paul Weitz,Sarita Choudhury,Tina Fey,18004225.0,13000000.0
The Widow of Saint-Pierre ,Drama,7.3,Patrice Leconte,Daniel Auteuil,Emir Kusturica,3058380.0,100000000.0
Chloe ,Drama,6.3,Atom Egoyan,Meghan Heffern,Liam Neeson,3074838.0,11000000.0
Faithful ,Comedy,5.9,Paul Mazursky,Ryan O'Neal,Chazz Palminteri,2104000.0,13000000.0
Find Me Guilty ,Biography,7.1,Sidney Lumet,Vin Diesel,Peter Dinklage,1172769.0,13000000.0
The Perks of Being a Wallflower ,Drama,8.0,Stephen Chbosky,Ezra Miller,Logan Lerman,17738570.0,13000000.0
Excessive Force ,Action,5.1,Jon Hess,Ian Gomez,Burt Young,1200000.0,3000000.0
Infamous ,Biography,7.1,Douglas McGrath,Isabella Rossellini,Toby Jones,1150403.0,13000000.0
The Claim ,Drama,6.5,Michael Winterbottom,Sarah Polley,Milla Jovovich,403932.0,20000000.0
The Vatican Tapes ,Horror,4.5,Mark Neveldine,Alison Lohman,Djimon Hounsou,1712111.0,8495000.0
Attack the Block ,Action,6.6,Joe Cornish,Luke Treadaway,John Boyega,1024175.0,13000000.0
In the Land of Blood and Honey ,Drama,4.3,Angelina Jolie Pitt,Nikola Djuricko,Jelena Jovanova,301305.0,13000000.0
The Call ,Crime,6.7,Brad Anderson,Tara Platt,Michael Imperioli,51872378.0,13000000.0
Operation Chromite ,Action,6.8,John H. Lee,Dean Dawson,Liam Neeson,31662.0,12620000.0
The Crocodile Hunter: Collision Course ,Action,5.4,John Stainton,Aden Young,Steve Irwin,28399192.0,13000000.0
I Love You Phillip Morris ,Biography,6.6,Glenn Ficarra,Louis Herthum,Dameon Clarke,2035566.0,13000000.0
Antwone Fisher ,Biography,7.3,Denzel Washington,Kevin Connolly,Denzel Washington,21078145.0,12500000.0
The Emperor's Club ,Drama,6.9,Michael Hoffman,Embeth Davidtz,Gabriel Millman,14060950.0,12500000.0
True Romance ,Action,8.0,Tony Scott,Gary Oldman,Brad Pitt,12281500.0,13000000.0
Glengarry Glen Ross ,Crime,7.8,James Foley,Al Pacino,Kevin Spacey,10725228.0,12500000.0
The Killer Inside Me ,Crime,6.1,Michael Winterbottom,Ned Beatty,Liam Aiken,214966.0,13000000.0
Sorority Row ,Horror,5.1,Stewart Hendler,Margo Harshman,Julian Morris,11956207.0,16000000.0
Lars and the Real Girl ,Comedy,7.4,Craig Gillespie,Kelli Garner,Ryan Gosling,5949693.0,12000000.0
The Boy in the Striped Pajamas ,Drama,7.8,Mark Herman,Sheila Hancock,Richard Johnson,9030581.0,12500000.0
Dancer in the Dark ,Crime,8.0,Lars von Trier,Udo Kier,Catherine Deneuve,4157491.0,12800000.0
Oscar and Lucinda ,Drama,6.7,Gillian Armstrong,Richard Roxburgh,Tom Wilkinson,1508689.0,16000000.0
The Funeral ,Crime,6.6,Abel Ferrara,Vincent Gallo,Isabella Rossellini,1227324.0,12500000.0
Solitary Man ,Comedy,6.4,Brian Koppelman,David Costabile,Jenna Fischer,4360548.0,15000000.0
Machete ,Action,6.7,Ethan Maniquis,Don Johnson,Robert De Niro,26589953.0,10500000.0
Casino Jack ,Biography,6.2,George Hickenlooper,Eric Schweig,Kevin Spacey,1039869.0,15000000.0
The Land Before Time ,Adventure,7.3,Don Bluth,Gabriel Damon,Judith Barsi,48092846.0,12500000.0
Tae Guk Gi: The Brotherhood of War ,Action,8.1,Je-kyu Kang,Bin Won,Min-sik Choi,1110186.0,12800000.0
The Perfect Game ,Comedy,7.0,William Dear,Cheech Marin,Clifton Collins Jr.,1089445.0,12500000.0
The Exorcist ,Horror,8.0,William Friedkin,Linda Blair,Ellen Burstyn,204565000.0,8000000.0
Jaws ,Adventure,8.0,Steven Spielberg,Robert Shaw,Roy Scheider,260000000.0,8000000.0
American Pie ,Comedy,7.0,Paul Weitz,Shannon Elizabeth,Alyson Hannigan,101736215.0,11000000.0
Ernest & Celestine ,Animation,7.9,Stéphane Aubier,Megan Mullally,Mackenzie Foy,71442.0,9600000.0
The Golden Child ,Action,5.9,Michael Ritchie,Randall 'Tex' Cobb,Victor Wong,79817937.0,25000000.0
Think Like a Man ,Comedy,6.6,Tim Story,Romany Malco,Chris Brown,91547205.0,12000000.0
Barbershop ,Comedy,6.3,Tim Story,Jason George,Sean Patrick Thomas,75074950.0,12000000.0
Star Trek II: The Wrath of Khan ,Action,7.7,Nicholas Meyer,Kirstie Alley,Leonard Nimoy,78900000.0,11000000.0
Ace Ventura: Pet Detective ,Comedy,6.9,Tom Shadyac,Udo Kier,Sean Young,72217000.0,12000000.0
WarGames ,Sci-Fi,7.1,John Badham,Barry Corbin,Matthew Broderick,79568000.0,12000000.0
Witness ,Crime,7.4,Peter Weir,Viggo Mortensen,Harrison Ford,65500000.0,12000000.0
Act of Valor ,Action,6.5,Mike McCoy,Jason Cottle,Alex Veadov,70011073.0,12000000.0
Step Up ,Crime,6.5,Anne Fletcher,Alyson Stoner,Channing Tatum,65269010.0,12000000.0
Beavis and Butt-Head Do America ,Adventure,6.8,Mike Judge,Demi Moore,Bruce Willis,63071133.0,12000000.0
Jackie Brown ,Crime,7.5,Quentin Tarantino,Sid Haig,Robert De Niro,39647595.0,12000000.0
Harold & Kumar Escape from Guantanamo Bay ,Adventure,6.6,Jon Hurwitz,Eric Winter,Danneel Ackles,38087366.0,12000000.0
Chronicle ,Drama,7.1,Josh Trank,Alex Russell,Michael Kelly,64572496.0,12000000.0
Yentl ,Drama,6.6,Barbra Streisand,Amy Irving,Miriam Margolyes,30400000.0,12000000.0
Time Bandits ,Adventure,7.0,Terry Gilliam,Michael Palin,Shelley Duvall,42365600.0,5000000.0
Crossroads ,Comedy,3.3,Tamra Davis,Katherine Boecher,Britney Spears,37188667.0,12000000.0
Project X ,Comedy,6.7,Nima Nourizadeh,Kirby Bliss Blanton,Dax Flame,54724272.0,12000000.0
One Hour Photo ,Drama,6.8,Mark Romanek,Gary Cole,Robin Williams,31597131.0,12000000.0
Quarantine ,Horror,6.0,John Erick Dowdle,Jay Hernandez,Andrew Fiscella,31691811.0,12000000.0
The Eye ,Horror,5.4,David Moreau,Alessandro Nivola,Chloë Grace Moretz,31397498.0,12000000.0
Johnson Family Vacation ,Comedy,4.3,Christopher Erskin,Shannon Elizabeth,Vanessa Williams,31179516.0,12000000.0
How High ,Comedy,6.2,Jesse Dylan,Fred Willard,Hector Elizondo,31155435.0,12000000.0
The Muppet Christmas Carol ,Comedy,7.7,Brian Henson,Jerry Nelson,Steven Mackintosh,27281507.0,12000000.0
Frida ,Biography,7.4,Julie Taymor,Roger Rees,Salma Hayek,25776062.0,12000000.0
Katy Perry: Part of Me ,Documentary,5.9,Dan Cutforth,Ashley Ashida Dixon,Lexie Contursi,25240988.0,12000000.0
The Fault in Our Stars ,Drama,7.8,Josh Boone,Sam Trammell,Shailene Woodley,124868837.0,12000000.0
Rounders ,Crime,7.4,John Dahl,Martin Landau,Matt Damon,22905674.0,12000000.0
Top Five ,Comedy,6.5,Chris Rock,Romany Malco,Rosario Dawson,25277561.0,12000000.0
Stir of Echoes ,Horror,7.0,David Koepp,Kathryn Erbe,Illeana Douglas,21133087.0,12000000.0
Philomena ,Biography,7.6,Stephen Frears,Mare Winningham,Steve Coogan,37707719.0,12000000.0
The Upside of Anger ,Comedy,6.9,Mike Binder,Erika Christensen,Alicia Witt,18761993.0,9000000.0
Aquamarine ,Comedy,5.3,Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,Tammin Sursok,18595716.0,12000000.0
Paper Towns ,Drama,6.4,Jake Schreier,Cara Delevingne,Nat Wolff,31990064.0,12000000.0
Nebraska ,Adventure,7.8,Alexander Payne,Bruce Dern,Devin Ratray,17613460.0,12000000.0
Tales from the Crypt: Demon Knight ,Action,6.7,Ernest R. Dickerson,Jada Pinkett Smith,CCH Pounder,21088568.0,13000000.0
Max Keeble's Big Move ,Comedy,5.3,Tim Hill,Amber Valletta,Noel Fisher,17292381.0,12000000.0
Young Adult ,Comedy,6.3,Jason Reitman,Patton Oswalt,Charlize Theron,16300302.0,12000000.0
Crank ,Action,7.0,Mark Neveldine,Edi Gathegi,Jason Statham,27829874.0,12000000.0
Living Out Loud ,Comedy,6.6,Richard LaGravenese,Eddie Cibrian,Holly Hunter,12902790.0,12000000.0
Das Boot ,Adventure,8.4,Wolfgang Petersen,Martin Semmelrogge,Jürgen Prochnow,11433134.0,14000000.0
Sorority Boys ,Comedy,5.4,Wallace Wolodarsky,Barry Watson,Heather Matarazzo,10198766.0,12000000.0
About Time ,Drama,7.8,Richard Curtis,Tom Hollander,Tom Hughes,15294553.0,12000000.0
House of Flying Daggers ,Action,7.6,Yimou Zhang,Andy Lau,Takeshi Kaneshiro,11041228.0,100000000.0
Arbitrage ,Drama,6.6,Nicholas Jarecki,Curtiss Cook,Nate Parker,7918283.0,12000000.0
Project Almanac ,Sci-Fi,6.4,Dean Israelite,Jonny Weston,Gary Weeks,22331028.0,12000000.0
Cadillac Records ,Biography,7.0,Darnell Martin,Veronika Dash,Cedric the Entertainer,8134217.0,12000000.0
Screwed ,Comedy,5.7,Scott Alexander,Dave Chappelle,Sarah Silverman,6982680.0,10000000.0
Fortress ,Action,5.9,Stuart Gordon,Kurtwood Smith,Christopher Lambert,6739141.0,8000000.0
For Your Consideration ,Comedy,6.3,Christopher Guest,Catherine O'Hara,John Michael Higgins,5542025.0,12000000.0
Celebrity ,Comedy,6.3,Woody Allen,Aleksa Palladino,Melanie Griffith,5032496.0,12000000.0
Running with Scissors ,Comedy,6.2,Ryan Murphy,Joseph Cross,Jill Clayburgh,6754898.0,12000000.0
From Justin to Kelly ,Comedy,2.1,Robert Iscove,Kelly Clarkson,Anika Noni Rose,4922166.0,12000000.0
Girl 6 ,Comedy,5.0,Spike Lee,Debi Mazar,Michael Imperioli,4903000.0,12000000.0
In the Cut ,Mystery,5.3,Jane Campion,Nick Damici,Jennifer Jason Leigh,4717455.0,12000000.0
Two Lovers ,Drama,7.1,James Gray,Vinessa Shaw,Isabella Rossellini,3148482.0,12000000.0
Last Orders ,Drama,7.0,Fred Schepisi,Ray Winstone,Bob Hoskins,2326407.0,12000000.0
The Host ,Comedy,7.0,Joon-ho Bong,Kang-ho Song,Doona Bae,2201412.0,12215500000.0
Ravenous ,Fantasy,7.1,Antonia Bird,Jeffrey Jones,Jeremy Davies,2060953.0,12000000.0
Charlie Bartlett ,Comedy,7.0,Jon Poll,Megan Park,Robert Downey Jr.,3950294.0,12000000.0
The Great Beauty ,Drama,7.7,Paolo Sorrentino,Sabrina Ferilli,Toni Servillo,2835886.0,9200000.0
The Dangerous Lives of Altar Boys ,Comedy,7.1,Peter Care,Michael Harding,Kieran Culkin,1779284.0,12000000.0
Stoker ,Drama,6.8,Chan-wook Park,Alden Ehrenreich,Mia Wasikowska,1702277.0,12000000.0
2046 ,Drama,7.5,Kar-Wai Wong,Tony Chiu Wai Leung,Li Gong,261481.0,12000000.0
Married Life ,Crime,6.3,Ira Sachs,Erin Boyes,David Richmond-Peck,1506998.0,12000000.0
Duma ,Adventure,7.3,Carroll Ballard,Hope Davis,Eamonn Walker,860002.0,12000000.0
Ondine ,Drama,6.8,Neil Jordan,Stephen Rea,Tony Curran,548934.0,12000000.0
Brother ,Crime,7.2,Takeshi Kitano,Tatyana Ali,Omar Epps,447750.0,10000000.0
Welcome to Collinwood ,Comedy,6.4,Anthony Russo,Isaiah Washington,Michael Jeter,333976.0,12000000.0
Critical Care ,Comedy,6.0,Sidney Lumet,Anne Bancroft,Kyra Sedgwick,141853.0,12000000.0
The Life Before Her Eyes ,Drama,6.4,Vadim Perelman,Lynn Cohen,Eva Amurri Martino,303439.0,8000000.0
Trade ,Crime,7.5,Marco Kreuzpaintner,Kate del Castillo,Zack Ward,214202.0,12000000.0
Fateless ,Drama,7.1,Lajos Koltai,Péter Fancsikai,Marcell Nagy,195888.0,2500000000.0
Breakfast of Champions ,Comedy,4.6,Alan Rudolph,Albert Finney,Bruce Willis,175370.0,12000000.0
City of Life and Death ,Drama,7.7,Chuan Lu,Yuanyuan Gao,Ye Liu,119922.0,12000000.0
5 Days of War ,Action,5.6,Renny Harlin,Kenneth Cranham,Richard Coyle,17149.0,20000000.0
10 Days in a Madhouse ,Drama,7.5,Timothy Hines,Kelly LeBrock,Christopher Lambert,14616.0,12000000.0
Heaven Is for Real ,Biography,5.8,Randall Wallace,Connor Corum,Jacob Vargas,91443253.0,12000000.0
Snatch ,Comedy,8.3,Guy Ritchie,Brad Pitt,Jason Statham,30093107.0,6000000.0
Pet Sematary ,Fantasy,6.6,Mary Lambert,Fred Gwynne,Miko Hughes,57469179.0,11500000.0
Madadayo ,Drama,7.5,Akira Kurosawa,Tetsu Watanabe,Tatsuo Matsumura,48856.0,11900000.0
Gremlins ,Comedy,7.2,Joe Dante,Harry Carey Jr.,Phoebe Cates,148170000.0,11000000.0
Star Wars: Episode IV - A New Hope ,Action,8.7,George Lucas,Peter Cushing,Harrison Ford,460935665.0,11000000.0
Dirty Grandpa ,Comedy,6.0,Dan Mazer,Zoey Deutch,Robert De Niro,35537564.0,11500000.0
Doctor Zhivago ,Drama,8.0,David Lean,Klaus Kinski,Julie Christie,111722000.0,11000000.0
High School Musical 3: Senior Year ,Comedy,4.5,Kenny Ortega,Matt Prokop,Lucas Grabeel,90556401.0,11000000.0
The Fighter ,Biography,7.9,David O. Russell,Jack McGee,Christian Bale,93571803.0,25000000.0
My Cousin Vinny ,Comedy,7.5,Jonathan Lynn,Bruce McGill,Fred Gwynne,52929168.0,11000000.0
If I Stay ,Drama,6.8,R.J. Cutler,Mireille Enos,Chloë Grace Moretz,50461335.0,11000000.0
Major League ,Comedy,7.2,David S. Ward,Tom Berenger,Corbin Bernsen,49797148.0,11000000.0
Phone Booth ,Crime,7.1,Joel Schumacher,John Enos III,Radha Mitchell,46563158.0,13000000.0
A Walk to Remember ,Drama,7.4,Adam Shankman,Peter Coyote,Lauren German,41227069.0,11000000.0
Dead Man Walking ,Crime,7.6,Tim Robbins,Celia Weston,Lois Smith,39025000.0,11000000.0
Cruel Intentions ,Drama,6.9,Roger Kumble,Sean Patrick Thomas,Sarah Michelle Gellar,38201895.0,10500000.0
Saw VI ,Horror,6.0,Kevin Greutert,Shawnee Smith,Costas Mandylor,27669413.0,11000000.0
The Secret Life of Bees ,Drama,7.3,Gina Prince-Bythewood,Alicia Keys,Nate Parker,37766350.0,11000000.0
Corky Romano ,Comedy,4.6,Rob Pritts,Vinessa Shaw,Vincent Pastore,23978402.0,11000000.0
Raising Cain ,Crime,6.0,Brian De Palma,Gabrielle Carteris,Steven Bauer,21370057.0,12000000.0
Invaders from Mars ,Horror,5.5,Tobe Hooper,Bud Cort,Louise Fletcher,4884663.0,12000000.0
Brooklyn ,Drama,7.5,John Crowley,Fiona Glascott,Julie Walters,38317535.0,11000000.0
Out Cold ,Comedy,6.3,Brendan Malloy,Jason London,Lee Majors,13903262.0,11000000.0
The Ladies Man ,Comedy,5.1,Reginald Hudlin,John Witherspoon,Will Ferrell,13592872.0,11000000.0
Quartet ,Comedy,6.8,Dustin Hoffman,Sheridan Smith,Luke Newberry,18381787.0,11000000.0
Tomcats ,Comedy,5.3,Gregory Poirier,Jake Busey,Shannon Elizabeth,13558739.0,11000000.0
Frailty ,Crime,7.3,Bill Paxton,Powers Boothe,Matthew McConaughey,13103828.0,11000000.0
Woman in Gold ,Biography,7.3,Simon Curtis,Frances Fisher,Ryan Reynolds,33305037.0,11000000.0
Kinsey ,Biography,7.1,Bill Condon,Oliver Platt,Liam Neeson,10214647.0,11000000.0
Army of Darkness ,Comedy,7.6,Sam Raimi,Bridget Fonda,Patricia Tallman,11501093.0,13000000.0
Slackers ,Comedy,5.3,Dewey Nicks,Gedde Watanabe,Jaime King,4814244.0,11000000.0
What's Eating Gilbert Grape ,Drama,7.8,Lasse Hallström,Leonardo DiCaprio,Johnny Depp,9170214.0,11000000.0
The Visual Bible: The Gospel of John ,Biography,7.7,Philip Saville,Alan Van Sprang,Henry Ian Cusick,4068087.0,17000000.0
Vera Drake ,Crime,7.7,Mike Leigh,Sally Hawkins,Eddie Marsan,3753806.0,11000000.0
The Guru ,Comedy,5.4,Daisy von Scherler Mayer,Dash Mihok,Michael McKean,3034181.0,11000000.0
The Perez Family ,Comedy,6.2,Mira Nair,Chazz Palminteri,Anjelica Huston,2832826.0,11000000.0
Inside Llewyn Davis ,Drama,7.4,Ethan Coen,Max Casella,Justin Timberlake,13214255.0,11000000.0
O ,Drama,6.2,Tim Blake Nelson,Andrew Keegan,Mekhi Phifer,16017403.0,5000000.0
Return to the Blue Lagoon ,Adventure,5.1,William A. Graham,Wayne Pygram,Milla Jovovich,2807854.0,11000000.0
Copying Beethoven ,Biography,6.8,Agnieszka Holland,David Kennedy,Phyllida Law,352786.0,11000000.0
Saw V ,Horror,5.8,David Hackl,Costas Mandylor,Julie Benz,56729973.0,10800000.0
Jindabyne ,Crime,6.4,Ray Lawrence,Deborra-Lee Furness,John Howard,399879.0,15000000.0
Kabhi Alvida Naa Kehna ,Drama,6.0,Karan Johar,John Abraham,Shah Rukh Khan,3275443.0,700000000.0
An Ideal Husband ,Comedy,6.9,Oliver Parker,Rupert Everett,Minnie Driver,18535191.0,14000000.0
The Last Days on Mars ,Horror,5.5,Ruairi Robinson,Olivia Williams,Romola Garai,23838.0,7000000.0
Darkness ,Horror,5.4,Jaume Balagueró,Giancarlo Giannini,Lena Olin,22160085.0,10600000.0
2001: A Space Odyssey ,Adventure,8.3,Stanley Kubrick,Gary Lockwood,Keir Dullea,56715371.0,12000000.0
E.T. the Extra-Terrestrial ,Family,7.9,Steven Spielberg,Dee Wallace,Henry Thomas,434949459.0,10500000.0
In the Land of Women ,Comedy,6.5,Jon Kasdan,Elena Anaya,Kristen Stewart,11043445.0,10000000.0
There Goes My Baby ,Comedy,6.4,Floyd Mutrux,Kelli Williams,Ricky Schroder,125169.0,10500000.0
September Dawn ,Drama,5.8,Christopher Cain,Taylor Handley,Jon Gries,1066555.0,11000000.0
For Greater Glory: The True Story of Cristiada ,Drama,6.6,Dean Wright,Eduardo Verástegui,Santiago Cabrera,5669081.0,10818775.0
Good Will Hunting ,Drama,8.3,Gus Van Sant,Matt Damon,Robin Williams,138339411.0,10000000.0
Saw III ,Horror,6.2,Darren Lynn Bousman,Shawnee Smith,Costas Mandylor,80150343.0,10000000.0
Stripes ,Action,6.9,Ivan Reitman,Harold Ramis,Bill Murray,85300000.0,10000000.0
Bring It On ,Comedy,5.9,Peyton Reed,Lindsay Sloane,Kirsten Dunst,68353550.0,10000000.0
The Purge: Election Year ,Action,6.1,James DeMonaco,Joseph Julian Soria,Frank Grillo,78845130.0,10000000.0
She's All That ,Comedy,5.8,Robert Iscove,Clea DuVall,Paul Walker,63319509.0,10000000.0
Saw IV ,Horror,5.9,Darren Lynn Bousman,Shawnee Smith,Costas Mandylor,63270259.0,10000000.0
White Noise ,Drama,5.5,Geoffrey Sax,Keegan Connor Tracy,Deborah Kara Unger,55865715.0,10000000.0
Madea's Family Reunion ,Comedy,5.0,Tyler Perry,Cicely Tyson,Boris Kodjoe,63231524.0,6000000.0
The Color of Money ,Drama,7.0,Martin Scorsese,Bill Cobbs,Tom Cruise,52293982.0,13800000.0
The Mighty Ducks ,Comedy,6.4,Stephen Herek,Shaun Weiss,Lane Smith,50752337.0,10000000.0
The Grudge ,Horror,5.9,Takashi Shimizu,Clea DuVall,Sarah Michelle Gellar,110175871.0,10000000.0
Happy Gilmore ,Comedy,7.0,Dennis Dugan,Kevin Nealon,Adam Sandler,38624000.0,12000000.0
Jeepers Creepers ,Horror,6.1,Victor Salva,Patricia Belcher,Eileen Brennan,37470017.0,10000000.0
Bill & Ted's Excellent Adventure ,Adventure,6.9,Stephen Herek,George Carlin,Keanu Reeves,40485039.0,10000000.0
Oliver! ,Drama,7.5,Carol Reed,Ron Moody,Oliver Reed,16800000.0,10000000.0
The Best Exotic Marigold Hotel ,Comedy,7.3,John Madden,Penelope Wilton,Tom Wilkinson,46377022.0,10000000.0
Recess: School's Out ,Animation,6.5,Chuck Sheetz,Andrew Lawrence,Diedrich Bader,36696761.0,23000000.0
Mad Max Beyond Thunderdome ,Action,6.2,George Miller,Bruce Spence,Tina Turner,36200000.0,12305523.0
The Boy ,Horror,6.0,William Brent Bell,Rupert Evans,Lauren Cohan,35794166.0,10000000.0
Devil ,Horror,6.3,John Erick Dowdle,Bokeem Woodbine,Bojana Novakovic,33583175.0,10000000.0
Friday After Next ,Comedy,5.8,Marcus Raboy,Mike Epps,John Witherspoon,32983713.0,20000000.0
Insidious: Chapter 3 ,Fantasy,6.1,Leigh Whannell,Hayley Kiyoko,Lin Shaye,52200504.0,10000000.0
The Last Dragon ,Action,6.9,Michael Schultz,Vanity,Mike Starr,33000000.0,10000000.0
The Lawnmower Man ,Horror,5.4,Brett Leonard,Austin O'Brien,Jeff Fahey,32101000.0,10000000.0
Nick and Norah's Infinite Playlist ,Comedy,6.7,Peter Sollett,Alexis Dziena,Ari Graynor,31487293.0,9000000.0
Dogma ,Adventure,7.4,Kevin Smith,Janeane Garofalo,Matt Damon,30651422.0,10000000.0
The Banger Sisters ,Comedy,5.6,Bob Dolman,Eva Amurri Martino,Erika Christensen,30306281.0,10000000.0
Twilight Zone: The Movie ,Fantasy,6.5,Joe Dante,Al Leong,Albert Brooks,29500000.0,10000000.0
Road House ,Action,6.5,Rowdy Herrington,Kevin Tighe,Ben Gazzara,30050028.0,17000000.0
A Low Down Dirty Shame ,Action,5.8,Keenen Ivory Wayans,Salli Richardson-Whitfield,Jada Pinkett Smith,29392418.0,10000000.0
Swimfan ,Drama,5.0,John Polson,Shiri Appleby,Erika Christensen,28563926.0,8500000.0
Employee of the Month ,Comedy,5.5,Greg Coolidge,Danny Woodburn,Dane Cook,28435406.0,12000000.0
Can't Hardly Wait ,Comedy,6.5,Harry Elfont,Lauren Ambrose,Ethan Embry,25339117.0,10000000.0
The Outsiders ,Crime,7.2,Francis Ford Coppola,William Smith,Tom Cruise,25600000.0,10000000.0
Sinister 2 ,Horror,5.2,Ciarán Foy,James Ransone,Laila Haley,27736779.0,10000000.0
Sparkle ,Drama,5.7,Salim Akil,Curtis Armstrong,Omari Hardwick,24397469.0,17000000.0
Valentine ,Horror,4.7,Jamie Blanks,Jessica Capshaw,Marley Shelton,20384136.0,10000000.0
The Fourth Kind ,Mystery,5.9,Olatunde Osunsanmi,Will Patton,Milla Jovovich,25464480.0,10000000.0
A Prairie Home Companion ,Comedy,6.8,Robert Altman,Virginia Madsen,Meryl Streep,20338609.0,10000000.0
Sugar Hill ,Drama,5.9,Leon Ichaso,Clarence Williams III,Khandi Alexander,18272447.0,10000000.0
Rushmore ,Comedy,7.7,Wes Anderson,Connie Nielsen,Bill Murray,17096053.0,9000000.0
Skyline ,Action,4.4,Colin Strause,Donald Faison,David Zayas,21371425.0,10000000.0
The Second Best Exotic Marigold Hotel ,Comedy,6.6,John Madden,Celia Imrie,Tina Desai,33071558.0,10000000.0
Kit Kittredge: An American Girl ,Drama,6.7,Patricia Rozema,Jane Krakowski,Julia Ormond,17655201.0,10000000.0
The Perfect Man ,Comedy,5.5,Mark Rosman,Chris Noth,Ben Feldman,16247775.0,25000000.0
Mo' Better Blues ,Drama,6.5,Spike Lee,Nicholas Turturro,Denzel Washington,16153600.0,10000000.0
Kung Pow: Enter the Fist ,Action,6.2,Steve Oedekerk,Simon Rhee,Steve Oedekerk,16033556.0,10000000.0
Tremors ,Comedy,7.1,Ron Underwood,Ariana Richards,Reba McEntire,16667084.0,11000000.0
Wrong Turn ,Horror,6.1,Rob Schmidt,Lindy Booth,Kevin Zegers,15417771.0,12600000.0
The Corruptor ,Action,6.0,James Foley,Paul Ben-Victor,Byron Mann,15156200.0,30000000.0
Mud ,Drama,7.4,Jeff Nichols,Tye Sheridan,Matthew McConaughey,21589307.0,10000000.0
Reno 911!: Miami ,Comedy,5.9,Robert Ben Garant,Thomas Lennon,Wendi McLendon-Covey,20339754.0,10000000.0
One Direction: This Is Us ,Documentary,4.1,Morgan Spurlock,Zayn Malik,Harry Styles,28873374.0,10000000.0
Hey Arnold! The Movie ,Adventure,5.9,Tuck Tucker,Vincent Schiavelli,Jennifer Jason Leigh,13684949.0,3000000.0
My Week with Marilyn ,Biography,7.0,Simon Curtis,Toby Jones,Eddie Redmayne,14597405.0,6400000.0
The Matador ,Comedy,6.8,Richard Shepard,Philip Baker Hall,Adam Scott,12570442.0,10000000.0
Love Jones ,Drama,7.4,Theodore Witcher,Nia Long,Leonard Roberts,12514138.0,10000000.0
The Gift ,Mystery,7.1,Joel Edgerton,Allison Tolman,Busy Philipps,43771291.0,5000000.0
End of the Spear ,Adventure,7.0,Jim Hanon,Chad Allen,Chase Ellison,11703287.0,10000000.0
Get Over It ,Comedy,5.8,Tommy O'Haver,Kirsten Dunst,Mila Kunis,11560259.0,22000000.0
Office Space ,Comedy,7.8,Mike Judge,Stephen Root,Gary Cole,10824921.0,10000000.0
Drop Dead Gorgeous ,Comedy,6.5,Michael Patrick Jann,Kirstie Alley,Kirsten Dunst,10561238.0,10000000.0
Big Eyes ,Biography,7.0,Tim Burton,Danny Huston,Christoph Waltz,14479776.0,10000000.0
Very Bad Things ,Comedy,6.3,Peter Berg,Daniel Stern,Jon Favreau,9801782.0,10000000.0
Sleepover ,Comedy,5.3,Joe Nussbaum,Alexa PenaVega,Steve Carell,8070311.0,10000000.0
MacGruber ,Action,5.5,Jorma Taccone,Will Forte,Jasper Cole,8460995.0,10000000.0
Dirty Pretty Things ,Crime,7.4,Stephen Frears,Benedict Wong,Sophie Okonedo,8111360.0,10000000.0
Movie 43 ,Comedy,4.3,Elizabeth Banks,Kate Winslet,Hugh Jackman,8828771.0,6000000.0
Over Her Dead Body ,Comedy,5.2,Jeff Lowell,William Morgan Sheppard,Stephen Root,7563670.0,10000000.0
Seeking a Friend for the End of the World ,Adventure,6.7,Lorene Scafaria,Mark Moses,Steve Carell,6619173.0,10000000.0
American History X ,Crime,8.6,Tony Kaye,Beverly D'Angelo,Ethan Suplee,6712241.0,7500000.0
The Collection ,Action,6.1,Marcus Dunstan,Johanna Braddy,Daniel Sharman,6842058.0,10000000.0
Teacher's Pet ,Animation,5.8,Timothy Björklund,Kelsey Grammer,Nathan Lane,6491350.0,10000000.0
The Red Violin ,Drama,7.7,François Girard,Clotilde Mollet,Johannes Silberschneider,9473382.0,10000000.0
The Straight Story ,Biography,8.0,David Lynch,Richard Farnsworth,Sissy Spacek,6197866.0,10000000.0
Deuces Wild ,Action,5.6,Scott Kalvert,James Franco,Norman Reedus,6044618.0,10000000.0
Bad Words ,Comedy,6.7,Jason Bateman,Philip Baker Hall,Beth Grant,7764027.0,10000000.0
Black or White ,Drama,6.6,Mike Binder,Gillian Jacobs,Jennifer Ehle,21569041.0,9000000.0
On the Line ,Comedy,4.1,Eric Bross,Tamala Jones,Jerry Stiller,4356743.0,16000000.0
Rescue Dawn ,Adventure,7.3,Werner Herzog,Toby Huss,Christian Bale,5484375.0,10000000.0
Danny Collins ,Comedy,7.1,Dan Fogelman,Jennifer Garner,Al Pacino,5348317.0,10000000.0
"Jeff, Who Lives at Home ",Comedy,6.5,Jay Duplass,Evan Ross,Judy Greer,4244155.0,10000000.0
I Am Love ,Drama,7.0,Luca Guadagnino,Waris Ahluwalia,Flavio Parenti,5004648.0,10000000.0
Atlas Shrugged II: The Strike ,Drama,5.5,John Putch,Diedrich Bader,Robert Picardo,3333823.0,10000000.0
