name,genre,score,director,budget_x,gross_x,actor_2_name,gross_y,actor_1_name,budget_y,gross,budget
Easy A,Comedy,7.0,Will Gluck,8000000.0,75026327.0,Dan Byrd,58401464.0,Emma Stone,8000000.0,75026327.0,8000000.0
The King's Speech,Biography,8.0,Tom Hooper,15000000.0,427374317.0,Jennifer Ehle,138795342.0,Colin Firth,15000000.0,427374317.0,15000000.0
The Fighter,Biography,7.8,David O. Russell,25000000.0,129190869.0,Jack McGee,93571803.0,Christian Bale,25000000.0,129190869.0,25000000.0
Machete,Action,6.6,Ethan Maniquis,10500000.0,45491656.0,Don Johnson,26589953.0,Robert De Niro,10500000.0,45491656.0,10500000.0
The Debt,Drama,6.8,John Madden,20000000.0,45636368.0,Jesper Christensen,31146570.0,Tom Wilkinson,20000000.0,45636368.0,20000000.0
Megamind,Animation,7.2,Tom McGrath,130000000.0,321885765.0,Brad Pitt,148337537.0,J.K. Simmons,130000000.0,321885765.0,130000000.0
The Losers,Action,6.3,Sylvain White,25000000.0,29397654.0,Jason Patric,23527955.0,Chris Evans,25000000.0,29397654.0,25000000.0
Unstoppable,Action,6.8,Tony Scott,100000000.0,167805466.0,Rosario Dawson,81557479.0,Denzel Washington,100000000.0,167805466.0,100000000.0
Eat Pray Love,Biography,5.8,Ryan Murphy,60000000.0,204594016.0,Julia Roberts,80574010.0,James Franco,60000000.0,204594016.0,60000000.0
Hot Tub Time Machine,Comedy,6.4,Steve Pink,36000000.0,64780213.0,Collette Wolfe,50213619.0,Charlie McDermott,36000000.0,64780213.0,36000000.0
Diary of a Wimpy Kid,Animation,6.2,Thor Freudenthal,15000000.0,76196538.0,Zachary Gordon,64001297.0,Chloë Grace Moretz,15000000.0,76196538.0,15000000.0
Never Let Me Go,Drama,7.1,Mark Romanek,15000000.0,9918093.0,Charlie Rowe,2412045.0,Andrew Garfield,15000000.0,9918093.0,15000000.0
Predators,Action,6.4,Nimród Antal,40000000.0,127233108.0,Alice Braga,52000688.0,Topher Grace,40000000.0,127233108.0,40000000.0
Buried,Drama,7.0,Rodrigo Cortés,3000000.0,19439764.0,Samantha Mathis,1028658.0,Ryan Reynolds,3000000.0,19439764.0,3000000.0
Legion,Action,5.3,Scott Stewart,26000000.0,67918658.0,Kate Walsh,40168080.0,Dennis Quaid,26000000.0,67918658.0,26000000.0
Remember Me,Drama,7.1,Allen Coulter,16000000.0,56032889.0,Lena Olin,19057024.0,Robert Pattinson,16000000.0,56032889.0,16000000.0
Jonah Hex,Action,4.7,Jimmy Hayward,47000000.0,10903312.0,Billy Blair,10539414.0,Michael Fassbender,47000000.0,10903312.0,47000000.0
Salt,Action,6.4,Phillip Noyce,110000000.0,293503354.0,Andre Braugher,118311368.0,Angelina Jolie Pitt,110000000.0,293503354.0,110000000.0
Morning Glory,Comedy,6.5,Roger Michell,40000000.0,60040976.0,Patti D'Arbanville,30993544.0,Noah Bean,40000000.0,60040976.0,40000000.0
Winter's Bone,Drama,7.2,Debra Granik,2000000.0,13796834.0,Shelley Waggener,6531491.0,Jennifer Lawrence,2000000.0,13796834.0,2000000.0
Resident Evil: Afterlife,Action,5.8,Paul W.S. Anderson,60000000.0,300228084.0,Boris Kodjoe,60128566.0,Milla Jovovich,60000000.0,300228084.0,60000000.0
Takers,Action,6.2,John Luessenhop,32000000.0,80205382.0,Hayden Christensen,57744720.0,Paul Walker,20000000.0,80205382.0,20000000.0
Killers,Action,5.5,Robert Luketic,75000000.0,98159963.0,Lisa Ann Walter,47000485.0,Tom Selleck,75000000.0,98159963.0,75000000.0
Due Date,Comedy,6.5,Todd Phillips,65000000.0,211780824.0,RZA,100448498.0,Robert Downey Jr.,65000000.0,211780824.0,65000000.0
Devil,Horror,6.2,John Erick Dowdle,10000000.0,62695489.0,Bokeem Woodbine,33583175.0,Bojana Novakovic,10000000.0,62695489.0,10000000.0
Green Zone,Action,6.8,Paul Greengrass,100000000.0,154711438.0,Sean Huze,35024475.0,Matt Damon,100000000.0,154711438.0,100000000.0
Faster,Action,6.4,George Tillman Jr.,24000000.0,35626958.0,Tom Berenger,23225911.0,Dwayne Johnson,24000000.0,35626958.0,24000000.0
Super,Action,6.7,James Gunn,2500000.0,422618.0,Rainn Wilson,322157.0,Linda Cardellini,2500000.0,422618.0,2500000.0
It's Kind of a Funny Story,Comedy,7.1,Anna Boden,8000000.0,6491240.0,Jeremy Davies,6350058.0,Zoë Kravitz,8000000.0,6491240.0,8000000.0
The Crazies,Horror,6.5,Breck Eisner,20000000.0,54806823.0,Glenn Morshower,39103378.0,Radha Mitchell,20000000.0,54806823.0,20000000.0
Shrek Forever After,Animation,6.3,Mike Mitchell,165000000.0,752600867.0,Kathy Griffin,238371987.0,Jon Hamm,165000000.0,752600867.0,165000000.0
Let Me In,Drama,7.1,Matt Reeves,20000000.0,27093592.0,Dylan Minnette,12134420.0,Chloë Grace Moretz,20000000.0,27093592.0,20000000.0
The Kids Are All Right,Comedy,7.0,Lisa Cholodenko,4000000.0,34758951.0,Mia Wasikowska,20803237.0,Josh Hutcherson,3500000.0,34758951.0,3500000.0
Date Night,Comedy,6.3,Shawn Levy,55000000.0,152263880.0,James Franco,98711404.0,Mila Kunis,55000000.0,152263880.0,55000000.0
Leap Year,Comedy,6.5,Anand Tucker,19000000.0,32686500.0,Kaitlin Olson,12561.0,Adam Scott,19000000.0,32686500.0,19000000.0
Little Fockers,Comedy,5.5,Paul Weitz,100000000.0,310650585.0,Blythe Danner,148383780.0,Robert De Niro,100000000.0,310650585.0,100000000.0
The Runaways,Biography,6.5,Floria Sigismondi,10000000.0,4681651.0,Scout Taylor-Compton,3571735.0,Kristen Stewart,10000000.0,4681651.0,10000000.0
The Sorcerer's Apprentice,Action,6.1,Jon Turteltaub,150000000.0,215283742.0,Omar Benson Miller,63143812.0,Nicolas Cage,150000000.0,215283742.0,150000000.0
MacGruber,Action,5.5,Jorma Taccone,10000000.0,9322895.0,Will Forte,8460995.0,Jasper Cole,10000000.0,9322895.0,10000000.0
Frozen,Adventure,6.1,Adam Green,,3843774.0,Maurice LaMarche,400736600.0,Josh Gad,150000000.0,3843774.0,150000000.0
Beyond the Black Rainbow,Horror,6.0,Panos Cosmatos,,56491.0,Marilyn Norry,56129.0,Chris Gauthier,1100000.0,56491.0,1100000.0
The Ghost Writer,Crime,7.2,Roman Polanski,45000000.0,60331447.0,Olivia Williams,15523168.0,Jim Belushi,45000000.0,60331447.0,45000000.0
Skyline,Action,4.4,Colin Strause,10000000.0,66984887.0,Donald Faison,21371425.0,David Zayas,10000000.0,66984887.0,10000000.0
Edge of Darkness,Action,6.6,Martin Campbell,80000000.0,81126522.0,Ray Winstone,43290977.0,Bojana Novakovic,80000000.0,81126522.0,80000000.0
Ramona and Beezus,Comedy,6.5,Elizabeth Allen Rosenbaum,15000000.0,27293743.0,Hutch Dano,26161406.0,Sierra McCormick,15000000.0,27293743.0,15000000.0
Trollhunter,Drama,7.0,André Øvredal,,5341098.0,Johanna Mørck,252652.0,Otto Jespersen,19900000.0,5341098.0,19900000.0
Valentine's Day,Comedy,5.7,Garry Marshall,52000000.0,216485654.0,Taylor Lautner,110476776.0,Bradley Cooper,52000000.0,216485654.0,52000000.0
Letters to Juliet,Adventure,6.5,Gary Winick,30000000.0,79628830.0,Marcia DeBonis,53021560.0,Vanessa Redgrave,30000000.0,79628830.0,30000000.0
Dear John,Drama,6.3,Lasse Hallström,25000000.0,114984666.0,Henry Thomas,80014842.0,Channing Tatum,25000000.0,114984666.0,25000000.0
How Do You Know,Comedy,5.4,James L. Brooks,120000000.0,48668907.0,Domenick Lombardozzi,30212620.0,Shelley Conn,120000000.0,48668907.0,120000000.0
Gulliver's Travels,Adventure,4.9,Rob Letterman,112000000.0,237382724.0,Catherine Tate,42776259.0,James Corden,112000000.0,237382724.0,112000000.0
The Switch,Comedy,6.1,Josh Gordon,19000000.0,49843011.0,Scott Elrod,27758465.0,Caroline Dhavernas,19000000.0,49843011.0,19000000.0
Wall Street: Money Never Sleeps,Drama,6.2,Oliver Stone,70000000.0,134748021.0,Austin Pendleton,52474616.0,Frank Langella,70000000.0,134748021.0,70000000.0
The Last Song,Drama,6.0,Julie Anne Robinson,20000000.0,89137047.0,Bobby Coleman,62933793.0,Kelly Preston,20000000.0,89137047.0,20000000.0
Cop Out,Action,5.6,Kevin Smith,30000000.0,55611001.0,Tracy Morgan,44867349.0,Bruce Willis,37000000.0,55611001.0,37000000.0
Rubber,Comedy,5.8,Quentin Dupieux,500000.0,101729.0,Jack Plotnick,98017.0,Haley Ramm,500000.0,101729.0,500000.0
You Again,Comedy,5.8,Andy Fickman,20000000.0,32054369.0,James Wolk,25677801.0,Jamie Lee Curtis,20000000.0,32054369.0,20000000.0
The Bounty Hunter,Action,5.6,Andy Tennant,40000000.0,136333522.0,Dorian Missick,67061228.0,Gerard Butler,40000000.0,136333522.0,40000000.0
From Paris with Love,Action,6.4,Pierre Morel,52000000.0,52844496.0,Amber Rose Revah,23324666.0,Kasia Smutniak,52000000.0,52844496.0,52000000.0
Nanny McPhee Returns,Comedy,6.1,Susanna White,35000000.0,93251121.0,Bill Bailey,28995450.0,Daniel Mays,35000000.0,93251121.0,35000000.0
Wild Target,Action,6.8,Jonathan Lynn,8000000.0,3494154.0,Rupert Everett,117190.0,Rupert Grint,8000000.0,3494154.0,8000000.0
Going the Distance,Comedy,6.3,Nanette Burstein,32000000.0,42059111.0,Kelli Garner,17797316.0,Rob Riggle,32000000.0,42059111.0,32000000.0
Somewhere,Comedy,6.3,Sofia Coppola,7000000.0,14788642.0,Chris Pontius,1768416.0,Nathalie Fay,7000000.0,14788642.0,7000000.0
Secretariat,Biography,7.2,Randall Wallace,35000000.0,60321861.0,Kevin Connolly,59699513.0,Scott Glenn,35000000.0,60321861.0,35000000.0
The Spy Next Door,Action,5.5,Brian Levant,28000000.0,66166000.0,Amber Valletta,24268828.0,Madeline Carroll,28000000.0,66166000.0,28000000.0
Hereafter,Drama,6.4,Clint Eastwood,50000000.0,106956330.0,Jay Mohr,32741596.0,Matt Damon,50000000.0,106956330.0,50000000.0
Repo Men,Action,6.3,Miguel Sapochnik,32000000.0,18409891.0,RZA,13763130.0,Alice Braga,32000000.0,18409891.0,32000000.0
Vampires Suck,Comedy,3.4,Jason Friedberg,20000000.0,80547866.0,Dave Foley,36658108.0,Diedrich Bader,20000000.0,80547866.0,20000000.0
Beginners,Comedy,7.2,Mike Mills,3200000.0,14311701.0,Lou Taylor Pucci,5776314.0,Goran Visnjic,3200000.0,14311701.0,3200000.0
Rabbit Hole,Drama,7.0,John Cameron Mitchell,5000000.0,5144717.0,Jon Tenney,2221809.0,Dianne Wiest,5000000.0,5144717.0,5000000.0
My Name Is Khan,Drama,8.0,Karan Johar,12000000.0,42345360.0,Jimmy Shergill,4018695.0,Shah Rukh Khan,12000000.0,42345360.0,12000000.0
Cyrus,Comedy,6.3,Jay Duplass,7000000.0,9933873.0,Tim Guinee,7455447.0,Matt Walsh,7000000.0,9933873.0,7000000.0
Paranormal Activity 2,Horror,5.7,Tod Williams,3000000.0,177512032.0,Molly Ephraim,84749884.0,Sprague Grayden,3000000.0,177512032.0,3000000.0
The Killer Inside Me,Crime,6.1,Michael Winterbottom,13000000.0,4052191.0,Ned Beatty,214966.0,Liam Aiken,13000000.0,4052191.0,13000000.0
The Extra Man,Comedy,5.8,Shari Springer Berman,7000000.0,649626.0,Marian Seldes,453079.0,Lynn Cohen,7000000.0,649626.0,7000000.0
Stone,Drama,5.4,John Curran,22000000.0,10300416.0,Milla Jovovich,1796024.0,Robert De Niro,22000000.0,10300416.0,22000000.0
Why Did I Get Married Too?,Comedy,4.7,Tyler Perry,20000000.0,60673972.0,Cicely Tyson,60072596.0,Michael Jai White,20000000.0,60673972.0,20000000.0
The Last Exorcism,Horror,5.7,Daniel Stamm,1800000.0,69432527.0,Ashley Bell,40990055.0,Caleb Landry Jones,1800000.0,69432527.0,1800000.0
The Back-up Plan,Comedy,5.4,Alan Poul,35000000.0,77477008.0,Noureen DeWulf,37481242.0,Danneel Ackles,35000000.0,77477008.0,35000000.0
Don't Be Afraid of the Dark,Fantasy,5.6,Troy Nixey,25000000.0,38269529.0,Alan Dale,24042490.0,Bailee Madison,25000000.0,38269529.0,25000000.0
Country Strong,Drama,6.3,Shana Feste,15000000.0,20529194.0,Cinda McCain,20218921.0,Leighton Meester,15000000.0,20529194.0,15000000.0
Little White Lies,Comedy,7.1,Guillaume Canet,,53319615.0,Benoît Magimel,183662.0,François Cluzet,25000000.0,53319615.0,25000000.0
Charlie St. Cloud,Drama,6.4,Burr Steers,44000000.0,48190704.0,Charlie Tahan,31136950.0,Augustus Prew,44000000.0,48190704.0,44000000.0
Stake Land,Drama,6.5,Jim Mickle,650000.0,405380.0,Michael Cerveris,18469.0,Connor Paolo,650000.0,405380.0,650000.0
You Will Meet a Tall Dark Stranger,Comedy,6.3,Woody Allen,22000000.0,36015260.0,Naomi Watts,3247816.0,Anthony Hopkins,22000000.0,36015260.0,22000000.0
The Conspirator,Crime,6.9,Robert Redford,25000000.0,15625544.0,Tom Wilkinson,11538204.0,Robin Wright,25000000.0,15625544.0,25000000.0
Furry Vengeance,Comedy,3.8,Roger Kumble,35000000.0,36351945.0,Brooke Shields,17596256.0,Brendan Fraser,35000000.0,36351945.0,35000000.0
The Tempest,Comedy,5.4,Julie Taymor,20000000.0,405861.0,Reeve Carney,263365.0,Djimon Hounsou,20000000.0,405861.0,20000000.0
Extraordinary Measures,Drama,6.4,Tom Vaughan,31000000.0,15134293.0,Brendan Fraser,11854694.0,Harrison Ford,31000000.0,15134293.0,31000000.0
Yogi Bear,Animation,4.6,Eric Brevig,80000000.0,203509374.0,Tom Cavanagh,100169068.0,Justin Timberlake,80000000.0,203509374.0,80000000.0
My Soul to Take,Horror,4.8,Wes Craven,25000000.0,21500813.0,Emily Meade,14637490.0,Frank Grillo,25000000.0,21500813.0,25000000.0
The Warrior's Way,Action,6.3,Sngmoo Lee,42000000.0,11103434.0,Dong-gun Jang,5664251.0,Tony Cox,45000000.0,11103434.0,45000000.0
Hesher,Drama,7.0,Spencer Susser,7000000.0,449702.0,Natalie Portman,382946.0,Joseph Gordon-Levitt,7000000.0,449702.0,7000000.0
The Perfect Host,Comedy,6.8,Nick Tomnay,500000.0,453708.0,Clayne Crawford,48430.0,David Hyde Pierce,500000.0,453708.0,500000.0
Love Ranch,Biography,5.6,Taylor Hackford,25000000.0,146149.0,Bai Ling,134904.0,Scout Taylor-Compton,25000000.0,146149.0,25000000.0
Everything Must Go,Drama,6.4,Dan Rush,5000000.0,2820490.0,Scott Takeda,2711210.0,Will Ferrell,5000000.0,2820490.0,5000000.0
Thor,Action,7.0,Kenneth Branagh,150000000.0,449326618.0,Natalie Portman,181015141.0,Chris Hemsworth,150000000.0,449326618.0,150000000.0
Take Shelter,Drama,7.4,Jeff Nichols,5000000.0,3741098.0,Shea Whigham,1729969.0,Katy Mixon,5000000.0,3741098.0,5000000.0
Bridesmaids,Comedy,6.8,Paul Feig,32500000.0,288383523.0,Wendi McLendon-Covey,169076745.0,Matt Lucas,32500000.0,288383523.0,32500000.0
Fast Five,Action,7.3,Justin Lin,125000000.0,626137675.0,Vin Diesel,209805005.0,Paul Walker,125000000.0,626137675.0,125000000.0
Midnight in Paris,Comedy,7.7,Woody Allen,17000000.0,151653750.0,Audrey Fleurot,56816662.0,Kurt Fuller,17000000.0,151653750.0,17000000.0
Moneyball,Biography,7.6,Bennett Miller,50000000.0,110206216.0,Robin Wright,75605492.0,Philip Seymour Hoffman,50000000.0,110206216.0,50000000.0
Just Go with It,Comedy,6.4,Dennis Dugan,80000000.0,214945591.0,Bailee Madison,103028109.0,Adam Sandler,80000000.0,214945591.0,80000000.0
Drive,Crime,7.8,Nicolas Winding Refn,15000000.0,77187281.0,Albert Brooks,35054909.0,Ryan Gosling,15000000.0,77187281.0,15000000.0
Green Lantern,Action,5.5,Martin Campbell,200000000.0,219851172.0,Temuera Morrison,116593191.0,Ryan Reynolds,200000000.0,219851172.0,200000000.0
The Cabin in the Woods,Horror,7.0,Drew Goddard,30000000.0,69935600.0,Bradley Whitford,42043633.0,Chris Hemsworth,30000000.0,69935600.0,30000000.0
The Help,Drama,8.0,Tate Taylor,25000000.0,216639112.0,Bryce Dallas Howard,169705587.0,Emma Stone,25000000.0,216639112.0,25000000.0
"Crazy, Stupid, Love.",Comedy,7.4,Glenn Ficarra,50000000.0,145051197.0,Emma Stone,84244877.0,Ryan Gosling,50000000.0,145051197.0,50000000.0
No Strings Attached,Comedy,6.2,Ivan Reitman,25000000.0,149228077.0,Greta Gerwig,70625986.0,Natalie Portman,25000000.0,149228077.0,25000000.0
Sucker Punch,Action,6.0,Zack Snyder,82000000.0,89792502.0,Abbie Cornish,36381716.0,Jon Hamm,82000000.0,89792502.0,82000000.0
Warrior,Action,8.1,Gavin O'Connor,25000000.0,23308615.0,Frank Grillo,13651662.0,Tom Hardy,25000000.0,23308615.0,25000000.0
Kung Fu Panda 2,Animation,7.2,Jennifer Yuh Nelson,150000000.0,665692281.0,Gary Oldman,165230261.0,Angelina Jolie Pitt,150000000.0,665692281.0,150000000.0
Friends with Benefits,Comedy,6.5,Will Gluck,35000000.0,149542245.0,Justin Timberlake,55802754.0,Mila Kunis,35000000.0,149542245.0,35000000.0
Immortals,Action,6.0,Tarsem Singh,75000000.0,226904017.0,Daniel Sharman,83503161.0,Henry Cavill,75000000.0,226904017.0,75000000.0
X-Men: First Class,Action,7.7,Matthew Vaughn,160000000.0,352616690.0,Michael Fassbender,146405371.0,Jennifer Lawrence,160000000.0,352616690.0,160000000.0
Contagion,Drama,6.7,Steven Soderbergh,60000000.0,136515867.0,Monique Gabriela Curnen,75638743.0,Matt Damon,60000000.0,136515867.0,60000000.0
Bad Teacher,Comedy,5.6,Jake Kasdan,20000000.0,216197492.0,John Michael Higgins,100292856.0,Justin Timberlake,20000000.0,216197492.0,20000000.0
In Time,Action,6.7,Andrew Niccol,40000000.0,173930596.0,Olivia Wilde,37553932.0,Matt Bomer,40000000.0,173930596.0,40000000.0
One Day,Drama,7.0,Lone Scherfig,15000000.0,59389433.0,Jim Sturgess,13766014.0,Anne Hathaway,15000000.0,59389433.0,15000000.0
Scream 4,Horror,6.1,Wes Craven,40000000.0,97231420.0,Aimee Teegarden,38176892.0,Alison Brie,40000000.0,97231420.0,40000000.0
Shame,Drama,7.2,Steve McQueen,6500000.0,19123767.0,Nicole Beharie,4000304.0,Michael Fassbender,6500000.0,19123767.0,6500000.0
Mission: Impossible - Ghost Protocol,Action,7.4,Brad Bird,145000000.0,694713380.0,Jeremy Renner,209364921.0,Tom Cruise,145000000.0,694713380.0,145000000.0
Super 8,Mystery,7.0,J.J. Abrams,50000000.0,260095986.0,AJ Michalka,126975169.0,Joel Courtney,50000000.0,260095986.0,50000000.0
We Need to Talk About Kevin,Drama,7.5,Lynne Ramsay,7000000.0,9232318.0,Siobhan Fallon Hogan,1738692.0,Ezra Miller,7000000.0,9232318.0,7000000.0
Unknown,Action,6.8,Jaume Collet-Serra,30000000.0,135710029.0,Frank Langella,61094903.0,Liam Neeson,30000000.0,135710029.0,30000000.0
Transformers: Dark of the Moon,Action,6.2,Michael Bay,195000000.0,1123794079.0,Lester Speight,352358779.0,Glenn Morshower,195000000.0,1123794079.0,195000000.0
Tinker Tailor Soldier Spy,Drama,7.1,Tomas Alfredson,,81529126.0,Colin Firth,24104113.0,Benedict Cumberbatch,20000000.0,81529126.0,20000000.0
Cars 2,Animation,6.1,John Lasseter,200000000.0,559852396.0,Thomas Kretschmann,191450875.0,Joe Mantegna,200000000.0,559852396.0,200000000.0
Rango,Animation,7.2,Gore Verbinski,135000000.0,245724603.0,Ray Winstone,123207194.0,Johnny Depp,135000000.0,245724603.0,135000000.0
Melancholia,Drama,7.2,Lars von Trier,7400000.0,17039814.0,Kirsten Dunst,3029870.0,Alexander Skarsgård,7400000.0,17039814.0,7400000.0
Source Code,Action,7.5,Duncan Jones,32000000.0,147332697.0,Cas Anvar,54696902.0,Jake Gyllenhaal,32000000.0,147332697.0,32000000.0
Real Steel,Action,7.0,Shawn Levy,110000000.0,299268508.0,Torey Michael Adkins,85463309.0,Hugh Jackman,110000000.0,299268508.0,110000000.0
Horrible Bosses,Comedy,6.8,Seth Gordon,35000000.0,209838559.0,Lindsay Sloane,117528646.0,Kevin Spacey,35000000.0,209838559.0,35000000.0
Rio,Animation,6.9,Carlos Saldanha,90000000.0,483866518.0,Wanda Sykes,143618384.0,Anne Hathaway,90000000.0,483866518.0,90000000.0
Sherlock Holmes: A Game of Shadows,Action,7.5,Guy Ritchie,125000000.0,543848418.0,Eddie Marsan,186830669.0,Robert Downey Jr.,125000000.0,543848418.0,125000000.0
Tower Heist,Action,6.2,Brett Ratner,75000000.0,152930623.0,Gabourey Sidibe,78009155.0,Matthew Broderick,75000000.0,152930623.0,75000000.0
Paul,Adventure,7.0,Greg Mottola,40000000.0,97984015.0,Nelson Ascencio,37371385.0,Bobby Lee,40000000.0,97984015.0,40000000.0
Rise of the Planet of the Apes,Action,7.5,Rupert Wyatt,93000000.0,481800873.0,David Oyelowo,176740650.0,James Franco,93000000.0,481800873.0,93000000.0
Your Highness,Adventure,5.5,David Gordon Green,49900000.0,28013733.0,Zooey Deschanel,21557240.0,Natalie Portman,49900000.0,28013733.0,49900000.0
The Lincoln Lawyer,Crime,7.3,Brad Furman,40000000.0,86752352.0,Margarita Levieva,57981889.0,Matthew McConaughey,40000000.0,86752352.0,40000000.0
Colombiana,Action,6.4,Olivier Megaton,40000000.0,71508440.0,Callum Blue,36665854.0,Jordi Mollà,40000000.0,71508440.0,40000000.0
Larry Crowne,Comedy,6.1,Tom Hanks,30000000.0,75055070.0,Rob Riggle,35565975.0,Tom Hanks,30000000.0,75055070.0,30000000.0
Abduction,Action,5.1,John Singleton,35000000.0,82087155.0,Benjamin J. Cain Jr.,28064226.0,Ken Arnold,35000000.0,82087155.0,35000000.0
A Separation,Drama,8.3,Asghar Farhadi,500000.0,22926076.0,Leila Hatami,7098492.0,Shahab Hosseini,500000.0,22926076.0,500000.0
Hugo,Drama,7.5,Martin Scorsese,150000000.0,185770310.0,Christopher Lee,73820094.0,Chloë Grace Moretz,170000000.0,185770310.0,170000000.0
The Adjustment Bureau,Romance,7.0,George Nolfi,50200000.0,127869379.0,Michael Kelly,62453315.0,Matt Damon,50200000.0,127869379.0,50200000.0
The Tree of Life,Drama,6.8,Terrence Malick,32000000.0,58409247.0,Tye Sheridan,13303319.0,Brad Pitt,32000000.0,58409247.0,32000000.0
Killer Joe,Crime,6.7,William Friedkin,11000000.0,4633668.0,Scott A. Martin,1987762.0,Matthew McConaughey,11000000.0,4633668.0,11000000.0
War Horse,Action,7.2,Steven Spielberg,66000000.0,177584879.0,Benedict Cumberbatch,79883359.0,Jeremy Irvine,66000000.0,177584879.0,66000000.0
The Change-Up,Comedy,6.3,David Dobkin,52000000.0,75450437.0,Olivia Wilde,37035845.0,Ryan Reynolds,52000000.0,75450437.0,52000000.0
The Raid: Redemption,Action,7.6,Gareth Evans,1100000.0,9148519.0,Yayan Ruhian,4105123.0,Iko Uwais,1100000.0,9148519.0,1100000.0
Margin Call,Drama,7.1,J.C. Chandor,3500000.0,19504039.0,Demi Moore,5354039.0,Kevin Spacey,3500000.0,19504039.0,3500000.0
Hanna,Action,6.8,Joe Wright,30000000.0,63782078.0,Vicky Krieps,40247512.0,Jessica Barden,30000000.0,63782078.0,30000000.0
50/50,Comedy,7.6,Jonathan Levine,8000000.0,41097853.0,Anna Kendrick,34963967.0,Joseph Gordon-Levitt,8000000.0,41097853.0,8000000.0
The Descendants,Comedy,7.3,Alexander Payne,20000000.0,177243185.0,Nick Krause,82624961.0,Shailene Woodley,20000000.0,177243185.0,20000000.0
The Adventures of Tintin,Animation,7.3,Steven Spielberg,135000000.0,373993951.0,Mackenzie Crook,77564037.0,Toby Jones,135000000.0,373993951.0,135000000.0
The Darkest Hour,Action,4.9,Chris Gorak,30000000.0,64626786.0,Veronika Vernadskaya,21426805.0,Max Minghella,30000000.0,64626786.0,30000000.0
Final Destination 5,Action,5.8,Steven Quale,40000000.0,157887643.0,Jacqueline MacInnes Wood,42575718.0,Emma Bell,40000000.0,157887643.0,40000000.0
I Am Number Four,Action,6.1,D.J. Caruso,60000000.0,149878437.0,Emily Wickersham,55092830.0,Alex Pettyfer,60000000.0,149878437.0,60000000.0
Drive Angry,Action,5.4,Patrick Lussier,50000000.0,40909909.0,Billy Burke,10706786.0,Nicolas Cage,50000000.0,40909909.0,50000000.0
Jack and Jill,Comedy,3.3,Dennis Dugan,79000000.0,149673788.0,Adam Sandler,74158157.0,Al Pacino,79000000.0,149673788.0,79000000.0
Zookeeper,Comedy,5.2,Frank Coraci,80000000.0,169852759.0,Leslie Bibb,80360866.0,Rosario Dawson,80000000.0,169852759.0,80000000.0
The Hangover Part II,Comedy,6.4,Todd Phillips,80000000.0,586764305.0,Mason Lee,254455986.0,Bradley Cooper,80000000.0,586764305.0,80000000.0
Hall Pass,Comedy,5.8,Bobby Farrelly,36000000.0,86157237.0,Larry Joe Campbell,45045037.0,Jenna Fischer,36000000.0,86157237.0,36000000.0
The Best Exotic Marigold Hotel,Comedy,7.3,John Madden,10000000.0,136836272.0,Penelope Wilton,46377022.0,Tom Wilkinson,10000000.0,136836272.0,10000000.0
The Grey,Action,6.8,Joe Carnahan,25000000.0,79781695.0,Frank Grillo,51533608.0,Liam Neeson,25000000.0,79781695.0,25000000.0
Take Me Home Tonight,Comedy,6.3,Michael Dowse,23000000.0,7550073.0,Michael Biehn,6923891.0,Topher Grace,23000000.0,7550073.0,23000000.0
The Mechanic,Action,6.6,Simon West,40000000.0,76130093.0,Tony Goldwyn,29113588.0,Jason Statham,40000000.0,76130093.0,40000000.0
Ghost Rider: Spirit of Vengeance,Action,4.3,Mark Neveldine,57000000.0,132563930.0,Spencer Wilding,51774002.0,Nicolas Cage,57000000.0,132563930.0,57000000.0
Battle Los Angeles,Action,5.7,Jonathan Liebesman,70000000.0,211819354.0,Jim Parrack,83552429.0,Noel Fisher,70000000.0,211819354.0,70000000.0
The Green Hornet,Action,5.8,Michel Gondry,120000000.0,227817248.0,Tom Wilkinson,98780042.0,Christoph Waltz,120000000.0,227817248.0,120000000.0
Killer Elite,Action,6.4,Gary McKendry,70000000.0,57084522.0,Robert De Niro,25093607.0,Jason Statham,35000000.0,57084522.0,35000000.0
J. Edgar,Biography,6.5,Clint Eastwood,35000000.0,84920539.0,Naomi Watts,37304950.0,Leonardo DiCaprio,35000000.0,84920539.0,35000000.0
Dream House,Drama,6.0,Jim Sheridan,50000000.0,39984400.0,Gregory Smith,21283440.0,Naomi Watts,55000000.0,39984400.0,55000000.0
Haywire,Action,5.8,Steven Soderbergh,23000000.0,34513760.0,Michael Fassbender,18934858.0,Channing Tatum,23000000.0,34513760.0,23000000.0
A Dangerous Method,Biography,6.4,David Cronenberg,,30519436.0,Viggo Mortensen,5702083.0,Michael Fassbender,15000000.0,30519436.0,15000000.0
The Muppets,Adventure,7.1,James Bobin,45000000.0,165184237.0,Eric Jacobson,88625922.0,Bill Cobbs,45000000.0,165184237.0,45000000.0
The Smurfs,Animation,5.4,Raja Gosnell,110000000.0,563749323.0,Tim Gunn,142614158.0,Mahadeo Shivraj,110000000.0,563749323.0,110000000.0
The Ides of March,Drama,7.1,George Clooney,12500000.0,76338111.0,Philip Seymour Hoffman,40962534.0,Ryan Gosling,12500000.0,76338111.0,12500000.0
Soul Surfer,Biography,7.0,Sean McNamara,18000000.0,47120948.0,Chris Brochu,43853424.0,Dennis Quaid,18000000.0,47120948.0,18000000.0
