name,genre,score,director,budget_x,gross_x,actor_2_name,gross_y,actor_1_name,budget_y,gross,budget
The Country Bears,Comedy,4.2,Peter Hastings,35000000.0,18012097.0,Alex Rocco,16988996.0,Haley Joel Osment,35000000.0,18012097.0,35000000.0
All About the Benjamins,Action,5.9,Kevin Bray,15000000.0,26306533.0,Roger Guenveur Smith,25482931.0,Mike Epps,14000000.0,26306533.0,14000000.0
Abandon,Drama,4.9,Stephen Gaghan,25000000.0,12302219.0,Zooey Deschanel,10719367.0,Charlie Hunnam,25000000.0,12302219.0,25000000.0
Gerry,Adventure,6.1,Gus Van Sant,3500000.0,254683.0,Casey Affleck,236266.0,Matt Damon,3500000.0,254683.0,3500000.0
Clockstoppers,Action,5.2,Jonathan Frakes,26000000.0,38793283.0,Paula Garcés,36985501.0,Michael Biehn,26000000.0,38793283.0,26000000.0
Poolhall Junkies,Comedy,6.9,Mars Callahan,4000000.0,563711.0,Ricky Schroder,562059.0,Chazz Palminteri,4000000.0,563711.0,4000000.0
Feardotcom,Crime,3.4,William Malone,40000000.0,18902015.0,Jeffrey Combs,13208023.0,Natascha McElhone,42000000.0,18902015.0,42000000.0
No Good Deed,Crime,5.4,Bob Rafelson,12000000.0,1440653.0,Kate del Castillo,52543632.0,Leslie Bibb,13200000.0,1440653.0,13200000.0
Darkness,Horror,5.4,Jaume Balagueró,10600000.0,33988736.0,Giancarlo Giannini,22160085.0,Lena Olin,10600000.0,33988736.0,10600000.0
Analyze That,Comedy,5.9,Harold Ramis,60000000.0,55003135.0,Cathy Moriarty,32122249.0,Robert De Niro,60000000.0,55003135.0,60000000.0
The Banger Sisters,Comedy,5.6,Bob Dolman,10000000.0,38068353.0,Eva Amurri Martino,30306281.0,Erika Christensen,10000000.0,38068353.0,10000000.0
The Adventures of Pluto Nash,Action,3.8,Ron Underwood,100000000.0,7103973.0,Randy Quaid,4411102.0,Rosario Dawson,100000000.0,7103973.0,100000000.0
Bloody Sunday,Drama,7.6,Paul Greengrass,,1758689.0,Nicholas Farrell,768045.0,James Nesbitt,2000000.0,1758689.0,2000000.0
Full Frontal,Comedy,4.7,Steven Soderbergh,2000000.0,3438804.0,Enrico Colantoni,2506446.0,Julia Roberts,2000000.0,3438804.0,2000000.0
Moonlight Mile,Drama,6.6,Brad Silberling,21000000.0,10011050.0,Holly Hunter,6830957.0,Jake Gyllenhaal,21000000.0,10011050.0,21000000.0
Half Past Dead,Action,4.6,Don Michael Paul,13000000.0,19233280.0,Nia Peeples,15361537.0,Claudia Christian,13000000.0,19233280.0,13000000.0
Life or Something Like It,Comedy,5.8,Stephen Herek,40000000.0,16872671.0,Stockard Channing,14448589.0,Angelina Jolie Pitt,40000000.0,16872671.0,40000000.0
Ballistic: Ecks vs. Sever,Action,3.7,Wych Kaosayananda,70000000.0,20154899.0,Sandrine Holt,14294842.0,Talisa Soto,70000000.0,20154899.0,70000000.0
Brown Sugar,Comedy,6.5,Rick Famuyiwa,8000000.0,28316451.0,Sanaa Lathan,27362712.0,Boris Kodjoe,8000000.0,28316451.0,8000000.0
Deuces Wild,Action,5.6,Scott Kalvert,10000000.0,6282446.0,James Franco,6044618.0,Norman Reedus,10000000.0,6282446.0,10000000.0
Pinocchio,Comedy,4.4,Roberto Benigni,,44310395.0,Dickie Jones,84300000.0,Mel Blanc,2600000.0,44310395.0,2600000.0
The Emperor's Club,Drama,6.9,Michael Hoffman,12500000.0,16318449.0,Embeth Davidtz,14060950.0,Gabriel Millman,12500000.0,16318449.0,12500000.0
All or Nothing,Drama,7.5,Mike Leigh,9000000.0,2845696.0,Ruth Sheen,112935.0,Lesley Manville,9000000.0,2845696.0,9000000.0
Real Women Have Curves,Comedy,6.9,Patricia Cardoso,3000000.0,7777790.0,Lupe Ontiveros,5844929.0,America Ferrera,3000000.0,7777790.0,3000000.0
The Crocodile Hunter: Collision Course,Action,5.4,John Stainton,12000000.0,33082548.0,Aden Young,28399192.0,Steve Irwin,13000000.0,33082548.0,13000000.0
City by the Sea,Crime,6.1,Michael Caton-Jones,40000000.0,29676703.0,James Franco,22433915.0,Robert De Niro,60000000.0,29676703.0,60000000.0
Kill Bill: Vol. 1,Action,8.1,Quentin Tarantino,30000000.0,180906076.0,Vivica A. Fox,70098138.0,David Carradine,30000000.0,180906076.0,30000000.0
The Lord of the Rings: The Return of the King,Action,8.9,Peter Jackson,94000000.0,1146030912.0,Billy Boyd,377019252.0,Orlando Bloom,94000000.0,1146030912.0,94000000.0
Old School,Comedy,7.1,Todd Phillips,24000000.0,87135520.0,Leah Remini,74608545.0,Will Ferrell,24000000.0,87135520.0,24000000.0
Mystic River,Crime,7.9,Clint Eastwood,25000000.0,156595191.0,Spencer Treat Clark,90135191.0,John Doman,25000000.0,156595191.0,25000000.0
Love Actually,Comedy,7.6,Richard Curtis,40000000.0,245203167.0,Liam Neeson,59365105.0,Colin Firth,45000000.0,245203167.0,45000000.0
The Life of David Gale,Crime,7.5,Alan Parker,38000000.0,38955598.0,Kate Winslet,19593740.0,Kevin Spacey,50000000.0,38955598.0,50000000.0
2 Fast 2 Furious,Action,5.9,John Singleton,76000000.0,236350661.0,Cole Hauser,127083765.0,Paul Walker,76000000.0,236350661.0,76000000.0
Underworld,Action,7.0,Len Wiseman,22000000.0,95708457.0,Kevin Grevioux,51483949.0,Sophia Myles,22000000.0,95708457.0,22000000.0
Oldboy,Action,8.4,Park Chan-Wook,3000000.0,15189934.0,Ji-tae Yu,2181290.0,Min-sik Choi,3000000.0,15189934.0,3000000.0
Lost in Translation,Comedy,7.7,Sofia Coppola,4000000.0,118686937.0,Bill Murray,44566004.0,Scarlett Johansson,4000000.0,118686937.0,4000000.0
Looney Tunes: Back in Action,Animation,5.7,Joe Dante,80000000.0,68514844.0,Jenna Elfman,20950820.0,Brendan Fraser,80000000.0,68514844.0,80000000.0
Big Fish,Adventure,8.0,Tim Burton,70000000.0,123218424.0,Alison Lohman,66257002.0,Steve Buscemi,70000000.0,123218424.0,70000000.0
The Matrix Reloaded,Action,7.2,Lana Wachowski,150000000.0,741847937.0,Daniel Bernhardt,281492479.0,Steve Bastoni,150000000.0,741847937.0,150000000.0
Finding Nemo,Animation,8.1,Andrew Stanton,94000000.0,940352645.0,Stephen Root,380838870.0,Alexander Gould,94000000.0,940352645.0,94000000.0
Hulk,Action,5.6,Ang Lee,137000000.0,245285165.0,Regi Davis,132122995.0,Kevin Rankin,137000000.0,245285165.0,137000000.0
School of Rock,Comedy,7.1,Richard Linklater,35000000.0,131095990.0,Sarah Silverman,81257845.0,Miranda Cosgrove,35000000.0,131095990.0,35000000.0
Thirteen,Drama,6.8,Catherine Hardwicke,2000000.0,10128960.0,Sarah Clarke,4599680.0,Holly Hunter,1500000.0,10128960.0,1500000.0
Wrong Turn,Horror,6.1,Rob Schmidt,12600000.0,28650575.0,Lindy Booth,15417771.0,Kevin Zegers,12600000.0,28650575.0,12600000.0
The Italian Job,Action,7.0,F. Gary Gray,60000000.0,176070171.0,Charlize Theron,106126012.0,Jason Statham,60000000.0,176070171.0,60000000.0
Terminator 3: Rise of the Machines,Action,6.3,Jonathan Mostow,200000000.0,433371112.0,M.C. Gainey,150350192.0,Nick Stahl,200000000.0,433371112.0,200000000.0
Monster,Biography,7.3,Patty Jenkins,8000000.0,58469210.0,Bruce Dern,34468224.0,Charlize Theron,4500000.0,58469210.0,4500000.0
The Matrix Revolutions,Action,6.7,Lana Wachowski,150000000.0,427344325.0,Collin Chou,139259759.0,Essie Davis,150000000.0,427344325.0,150000000.0
S.W.A.T.,Action,6.0,Clark Johnson,80000000.0,207725639.0,Josh Charles,116643346.0,Jeremy Renner,80000000.0,207725639.0,80000000.0
The Last Samurai,Action,7.7,Edward Zwick,140000000.0,454627263.0,Tony Goldwyn,111110575.0,Tom Cruise,140000000.0,454627263.0,140000000.0
Holes,Adventure,7.0,Andrew Davis,20000000.0,71406573.0,Zane Holtz,67325559.0,Tim Blake Nelson,20000000.0,71406573.0,20000000.0
Timeline,Action,5.7,Richard Donner,80000000.0,43935763.0,Gerard Butler,19480739.0,Paul Walker,80000000.0,43935763.0,80000000.0
The Rundown,Action,6.7,Peter Berg,85000000.0,80981914.0,Rosario Dawson,47592825.0,Dwayne Johnson,85000000.0,80981914.0,85000000.0
House of 1000 Corpses,Horror,6.1,Rob Zombie,7000000.0,16829545.0,Matthew McGrory,12583510.0,Sid Haig,7000000.0,16829545.0,7000000.0
Identity,Mystery,7.3,James Mangold,28000000.0,90259536.0,Rebecca De Mornay,51475962.0,Clea DuVall,30000000.0,90259536.0,30000000.0
Once Upon a Time in Mexico,Action,6.4,Robert Rodriguez,29000000.0,98769390.0,Salma Hayek,55845943.0,Johnny Depp,29000000.0,98769390.0,29000000.0
Cold Mountain,Adventure,7.2,Anthony Minghella,79000000.0,173013509.0,Natalie Portman,95632614.0,Philip Seymour Hoffman,79000000.0,173013509.0,79000000.0
Cheaper by the Dozen,Comedy,5.9,Shawn Levy,40000000.0,190538630.0,Alyson Stoner,138614544.0,Tom Welling,40000000.0,190538630.0,40000000.0
In the Cut,Mystery,5.3,Jane Campion,12000000.0,23726793.0,Nick Damici,4717455.0,Jennifer Jason Leigh,12000000.0,23726793.0,12000000.0
Secondhand Lions,Comedy,7.5,Tim McCanlies,30000000.0,48260279.0,Robert Duvall,41407470.0,Haley Joel Osment,30000000.0,48260279.0,30000000.0
Scary Movie 3,Comedy,5.5,David Zucker,48000000.0,220673217.0,Pamela Anderson,110000082.0,Regina Hall,48000000.0,220673217.0,48000000.0
How to Lose a Guy in 10 Days,Comedy,6.4,Donald Petrie,50000000.0,177502387.0,Adam Goldberg,105807520.0,Matthew McConaughey,50000000.0,177502387.0,50000000.0
The League of Extraordinary Gentlemen,Action,5.8,Stephen Norrington,78000000.0,179265204.0,Max Ryan,66462600.0,Jason Flemyng,78000000.0,179265204.0,78000000.0
What a Girl Wants,Comedy,5.8,Dennie Gordon,25000000.0,50732139.0,Oliver James,35990505.0,Colin Firth,20000000.0,50732139.0,20000000.0
Bad Boys II,Action,6.6,Michael Bay,130000000.0,273339556.0,Henry Rollins,138396624.0,Will Smith,130000000.0,273339556.0,130000000.0
Open Range,Action,7.4,Kevin Costner,22000000.0,68296293.0,Michael Jeter,58328680.0,Robert Duvall,22000000.0,68296293.0,22000000.0
Mona Lisa Smile,Drama,6.5,Mike Newell,65000000.0,141337989.0,Kirsten Dunst,63695760.0,Julia Roberts,65000000.0,141337989.0,65000000.0
Freddy vs. Jason,Action,5.7,Ronny Yu,30000000.0,116632628.0,Jason Ritter,82163317.0,Katharine Isabelle,30000000.0,116632628.0,30000000.0
Bruce Almighty,Comedy,6.7,Tom Shadyac,81000000.0,484592874.0,Steve Carell,242589580.0,Morgan Freeman,81000000.0,484592874.0,81000000.0
Elf,Adventure,7.0,Jon Favreau,33000000.0,223853736.0,Zooey Deschanel,173381405.0,Peter Dinklage,33000000.0,223853736.0,33000000.0
Freaky Friday,Comedy,6.2,Mark Waters,20000000.0,160846332.0,Julie Gonzalo,110222438.0,Jamie Lee Curtis,26000000.0,160846332.0,26000000.0
Charlie's Angels: Full Throttle,Action,4.9,McG,120000000.0,259175788.0,Bernie Mac,100685880.0,Demi Moore,120000000.0,259175788.0,120000000.0
Dickie Roberts: Former Child Star,Comedy,5.6,Sam Weisman,17000000.0,23769505.0,Jenna Boyd,22734486.0,Kevin Grevioux,17000000.0,23769505.0,17000000.0
Open Water,Adventure,5.7,Chris Kentis,500000.0,54683487.0,Saul Stein,30500882.0,Blanchard Ryan,500000.0,54683487.0,500000.0
Something's Gotta Give,Comedy,6.7,Nancy Meyers,80000000.0,265328738.0,Jon Favreau,124590960.0,Keanu Reeves,80000000.0,265328738.0,80000000.0
The Cat in the Hat,Adventure,4.0,Bo Welch,109000000.0,133960541.0,Kelly Preston,100446895.0,Sean Hayes,109000000.0,133960541.0,109000000.0
The Brown Bunny,Drama,5.0,Vincent Gallo,10000000.0,402599.0,Cheryl Tiegs,365734.0,Vincent Gallo,10000000.0,402599.0,10000000.0
Tears of the Sun,Action,6.6,Antoine Fuqua,75000000.0,86468162.0,Tom Skerritt,43426961.0,Bruce Willis,70000000.0,86468162.0,70000000.0
Final Destination 2,Horror,6.2,David R. Ellis,26000000.0,90941129.0,Michael Landes,46455802.0,Sarah Carter,26000000.0,90941129.0,26000000.0
21 Grams,Crime,7.6,Alejandro G. Iñárritu,20000000.0,60427839.0,Eddie Marsan,16248701.0,Naomi Watts,20000000.0,60427839.0,20000000.0
Intolerable Cruelty,Comedy,6.2,Joel Coen,60000000.0,120801243.0,Paul Adelstein,35096190.0,Cedric the Entertainer,60000000.0,120801243.0,60000000.0
Johnny English,Action,6.2,Peter Howitt,40000000.0,160466000.0,Natalie Imbruglia,27972410.0,Kevin McNally,35000000.0,160466000.0,35000000.0
Under the Tuscan Sun,Comedy,6.8,Audrey Wells,18000000.0,58878723.0,Lindsay Duncan,43601508.0,Raoul Bova,18000000.0,58878723.0,18000000.0
Seabiscuit,Drama,7.3,Gary Ross,87000000.0,148336445.0,Michael Angarano,120147445.0,Jeff Bridges,87000000.0,148336445.0,87000000.0
American Wedding,Comedy,6.3,Jesse Dylan,55000000.0,232722935.0,Thomas Ian Nicholas,104354205.0,Alyson Hannigan,55000000.0,232722935.0,55000000.0
Just Married,Comedy,5.5,Shawn Levy,18000000.0,101564935.0,David Agranov,56127162.0,Taran Killam,18000000.0,101564935.0,18000000.0
High Tension,Horror,6.8,Alexandre Aja,,6291958.0,Maïwenn,3645438.0,Cécile De France,2200000.0,6291958.0,2200000.0
Lara Croft Tomb Raider: The Cradle of Life,Action,5.6,Jan de Bont,95000000.0,160099222.0,Angelina Jolie Pitt,65653758.0,Gerard Butler,95000000.0,160099222.0,95000000.0
Darkness Falls,Fantasy,5.0,Jonathan Liebesman,11000000.0,47488536.0,Emma Caulfield,32131483.0,Sullivan Stapleton,11000000.0,47488536.0,11000000.0
Spy Kids 3-D: Game Over,Action,4.3,Robert Rodriguez,38000000.0,197101678.0,Salma Hayek,111760631.0,Sylvester Stallone,38000000.0,197101678.0,38000000.0
Gigli,Comedy,2.5,Martin Brest,54000000.0,7266209.0,Lenny Venito,5660084.0,Todd Giebenhain,54000000.0,7266209.0,54000000.0
Out of Time,Crime,6.5,Carl Franklin,50000000.0,55495563.0,Sanaa Lathan,40905277.0,Denzel Washington,50000000.0,55495563.0,50000000.0
The Core,Action,5.5,Jon Amiel,60000000.0,73498611.0,Tchéky Karyo,31111260.0,Glenn Morshower,60000000.0,73498611.0,60000000.0
Dumb and Dumberer: When Harry Met Lloyd,Comedy,3.4,Troy Miller,19000000.0,39267515.0,Mimi Rogers,26096584.0,Elden Henson,19000000.0,39267515.0,19000000.0
Shanghai Knights,Action,6.2,David Dobkin,50000000.0,88323487.0,Anna-Louise Plowman,60470220.0,Fann Wong,50000000.0,88323487.0,50000000.0
Dreamcatcher,Drama,5.5,Lawrence Kasdan,68000000.0,81240406.0,Michael O'Neill,33685268.0,Morgan Freeman,68000000.0,81240406.0,68000000.0
Daddy Day Care,Comedy,5.6,Steve Carr,60000000.0,164433867.0,Lisa Edelstein,104148781.0,Anjelica Huston,60000000.0,164433867.0,60000000.0
Paycheck,Action,6.3,John Woo,60000000.0,117248958.0,Joe Morton,53789313.0,Ivana Milicevic,60000000.0,117248958.0,60000000.0
Duplex,Comedy,5.9,Danny DeVito,40000000.0,19322135.0,Amber Valletta,9652000.0,Justin Theroux,40000000.0,19322135.0,40000000.0
Honey,Drama,5.4,Bille Woodruff,18000000.0,62228395.0,Mekhi Phifer,30222640.0,Christian Monzon,25000000.0,62228395.0,25000000.0
Wonderland,Crime,6.6,James Cox,5000000.0,2466444.0,Louis Lombardi,1056102.0,Alexis Dziena,5000000.0,2466444.0,5000000.0
The Haunted Mansion,Comedy,5.1,Rob Minkoff,90000000.0,182290266.0,Rachael Harris,75817994.0,Marsha Thomason,90000000.0,182290266.0,90000000.0
Sinbad: Legend of the Seven Seas,Animation,6.7,Patrick Gilmore,60000000.0,80773077.0,Adriano Giannini,26288320.0,Brad Pitt,60000000.0,80773077.0,60000000.0
Gods and Generals,Biography,6.3,Ron Maxwell,56000000.0,12923936.0,Bruce Boxleitner,12870569.0,Billy Campbell,56000000.0,12923936.0,56000000.0
House of Sand and Fog,Crime,7.5,Vadim Perelman,16500000.0,16763804.0,Kim Dickens,13005485.0,Frances Fisher,15000000.0,16763804.0,15000000.0
A Man Apart,Action,6.1,F. Gary Gray,36000000.0,44350926.0,Jeff Kober,26183197.0,Vin Diesel,36000000.0,44350926.0,36000000.0
The Station Agent,Comedy,7.6,Tom McCarthy,500000.0,8701337.0,Joe Lo Truglio,5739376.0,Peter Dinklage,500000.0,8701337.0,500000.0
Good Bye Lenin!,Comedy,7.7,Wolfgang Becker,,79316957.0,Chulpan Khamatova,4063859.0,Florian Lukas,4800000.0,79316957.0,4800000.0
Basic,Action,6.5,John McTiernan,50000000.0,42792561.0,Harry Connick Jr.,26536120.0,Connie Nielsen,50000000.0,42792561.0,50000000.0
Gothika,Horror,5.8,Mathieu Kassovitz,40000000.0,141591324.0,Charles S. Dutton,59588068.0,Robert Downey Jr.,40000000.0,141591324.0,40000000.0
Agent Cody Banks,Action,5.1,Harald Zwart,28000000.0,58795814.0,Frankie Muniz,47285499.0,Daniel Roebuck,26000000.0,58795814.0,26000000.0
Bad Santa,Comedy,7.0,Terry Zwigoff,23000000.0,76490720.0,Tony Cox,60057639.0,Bernie Mac,18000000.0,76490720.0,18000000.0
Shattered Glass,Drama,7.1,Billy Ray,6000000.0,2944752.0,Rosario Dawson,2207975.0,Hayden Christensen,6000000.0,2944752.0,6000000.0
The Lizzie McGuire Movie,Adventure,5.5,Jim Fall,17000000.0,55534455.0,Adam Lamberg,42672630.0,Clayton Snyder,17000000.0,55534455.0,17000000.0
The Cooler,Drama,6.9,Wayne Kramer,3200000.0,10464788.0,Paul Sorvino,8243880.0,Estella Warren,3200000.0,10464788.0,3200000.0
Cradle 2 the Grave,Action,5.8,Andrzej Bartkowiak,25000000.0,56489558.0,Tom Arnold,34604054.0,Jet Li,30000000.0,56489558.0,30000000.0
Malibu's Most Wanted,Comedy,5.2,John Whitesell,15000000.0,34622504.0,Regina Hall,34308901.0,Greg Grunberg,16000000.0,34622504.0,16000000.0
Kangaroo Jack,Action,4.4,David McNally,60000000.0,88929111.0,Dyan Cannon,66734992.0,Estella Warren,60000000.0,88929111.0,60000000.0
Radio,Biography,6.9,Michael Tollin,35000000.0,53293628.0,Riley Smith,52277485.0,Alfre Woodard,35000000.0,53293628.0,35000000.0
Hollywood Homicide,Action,5.3,Ron Shelton,75000000.0,51142659.0,Bruce Greenwood,30013346.0,Harrison Ford,75000000.0,51142659.0,75000000.0
The Triplets of Belleville,Animation,7.8,Sylvain Chomet,9500000.0,14776760.0,Charles Linton,7002255.0,Michel Robin,9500000.0,14776760.0,9500000.0
Stuck on You,Comedy,5.7,Bobby Farrelly,55000000.0,65784503.0,Terence Bernie Hines,33828318.0,Matt Damon,55000000.0,65784503.0,55000000.0
Bulletproof Monk,Action,5.5,Paul Hunter,52000000.0,37713879.0,Mako,23020488.0,Jaime King,52000000.0,37713879.0,52000000.0
The Medallion,Action,5.3,Gordon Chan,41000000.0,34268701.0,Lee Evans,22108977.0,Julian Sands,41000000.0,34268701.0,41000000.0
Party Monster,Biography,6.3,Fenton Bailey,5000000.0,782606.0,Mia Kirshner,296665.0,Macaulay Culkin,5000000.0,782606.0,5000000.0
Bringing Down the House,Comedy,5.6,Adam Shankman,33000000.0,164729679.0,Kimberly J. Brown,132541238.0,Angus T. Jones,33000000.0,164729679.0,33000000.0
Willard,Drama,6.1,Glen Morgan,20000000.0,8564586.0,Ty Olsson,6852144.0,Laura Harring,22000000.0,8564586.0,22000000.0
Confidence,Crime,6.7,James Foley,15000000.0,23014206.0,Brian Van Holt,12212417.0,Louis Lombardi,15000000.0,23014206.0,15000000.0
Latter Days,Comedy,7.0,C. Jay Cox,850000.0,865028.0,Rob McElhenney,819939.0,Joseph Gordon-Levitt,850000.0,865028.0,850000.0
Beyond Borders,Adventure,6.5,Martin Campbell,35000000.0,11705002.0,Teri Polo,4426297.0,Angelina Jolie Pitt,35000000.0,11705002.0,35000000.0
Anything Else,Comedy,6.3,Woody Allen,18000000.0,13585075.0,Stockard Channing,3203044.0,Woody Allen,18000000.0,13585075.0,18000000.0
The Jungle Book 2,Animation,5.4,Steve Trenbirth,20000000.0,186303759.0,Phil Collins,47887943.0,Haley Joel Osment,20000000.0,186303759.0,20000000.0
My Boss's Daughter,Comedy,4.7,David Zucker,14000000.0,18191005.0,Tyler Labine,15549702.0,Carmen Electra,14000000.0,18191005.0,14000000.0
A Guy Thing,Comedy,5.6,Chris Koch,20000000.0,17432163.0,Lochlyn Munro,15408822.0,Thomas Lennon,20000000.0,17432163.0,20000000.0
All the Real Girls,Drama,6.8,David Gordon Green,2500000.0,579986.0,Paul Schneider,548712.0,Zooey Deschanel,2500000.0,579986.0,2500000.0
From Justin to Kelly,Comedy,2.1,Robert Iscove,12000000.0,4928883.0,Kelly Clarkson,4922166.0,Anika Noni Rose,12000000.0,4928883.0,12000000.0
Owning Mahowny,Crime,7.1,Richard Kwietniowski,10000000.0,1271244.0,Minnie Driver,1011054.0,Philip Seymour Hoffman,10000000.0,1271244.0,10000000.0
Head of State,Comedy,5.5,Chris Rock,35200000.0,38620484.0,Dylan Baker,37788228.0,Bernie Mac,35200000.0,38620484.0,35200000.0
The Singing Detective,Comedy,5.5,Keith Gordon,8000000.0,435625.0,Robin Wright,336456.0,Robert Downey Jr.,8000000.0,435625.0,8000000.0
Pieces of April,Comedy,7.0,Peter Hedges,300000.0,3282321.0,Adrian Martinez,2360184.0,Oliver Platt,300000.0,3282321.0,300000.0
Code 46,Drama,6.2,Michael Winterbottom,7500000.0,886018.0,Om Puri,197148.0,Samantha Morton,7500000.0,886018.0,7500000.0
The Order,Horror,5.2,Brian Helgeland,38000000.0,11560806.0,Mark Addy,7659747.0,Heath Ledger,38000000.0,11560806.0,38000000.0
Veronica Guerin,Biography,6.9,Joel Schumacher,17000000.0,9439660.0,David Murray,1569918.0,Brenda Fricker,17000000.0,9439660.0,17000000.0
Shade,Crime,6.3,Damian Nieman,10000000.0,459098.0,Jason Cerbone,10696.0,Glenn Plummer,6800000.0,459098.0,6800000.0
Rugrats Go Wild,Animation,5.6,John Eng,25000000.0,55250496.0,Cree Summer,39399750.0,Elizabeth Daily,25000000.0,55250496.0,25000000.0
Saints and Soldiers,Action,6.7,Ryan Little,780000.0,1310470.0,Larry Bagby,1310270.0,Corbin Allred,780000.0,1310470.0,780000.0
My Life Without Me,Drama,7.5,Isabel Coixet,,9781854.0,Julian Richings,395592.0,Sarah Polley,2000000.0,9781854.0,2000000.0
The Barbarian Invasions,Comedy,7.6,Denys Arcand,,34883010.0,Stéphane Rousseau,3432342.0,Marie-Josée Croze,6000000.0,34883010.0,6000000.0
How to Deal,Comedy,5.6,Clare Kilner,16000000.0,14390329.0,Alexandra Holden,14108518.0,Dylan Baker,16000000.0,14390329.0,16000000.0
Control,Comedy,7.6,Nimród Antal,,1277800.0,Samantha Morton,871577.0,Sam Riley,4500000.0,1277800.0,4500000.0
The Girl Next Door,Comedy,6.7,Luke Greenfield,25000000.0,30381722.0,Timothy Bottoms,14589444.0,Chris Marquette,25000000.0,30381722.0,25000000.0
EuroTrip,Comedy,6.6,Jeff Schaffer,25000000.0,22605153.0,Scott Mechlowicz,17718223.0,Matt Damon,25000000.0,22605153.0,25000000.0
Dodgeball: A True Underdog Story,Comedy,6.7,Rawson Marshall Thurber,20000000.0,168423227.0,Stephen Root,114324072.0,Gary Cole,20000000.0,168423227.0,20000000.0
White Chicks,Comedy,5.6,Keenen Ivory Wayans,37000000.0,113100873.0,Jaime King,69148997.0,Busy Philipps,37000000.0,113100873.0,37000000.0
Mean Girls,Comedy,7.0,Mark Waters,17000000.0,130126277.0,Amy Poehler,86049418.0,Tina Fey,17000000.0,130126277.0,17000000.0
Harry Potter and the Prisoner of Azkaban,Adventure,7.9,Alfonso Cuarón,130000000.0,797361618.0,Gary Oldman,249358727.0,Daniel Radcliffe,130000000.0,797361618.0,130000000.0
Troy,Drama,7.2,Wolfgang Petersen,175000000.0,497409852.0,Orlando Bloom,133228348.0,Brad Pitt,175000000.0,497409852.0,175000000.0
Eternal Sunshine of the Spotless Mind,Drama,8.3,Michel Gondry,20000000.0,74036715.0,Kirsten Dunst,34126138.0,Kate Winslet,20000000.0,74036715.0,20000000.0
Kill Bill: Vol. 2,Action,8.0,Quentin Tarantino,30000000.0,154118820.0,Michael Parks,66207920.0,Vivica A. Fox,30000000.0,154118820.0,30000000.0
The Notebook,Drama,7.8,Nick Cassavetes,29000000.0,117815157.0,Kevin Connolly,64286.0,Ryan Gosling,29000000.0,117815157.0,29000000.0
The Terminal,Comedy,7.4,Steven Spielberg,60000000.0,219100084.0,Chi McBride,77032279.0,Tom Hanks,60000000.0,219100084.0,60000000.0
The Incredibles,Animation,8.0,Brad Bird,92000000.0,631607053.0,Craig T. Nelson,261437578.0,Holly Hunter,92000000.0,631607053.0,92000000.0
Saw,Horror,7.6,James Wan,1200000.0,103911669.0,Monica Potter,55153403.0,Michael Emerson,1200000.0,103911669.0,1200000.0
Collateral,Crime,7.5,Michael Mann,65000000.0,220239925.0,Jada Pinkett Smith,100003492.0,Tom Cruise,65000000.0,220239925.0,65000000.0
Spider-Man 2,Action,7.3,Sam Raimi,200000000.0,788976453.0,James Franco,373377893.0,J.K. Simmons,200000000.0,788976453.0,200000000.0
The Punisher,Action,6.4,Jonathan Hensleigh,33000000.0,54700105.0,Marco St. John,33682273.0,Laura Harring,33000000.0,54700105.0,33000000.0
"I, Robot",Action,7.1,Alex Proyas,120000000.0,353133898.0,Bruce Greenwood,144795350.0,Will Smith,120000000.0,353133898.0,120000000.0
Howl's Moving Castle,Animation,8.2,Hayao Miyazaki,24000000.0,236214446.0,Blythe Danner,4710455.0,Christian Bale,24000000.0,236214446.0,24000000.0
Spanglish,Comedy,6.4,James L. Brooks,80000000.0,55470154.0,Paz Vega,42044321.0,Adam Sandler,80000000.0,55470154.0,80000000.0
Million Dollar Baby,Drama,8.1,Clint Eastwood,30000000.0,216763646.0,Morgan Freeman,100422786.0,Clint Eastwood,30000000.0,216763646.0,30000000.0
Shaun of the Dead,Comedy,7.9,Edgar Wright,,30097092.0,Dylan Moran,13464388.0,Peter Serafinowicz,4000000.0,30097092.0,4000000.0
The Village,Drama,6.5,M. Night Shyamalan,60000000.0,256697520.0,Judy Greer,114195633.0,Bryce Dallas Howard,60000000.0,256697520.0,60000000.0
My Summer of Love,Drama,6.7,Pawel Pawlikowski,,2766976.0,Natalie Press,992238.0,Paddy Considine,1700000.0,2766976.0,1700000.0
The Butterfly Effect,Drama,7.6,Eric Bress,13000000.0,96822421.0,Eric Stoltz,23947.0,Logan Lerman,13000000.0,96822421.0,13000000.0
The Day After Tomorrow,Action,6.4,Roland Emmerich,125000000.0,552639571.0,Dennis Quaid,186739919.0,Jake Gyllenhaal,125000000.0,552639571.0,125000000.0
Layer Cake,Action,7.3,Matthew Vaughn,,11850214.0,Sally Hawkins,2338695.0,Tom Hardy,4000000.0,11850214.0,4000000.0
Napoleon Dynamite,Comedy,6.9,Jared Hess,400000.0,46138887.0,Diedrich Bader,44540956.0,Jon Heder,400000.0,46138887.0,400000.0
50 First Dates,Comedy,6.8,Peter Segal,75000000.0,198520934.0,Peter Dante,120776832.0,Adam Sandler,75000000.0,198520934.0,75000000.0
Downfall,Biography,8.2,Oliver Hirschbiegel,,92181574.0,Bruno Ganz,5501940.0,Thomas Kretschmann,13500000.0,92181574.0,13500000.0
