name,genre,score,director,star,budget_x,gross_x,director_name,actor_2_name,gross_y,genres,actor_1_name,movie_title,budget_y,imdb_score
"Crouching Tiger, Hidden Dragon",Action,7.8,Ang Lee,Chow Yun-Fat,17000000.0,213525736.0,Ang Lee,Pei-Pei Cheng,128067808.0,Action|Drama|Romance,Chen Chang,"Crouching Tiger, Hidden Dragon",15000000.0,7.9
"Dude, Where's My Car?",Comedy,5.5,Danny Leiner,Ashton Kutcher,13000000.0,73180723.0,Danny Leiner,Mary Lynn Rajskub,46729374.0,Comedy|Mystery,Jennifer Garner,"Dude, Where's My Car?",13000000.0,5.5
Meet the Parents,Comedy,7.0,Jay Roach,Ben Stiller,55000000.0,330444045.0,Jay Roach,Blythe Danner,166225040.0,Comedy,Robert De Niro,Meet the Parents,55000000.0,7.0
Pitch Black,Action,7.1,David Twohy,Radha Mitchell,23000000.0,53187659.0,David Twohy,Radha Mitchell,39235088.0,Horror|Sci-Fi,Vin Diesel,Pitch Black,23000000.0,7.1
Hollow Man,Action,5.8,Paul Verhoeven,Kevin Bacon,95000000.0,190213455.0,Paul Verhoeven,Kim Dickens,73209340.0,Action|Horror|Sci-Fi|Thriller,Greg Grunberg,Hollow Man,95000000.0,5.7
Miss Congeniality,Action,6.3,Donald Petrie,Sandra Bullock,45000000.0,212742720.0,Donald Petrie,Wendy Raquel Robinson,106807667.0,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality,45000000.0,6.2
High Fidelity,Comedy,7.5,Stephen Frears,John Cusack,30000000.0,47126295.0,Stephen Frears,Lili Taylor,27277055.0,Comedy|Drama|Music|Romance,Drake Bell,High Fidelity,20000000.0,7.6
Battlefield Earth,Action,2.5,Roger Christian,John Travolta,73000000.0,29725663.0,Roger Christian,Michael Byrne,21471685.0,Action|Adventure|Sci-Fi,Richard Tyson,Battlefield Earth,44000000.0,2.4
Scream 3,Horror,5.6,Wes Craven,David Arquette,40000000.0,161834276.0,Wes Craven,Roger Jackson,89138076.0,Horror|Mystery,Kelly Rutherford,Scream 3,40000000.0,5.5
Best in Show,Comedy,7.5,Christopher Guest,Fred Willard,10000000.0,20789556.0,Christopher Guest,Catherine O'Hara,18621249.0,Comedy,John Michael Higgins,Best in Show,6000000.0,7.5
The Whole Nine Yards,Comedy,6.7,Jonathan Lynn,Bruce Willis,41300000.0,106371651.0,Jonathan Lynn,Matthew Perry,57262492.0,Comedy|Crime,Bruce Willis,The Whole Nine Yards,24000000.0,6.7
Billy Elliot,Drama,7.7,Stephen Daldry,Jamie Bell,5000000.0,109283018.0,Stephen Daldry,Gary Lewis,21994911.0,Drama|Music,Julie Walters,Billy Elliot,5000000.0,7.7
Amores Perros,Drama,8.1,Alejandro G. Iñárritu,Emilio Echevarría,2000000.0,20908467.0,Alejandro G. Iñárritu,Jorge Salinas,5383834.0,Drama|Thriller,Adriana Barraza,Amores Perros,2000000.0,8.1
"Me, Myself & Irene",Comedy,6.6,Bobby Farrelly,Jim Carrey,51000000.0,149270999.0,Bobby Farrelly,Tony Cox,90567722.0,Comedy,Robert Forster,"Me, Myself & Irene",51000000.0,6.5
U-571,Action,6.6,Jonathan Mostow,Matthew McConaughey,62000000.0,127666415.0,Jonathan Mostow,Thomas Kretschmann,77086030.0,Action|War,Matthew McConaughey,U-571,62000000.0,6.6
Bedazzled,Comedy,6.0,Harold Ramis,Brendan Fraser,48000000.0,90383208.0,Harold Ramis,Frances O'Connor,37879996.0,Comedy|Fantasy|Romance,Brendan Fraser,Bedazzled,48000000.0,6.0
The Road to El Dorado,Animation,6.9,Bibo Bergeron,Kevin Kline,95000000.0,76432727.0,Bibo Bergeron,Rosie Perez,50802661.0,Adventure|Animation|Comedy|Family|Romance,Frank Welker,The Road to El Dorado,95000000.0,6.9
Dinosaur,Animation,6.5,Eric Leighton,D.B. Sweeney,127500000.0,349822765.0,Eric Leighton,D.B. Sweeney,137748063.0,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur,127500000.0,6.5
How the Grinch Stole Christmas,Comedy,6.2,Ron Howard,Jim Carrey,123000000.0,363597184.0,Ron Howard,T.J. Thyne,260031035.0,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole Christmas,123000000.0,6.0
Dancer in the Dark,Crime,8.0,Lars von Trier,Björk,12800000.0,40059672.0,Lars von Trier,Udo Kier,4157491.0,Crime|Drama|Musical,Catherine Deneuve,Dancer in the Dark,12800000.0,8.0
What Women Want,Comedy,6.4,Nancy Meyers,Mel Gibson,70000000.0,374111707.0,Nancy Meyers,Lisa Edelstein,182805123.0,Comedy|Fantasy|Romance,Judy Greer,What Women Want,70000000.0,6.4
The Gift,Drama,6.7,Sam Raimi,Cate Blanchett,10000000.0,44567606.0,Joel Edgerton,Allison Tolman,43771291.0,Mystery|Thriller,Busy Philipps,The Gift,5000000.0,7.1
The Gift,Drama,6.7,Sam Raimi,Cate Blanchett,10000000.0,44567606.0,Joel Edgerton,Allison Tolman,43771291.0,Mystery|Thriller,Busy Philipps,The Gift,5000000.0,7.1
The Gift,Drama,7.0,Joel Edgerton,Jason Bateman,5000000.0,58980521.0,Joel Edgerton,Allison Tolman,43771291.0,Mystery|Thriller,Busy Philipps,The Gift,5000000.0,7.1
The Gift,Drama,7.0,Joel Edgerton,Jason Bateman,5000000.0,58980521.0,Joel Edgerton,Allison Tolman,43771291.0,Mystery|Thriller,Busy Philipps,The Gift,5000000.0,7.1
The Family Man,Comedy,6.8,Brett Ratner,Nicolas Cage,60000000.0,124745083.0,Brett Ratner,Don Cheadle,75764085.0,Comedy|Drama|Fantasy|Romance,Nicolas Cage,The Family Man,60000000.0,6.7
Mission to Mars,Adventure,5.7,Brian De Palma,Tim Robbins,100000000.0,110983407.0,Brian De Palma,Connie Nielsen,60874615.0,Adventure|Sci-Fi|Thriller,Don Cheadle,Mission to Mars,90000000.0,5.6
The Replacements,Comedy,6.6,Howard Deutch,Keanu Reeves,50000000.0,50054511.0,Howard Deutch,Jon Favreau,44737059.0,Comedy|Sport,Keanu Reeves,The Replacements,50000000.0,6.5
Next Friday,Comedy,6.2,Steve Carr,Ice Cube,11000000.0,59827328.0,Steve Carr,Mike Epps,57176582.0,Comedy,John Witherspoon,Next Friday,9500000.0,6.1
Little Nicky,Comedy,5.3,Steven Brill,Adam Sandler,85000000.0,58292295.0,Steven Brill,Jon Lovitz,39442871.0,Comedy|Fantasy,Adam Sandler,Little Nicky,80000000.0,5.3
Boiler Room,Crime,7.0,Ben Younger,Giovanni Ribisi,7000000.0,28780255.0,Ben Younger,Nia Long,16938179.0,Crime|Drama|Thriller,Vin Diesel,Boiler Room,8000000.0,7.0
Frequency,Crime,7.3,Gregory Hoblit,Dennis Quaid,31000000.0,68106245.0,Gregory Hoblit,Andre Braugher,44983704.0,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,Frequency,31000000.0,7.3
Men of Honor,Biography,7.2,George Tillman Jr.,Cuba Gooding Jr.,32000000.0,82343495.0,George Tillman Jr.,Charlize Theron,48814909.0,Biography|Drama,Robert De Niro,Men of Honor,32000000.0,7.2
28 Days,Comedy,6.1,Betty Thomas,Sandra Bullock,43000000.0,62198945.0,Betty Thomas,Viggo Mortensen,37035515.0,Comedy|Drama,Steve Buscemi,28 Days,43000000.0,6.0
Love & Basketball,Drama,7.2,Gina Prince-Bythewood,Sanaa Lathan,20000000.0,27728118.0,Gina Prince-Bythewood,Sanaa Lathan,27441122.0,Drama|Romance|Sport,Alfre Woodard,Love & Basketball,15000000.0,7.2
Shanghai Noon,Action,6.6,Tom Dey,Jackie Chan,55000000.0,99274467.0,Tom Dey,Jason Connery,56932305.0,Action|Adventure|Comedy|Western,Xander Berkeley,Shanghai Noon,55000000.0,6.6
The Little Vampire,Adventure,5.8,Uli Edel,Jonathan Lipnicki,35000000.0,27965865.0,Uli Edel,Jim Carter,13555988.0,Adventure|Comedy|Family|Fantasy,Richard E. Grant,The Little Vampire,22000000.0,5.7
Quills,Biography,7.3,Philip Kaufman,Geoffrey Rush,13500000.0,17989227.0,Philip Kaufman,Stephen Marcus,7060876.0,Biography|Drama,Kate Winslet,Quills,13500000.0,7.4
Pay It Forward,Drama,7.2,Mimi Leder,Kevin Spacey,40000000.0,55707411.0,Mimi Leder,Haley Joel Osment,33508922.0,Drama,Kevin Spacey,Pay It Forward,40000000.0,7.2
Vertical Limit,Action,5.9,Martin Campbell,Scott Glenn,75000000.0,215663859.0,Martin Campbell,Scott Glenn,68473360.0,Action|Adventure|Drama|Thriller,Nicholas Lea,Vertical Limit,75000000.0,5.9
The Flintstones in Viva Rock Vegas,Comedy,3.7,Brian Levant,Mark Addy,83000000.0,59468275.0,Brian Levant,Mark Addy,35231365.0,Comedy|Family|Romance|Sci-Fi,Taylor Negron,The Flintstones in Viva Rock Vegas,60000000.0,3.6
Reindeer Games,Action,5.8,John Frankenheimer,Ben Affleck,42000000.0,32168970.0,John Frankenheimer,James Frain,23360779.0,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Charlize Theron,Reindeer Games,34000000.0,5.7
Dracula 2000,Action,4.9,Patrick Lussier,Gerard Butler,54000000.0,47053625.0,Patrick Lussier,Danny Masterson,33000377.0,Action|Fantasy|Horror|Thriller,Gerard Butler,Dracula 2000,28000000.0,4.9
102 Dalmatians,Adventure,4.9,Kevin Lima,Glenn Close,85000000.0,183611771.0,Kevin Lima,Eric Idle,66941559.0,Adventure|Comedy|Family,Ioan Gruffudd,102 Dalmatians,85000000.0,4.8
Red Planet,Action,5.7,Antony Hoffman,Val Kilmer,80000000.0,33463969.0,Antony Hoffman,Val Kilmer,17473245.0,Action|Sci-Fi|Thriller,Bob Neill,Red Planet,70000000.0,5.7
Get Carter,Action,5.2,Stephen Kay,Sylvester Stallone,63600000.0,19412993.0,Stephen Kay,Miranda Richardson,14967182.0,Action|Crime|Drama|Thriller,Sylvester Stallone,Get Carter,40000000.0,5.1
Wonder Boys,Comedy,7.3,Curtis Hanson,Michael Douglas,55000000.0,33426588.0,Curtis Hanson,Rip Torn,19389454.0,Comedy|Drama,Robert Downey Jr.,Wonder Boys,55000000.0,7.4
Shaft,Action,6.0,John Singleton,Samuel L. Jackson,46000000.0,107626125.0,John Singleton,Vanessa Williams,70327868.0,Action|Crime|Thriller,Christian Bale,Shaft,46000000.0,5.9
Shaft,Action,6.4,Tim Story,Samuel L. Jackson,35000000.0,21360215.0,John Singleton,Vanessa Williams,70327868.0,Action|Crime|Thriller,Christian Bale,Shaft,46000000.0,5.9
Finding Forrester,Drama,7.3,Gus Van Sant,Sean Connery,43000000.0,80049764.0,Gus Van Sant,Rob Brown,51768623.0,Drama,F. Murray Abraham,Finding Forrester,43000000.0,7.3
The Legend of Bagger Vance,Drama,6.7,Robert Redford,Will Smith,80000000.0,39459427.0,Robert Redford,Will Smith,30695227.0,Drama|Fantasy|Sport,Matt Damon,The Legend of Bagger Vance,60000000.0,6.7
Titan A.E.,Animation,6.6,Don Bluth,Matt Damon,75000000.0,36754634.0,Don Bluth,Janeane Garofalo,22751979.0,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,Titan A.E.,75000000.0,6.6
Snow Day,Adventure,5.1,Chris Koch,Chevy Chase,13000000.0,62464731.0,Chris Koch,Mark Webber,60008303.0,Adventure|Comedy|Family,Chris Elliott,Snow Day,13000000.0,4.9
The Watcher,Crime,5.3,Joe Charbanic,James Spader,30000000.0,47267829.0,Joe Charbanic,Joseph Sikora,28927720.0,Crime|Horror|Mystery|Thriller,Keanu Reeves,The Watcher,33000000.0,5.3
The Skulls,Action,5.6,Rob Cohen,Joshua Jackson,35000000.0,50802120.0,Rob Cohen,Leslie Bibb,35007180.0,Action|Crime|Drama|Thriller,Paul Walker,The Skulls,15000000.0,5.6
Romeo Must Die,Action,6.1,Andrzej Bartkowiak,Jet Li,25000000.0,91036760.0,Andrzej Bartkowiak,Delroy Lindo,55973336.0,Action|Crime|Thriller,Jet Li,Romeo Must Die,25000000.0,6.1
Big Momma's House,Action,5.2,Raja Gosnell,Martin Lawrence,30000000.0,173959438.0,Raja Gosnell,Cedric the Entertainer,117559438.0,Action|Comedy|Crime,Nia Long,Big Momma's House,30000000.0,5.1
Drowning Mona,Comedy,5.7,Nick Gomez,Danny DeVito,37000000.0,15910104.0,Nick Gomez,Jamie Lee Curtis,15427192.0,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona,16000000.0,5.6
Keeping the Faith,Comedy,6.4,Edward Norton,Ben Stiller,29000000.0,59945183.0,Edward Norton,Milos Forman,37036404.0,Comedy|Drama|Romance,Lisa Edelstein,Keeping the Faith,30000000.0,6.4
Center Stage,Drama,6.7,Nicholas Hytner,Amanda Schull,29000000.0,26385941.0,Nicholas Hytner,Susan May Pratt,17174870.0,Drama|Music|Romance,Amanda Schull,Center Stage,18000000.0,6.7
Book of Shadows: Blair Witch 2,Adventure,4.0,Joe Berlinger,Jeffrey Donovan,15000000.0,47737094.0,Joe Berlinger,Erica Leerhsen,26421314.0,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2,15000000.0,4.0
Rules of Engagement,Drama,6.4,William Friedkin,Tommy Lee Jones,60000000.0,71732303.0,,Oliver Hudson,,Comedy|Romance,Bianca Kajlich,Rules of Engagement,,7.3
Thirteen Days,Drama,7.3,Roger Donaldson,Kevin Costner,80000000.0,66579890.0,Roger Donaldson,Jon Foster,34566746.0,Drama|History|Thriller,Bruce Greenwood,Thirteen Days,80000000.0,7.3
You Can Count on Me,Drama,7.5,Kenneth Lonergan,Laura Linney,1200000.0,11242521.0,Kenneth Lonergan,Rory Culkin,9180275.0,Drama,Matthew Broderick,You Can Count on Me,1200000.0,7.7
The Kid,Comedy,6.1,Jon Turteltaub,Bruce Willis,65000000.0,110317580.0,Jon Turteltaub,Lily Tomlin,69688384.0,Comedy|Family|Fantasy,Bruce Willis,The Kid,60000000.0,6.1
The Kid,Biography,5.9,Vincent D'Onofrio,Jake Schur,8000000.0,1561698.0,Jon Turteltaub,Lily Tomlin,69688384.0,Comedy|Family|Fantasy,Bruce Willis,The Kid,60000000.0,6.1
All the Pretty Horses,Drama,5.8,Billy Bob Thornton,Matt Damon,57000000.0,18133495.0,Billy Bob Thornton,Henry Thomas,15527125.0,Drama|Romance|Western,Matt Damon,All the Pretty Horses,57000000.0,5.8
Hanging Up,Comedy,4.9,Diane Keaton,Diane Keaton,60000000.0,51880044.0,Diane Keaton,Celia Weston,36037909.0,Comedy|Drama,Adam Arkin,Hanging Up,60000000.0,4.7
Supernova,Horror,4.9,Walter Hill,James Spader,90000000.0,14828081.0,Walter Hill,Wilson Cruz,14218868.0,Horror|Sci-Fi|Thriller,Robert Forster,Supernova,65000000.0,4.8
Loser,Comedy,5.3,Amy Heckerling,Jason Biggs,20000000.0,18404706.0,Amy Heckerling,Robert Miano,15464026.0,Comedy|Romance,Andy Dick,Loser,20000000.0,5.3
Down to You,Comedy,5.0,Kris Isacsson,Freddie Prinze Jr.,11000000.0,24419914.0,Kris Isacsson,Lauren German,20035310.0,Comedy|Drama|Romance,Rosario Dawson,Down to You,9000000.0,4.9
The Way of the Gun,Action,6.7,Christopher McQuarrie,Ryan Phillippe,8500000.0,13200972.0,Christopher McQuarrie,Nicky Katt,6047856.0,Action|Crime|Drama|Thriller,Kristin Lehman,The Way of the Gun,8500000.0,6.7
The Adventures of Rocky & Bullwinkle,Animation,4.2,Des McAnuff,Robert De Niro,76000000.0,35134820.0,Des McAnuff,Janeane Garofalo,26000610.0,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,The Adventures of Rocky & Bullwinkle,76000000.0,4.1
Proof of Life,Action,6.3,Taylor Hackford,Meg Ryan,65000000.0,62761005.0,Taylor Hackford,Alun Armstrong,32598931.0,Action|Drama|Thriller,Pamela Reed,Proof of Life,65000000.0,6.2
Bamboozled,Comedy,6.6,Spike Lee,Damon Wayans,10000000.0,2463650.0,Spike Lee,Michael Rapaport,2185266.0,Comedy|Drama|Music,Gillian White,Bamboozled,10000000.0,6.5
Shadow of the Vampire,Drama,6.9,E. Elias Merhige,John Malkovich,8000000.0,11155214.0,E. Elias Merhige,Udo Kier,8279017.0,Drama|Horror,Eddie Izzard,Shadow of the Vampire,8000000.0,6.9
Thomas and the Magic Railroad,Adventure,4.2,Britt Allcroft,Alec Baldwin,19000000.0,19748009.0,Britt Allcroft,Colm Feore,15911333.0,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,Thomas and the Magic Railroad,19000000.0,3.6
Return to Me,Comedy,6.9,Bonnie Hunt,David Duchovny,24000000.0,36609995.0,Bonnie Hunt,Jim Belushi,32662299.0,Comedy|Drama|Romance,Minnie Driver,Return to Me,24000000.0,6.9
Boys and Girls,Comedy,5.4,Robert Iscove,Freddie Prinze Jr.,35000000.0,25850615.0,Robert Iscove,Amanda Detmer,20627372.0,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls,16000000.0,5.3
Whatever It Takes,Comedy,5.5,David Raynr,Shane West,32000000.0,9902115.0,David Raynr,Jodi Lyn O'Keefe,8735529.0,Comedy|Drama|Romance,James Franco,Whatever It Takes,15000000.0,5.5
Chuck & Buck,Comedy,6.6,Miguel Arteta,Mike White,250000.0,1182065.0,Miguel Arteta,Mike White,1050600.0,Comedy|Drama,Lupe Ontiveros,Chuck & Buck,250000.0,6.6
Autumn in New York,Drama,5.6,Joan Chen,Richard Gere,65000000.0,90726668.0,Joan Chen,Sam Trammell,37752931.0,Drama|Romance,J.K. Simmons,Autumn in New York,40000000.0,5.5
Pollock,Biography,7.0,Ed Harris,Ed Harris,6000000.0,10994533.0,Ed Harris,Bud Cort,8596914.0,Biography|Drama,John Heard,Pollock,6000000.0,7.0
The Art of War,Action,5.7,Christian Duguay,Wesley Snipes,60000000.0,40400425.0,Christian Duguay,Cary-Hiroyuki Tagawa,30199105.0,Action|Adventure|Crime|Thriller,Michael Biehn,The Art of War,40000000.0,5.7
Psycho Beach Party,Comedy,6.2,Robert Lee King,Lauren Ambrose,1500000.0,268117.0,Robert Lee King,Kathleen Robertson,265107.0,Comedy|Horror|Mystery,Lauren Ambrose,Psycho Beach Party,1500000.0,6.3
Bait,Action,5.8,Antoine Fuqua,Jamie Foxx,51000000.0,15471969.0,Kimble Rendall,Cariba Heine,,Action|Horror|Sci-Fi,Alex Russell,Bait,30000000.0,5.2
Saving Grace,Comedy,6.9,Nigel Cole,Brenda Blethyn,10000000.0,28741330.0,,Dylan Minnette,,Drama|Fantasy,Holly Hunter,Saving Grace,,7.5
Saving Grace,Comedy,6.9,Nigel Cole,Brenda Blethyn,10000000.0,28741330.0,,Dylan Minnette,,Drama|Fantasy,Holly Hunter,Saving Grace,,7.5
Highlander: Endgame,Action,4.6,Douglas Aarniokoski,Christopher Lambert,25000000.0,15843608.0,Douglas Aarniokoski,Adrian Paul,12801190.0,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,Highlander: Endgame,15000000.0,4.6
The Yards,Crime,6.4,James Gray,Mark Wahlberg,24000000.0,924036.0,James Gray,Ellen Burstyn,882710.0,Crime|Drama|Romance|Thriller,Charlize Theron,The Yards,24000000.0,6.4
Urban Legends: Final Cut,Horror,4.3,John Ottman,Jennifer Morrison,14000000.0,38574362.0,John Ottman,Joey Lawrence,21468807.0,Horror|Mystery|Thriller,Loretta Devine,Urban Legends: Final Cut,14000000.0,4.1
Woman on Top,Comedy,5.3,Fina Torres,Penélope Cruz,8000000.0,10194274.0,Fina Torres,John de Lancie,5018450.0,Comedy|Fantasy|Romance,Harold Perrineau,Woman on Top,8000000.0,5.3
Ready to Rumble,Comedy,5.4,Brian Robbins,David Arquette,24000000.0,12452362.0,Brian Robbins,Ellen Albertini Dow,12372410.0,Comedy|Sport,Oliver Platt,Ready to Rumble,24000000.0,5.3
The Ladies Man,Comedy,5.2,Reginald Hudlin,Tim Meadows,24000000.0,13743212.0,Reginald Hudlin,John Witherspoon,13592872.0,Comedy,Will Ferrell,The Ladies Man,11000000.0,5.1
The Contender,Drama,6.9,Rod Lurie,Joan Allen,20000000.0,22428990.0,Rod Lurie,Gary Oldman,17804273.0,Drama|Thriller,Jeff Bridges,The Contender,20000000.0,7.0
Nine Queens,Crime,7.9,Fabián Bielinsky,Ricardo Darín,1500000.0,12413888.0,Fabián Bielinsky,Gastón Pauls,1221261.0,Crime|Drama|Thriller,Ricardo Darín,Nine Queens,1500000.0,7.9
The Broken Hearts Club: A Romantic Comedy,Comedy,7.0,Greg Berlanti,Timothy Olyphant,1000000.0,2019121.0,Greg Berlanti,Nia Long,1744858.0,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy,1000000.0,7.0
Beautiful Creatures,Comedy,5.8,Bill Eagles,Rachel Weisz,,313768.0,Richard LaGravenese,Zoey Deutch,19445217.0,Drama|Fantasy|Romance,Alden Ehrenreich,Beautiful Creatures,60000000.0,6.2
Beautiful Creatures,Drama,6.1,Richard LaGravenese,Alice Englert,60000000.0,60052138.0,Richard LaGravenese,Zoey Deutch,19445217.0,Drama|Fantasy|Romance,Alden Ehrenreich,Beautiful Creatures,60000000.0,6.2
Gossip,Drama,5.9,Davis Guggenheim,James Marsden,24000000.0,12591270.0,Davis Guggenheim,Sharon Lawrence,5108820.0,Drama|Mystery|Thriller,Norman Reedus,Gossip,24000000.0,5.9
My Dog Skip,Comedy,7.0,Jay Russell,Frankie Muniz,6000000.0,35547761.0,Jay Russell,Frankie Muniz,34099640.0,Drama|Family|Sport,Clint Howard,My Dog Skip,5000000.0,7.0
Duets,Comedy,6.1,Bruce Paltrow,Huey Lewis,21000000.0,6620242.0,Bruce Paltrow,Marian Seldes,4734235.0,Comedy|Drama|Music,Lochlyn Munro,Duets,15000000.0,6.0
Lucky Numbers,Comedy,5.0,Nora Ephron,John Travolta,63000000.0,10890222.0,Nora Ephron,Michael Moore,10014234.0,Comedy|Crime,Michael Rapaport,Lucky Numbers,65000000.0,5.0
Bless the Child,Crime,5.1,Chuck Russell,Kim Basinger,65000000.0,40443010.0,Chuck Russell,Jimmy Smits,29374178.0,Crime|Drama|Horror|Thriller,Rufus Sewell,Bless the Child,40000000.0,5.1
Small Time Crooks,Comedy,6.7,Woody Allen,Woody Allen,25000000.0,29934477.0,Woody Allen,Jon Lovitz,17071230.0,Comedy|Crime,Woody Allen,Small Time Crooks,18000000.0,6.7
Brother,Crime,7.1,Takeshi Kitano,Takeshi Kitano,10000000.0,15250594.0,Takeshi Kitano,Tatyana Ali,447750.0,Crime|Drama|Thriller,Omar Epps,Brother,10000000.0,7.2
Nurse Betty,Comedy,6.2,Neil LaBute,Renée Zellweger,35000000.0,29364989.0,Neil LaBute,Pruitt Taylor Vince,25167270.0,Comedy|Crime|Drama,Morgan Freeman,Nurse Betty,24000000.0,6.3
The House of Mirth,Romance,7.0,Terence Davies,Gillian Anderson,10000000.0,5164404.0,Terence Davies,Anthony LaPaglia,3041803.0,Drama|Romance,Eric Stoltz,The House of Mirth,10000000.0,7.1
Here on Earth,Drama,5.2,Mark Piznarski,Chris Klein,15000000.0,10873148.0,Mark Piznarski,Chris Klein,10494147.0,Drama|Romance,Bruce Greenwood,Here on Earth,15000000.0,5.1
The Tigger Movie,Animation,6.4,Jun Falkenstein,Jim Cummings,30000000.0,96159800.0,Jun Falkenstein,John Fiedler,45542421.0,Animation|Comedy|Drama|Family|Musical,Kath Soucie,The Tigger Movie,30000000.0,6.3
What Planet Are You From?,Comedy,5.6,Mike Nichols,Garry Shandling,60000000.0,14145677.0,Mike Nichols,Linda Fiorentino,6291602.0,Comedy|Sci-Fi,Judy Greer,What Planet Are You From?,50000000.0,5.6
The Specials,Action,5.8,Craig Mazin,Rob Lowe,1000000.0,13276.0,Craig Mazin,James Gunn,12996.0,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials,1000000.0,6.0
Lost Souls,Drama,4.8,Janusz Kaminski,Winona Ryder,50000000.0,31355910.0,Janusz Kaminski,Bob Clendenin,16779636.0,Drama|Horror|Thriller,Philip Baker Hall,Lost Souls,28000000.0,4.8
Digimon: The Movie,Animation,6.1,Directors,Lara Jill Miller,5000000.0,16643191.0,Mamoru Hosoda,Colleen O'Shaughnessey,9628751.0,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie,5000000.0,5.9
The Next Best Thing,Comedy,4.7,John Schlesinger,Madonna,25000000.0,24362772.0,John Schlesinger,Rupert Everett,14983572.0,Comedy|Drama|Romance,Mark Valley,The Next Best Thing,25000000.0,4.7
Gun Shy,Comedy,5.7,Eric Blakeney,Liam Neeson,14000000.0,3284444.0,Eric Blakeney,Oliver Platt,1631839.0,Comedy|Crime|Romance,Liam Neeson,Gun Shy,10000000.0,5.7
Harry Potter and the Sorcerer's Stone,Adventure,7.6,Chris Columbus,Daniel Radcliffe,125000000.0,1006968171.0,Chris Columbus,Fiona Shaw,317557891.0,Adventure|Family|Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,125000000.0,7.5
The Fast and the Furious,Action,6.8,Rob Cohen,Vin Diesel,38000000.0,207305509.0,Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7
The Fast and the Furious,Action,6.8,Rob Cohen,Vin Diesel,38000000.0,207305509.0,Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7
The Fast and the Furious,Action,6.8,Rob Cohen,Vin Diesel,38000000.0,207305509.0,Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7
The Lord of the Rings: The Fellowship of the Ring,Action,8.8,Peter Jackson,Elijah Wood,93000000.0,897690072.0,Peter Jackson,Orlando Bloom,313837577.0,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring,93000000.0,8.8
