Movie_Title,Director,Actors,Total_Gross,main_genre
The Painted Veil,John Curran,"Naomi Watts, Edward Norton, Liev Schreiber, Catherine An",$8.06M,Drama
Keith,Todd Kessler,"Elisabeth Harnois, Jesse McCartney, Margo Harshman, Ignacio Serricchio",Gross Unkown,Drama
August Rush,Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",$31.66M,Drama
Transamerica,Duncan Tucker,"Felicity Huffman, Kevin Zegers, Fionnula Flanagan, Andrea James",$9.02M,Adventure
Everything Is Illuminated,Liev Schreiber,"Elijah Wood, Eugene Hutz, Boris Lyoskin, Jonathan Safran Foer",$1.71M,Comedy
The Terminal,Steven Spielberg,"Tom Hanks, Catherine Zeta-Jones, Chi McBride, Stanley Tucci",$77.87M,Comedy
Garden State,Zach Braff,"Zach Braff, Peter Sarsgaard, Natalie Portman, Ian Holm",$26.78M,Comedy
My Life Without Me,Isabel Coixet,"Sarah Polley, Scott Speedman, Mark Ruffalo, Leonor Watling",$0.40M,Drama
El espinazo del diablo,Guillermo del Toro,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve",$0.75M,Drama
Kabhi Khushi Kabhie Gham...,Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan",$2.90M,Drama
Malèna,Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana",$3.45M,Drama
2046,Kar-Wai Wong,"Tony Chiu-Wai Leung, Ziyi Zhang, Faye Wong, Gong Li",$1.44M,Drama
High Fidelity,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black",$27.29M,Comedy
SLC Punk!,James Merendino,"Matthew Lillard, Michael A. Goorjian, Annabeth Gish, Jennifer Lien",$0.30M,Comedy
The Cider House Rules,Lasse Hallström,"Tobey Maguire, Charlize Theron, Michael Caine, Delroy Lindo",$57.55M,Drama
The Ice Storm,Ang Lee,"Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny",$7.84M,Drama
Buffalo '66,Vincent Gallo,"Vincent Gallo, Christina Ricci, Ben Gazzara, Mickey Rourke",$2.38M,Comedy
The English Patient,Anthony Minghella,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas",$78.65M,Drama
Welcome to the Dollhouse,Todd Solondz,"Heather Matarazzo, Christina Brucato, Victoria Davis, Christina Vidal",$4.77M,Comedy
Smoke,Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito, José Zúñiga",$8.35M,Comedy
Howards End,James Ivory,"Anthony Hopkins, Emma Thompson, Vanessa Redgrave, Helena Bonham Carter",$25.97M,Drama
Dracula,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",$82.52M,Drama
Hoosiers,David Anspaugh,"Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley",$28.61M,Drama
Witness,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas, Josef Sommer",$68.71M,Drama
Stranger Than Paradise,Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson, Cecillia Stark",$2.44M,Comedy
The Natural,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger",$47.95M,Drama
Terms of Endearment,James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito",$108.42M,Comedy
Tootsie,Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",$177.20M,Comedy
Nosferatu: Phantom der Nacht,Werner Herzog,"Klaus Kinski, Isabelle Adjani, Bruno Ganz, Roland Topor",Gross Unkown,Drama
The China Syndrome,James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas, Scott Brady",$51.72M,Drama
Cross of Iron,Sam Peckinpah,"James Coburn, Maximilian Schell, James Mason, David Warner",Gross Unkown,Drama
American Graffiti,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith",$115.00M,Comedy
M*A*S*H,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",$81.60M,Comedy
Five Easy Pieces,Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush, Fannie Flagg",$19.40M,Drama
Oliver!,Carol Reed,"Mark Lester, Ron Moody, Shani Wallis, Oliver Reed",$16.80M,Drama
The Wrong Man,Alfred Hitchcock,"Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone",Gross Unkown,Drama
An Affair to Remember,Leo McCarey,"Cary Grant, Deborah Kerr, Richard Denning, Neva Patterson",Gross Unkown,Drama
The Man Who Knew Too Much,Alfred Hitchcock,"James Stewart, Doris Day, Brenda de Banzie, Bernard Miles",$10.25M,Drama
Dracula,"Directors:Tod Browning, Karl Freund","Bela Lugosi, Helen Chandler, David Manners, Dwight Frye",Gross Unkown,Drama
Nomadland,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May, Gay DeForest",Gross Unkown,Drama
Hustle,Jeremiah Zagar,"Adam Sandler, Queen Latifah, Juancho Hernangomez, Ben Foster",Gross Unkown,Comedy
Instant Family,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar",$67.36M,Comedy
Mid90s,Jonah Hill,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na-kel Smith",$7.36M,Comedy
Doctor Sleep,Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis",Gross Unkown,Drama
The Shape of Water,Guillermo del Toro,"Sally Hawkins, Octavia Spencer, Michael Shannon, Doug Jones",$63.86M,Drama
Paterson,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",$2.14M,Comedy
Demain tout commence,Hugo Gélin,"Omar Sy, Clémence Poésy, Antoine Bertrand, Ashley Walters",Gross Unkown,Comedy
20th Century Women,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup",$5.66M,Comedy
The Nightingale,Jennifer Kent,"Aisling Franciosi, Maya Christie, Baykali Ganambarr, Addison Christie",$0.39M,Adventure
Toni Erdmann,Maren Ade,"Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",$1.48M,Comedy
Pek Yakinda,Cem Yilmaz,"Cem Yilmaz, Tülin Özen, Zafer Algöz, Özkan Ugur",Gross Unkown,Comedy
La famille Bélier,Éric Lartigau,"Karin Viard, François Damiens, Eric Elmosnino, Louane Emera",Gross Unkown,Comedy
Youth,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda",$2.70M,Comedy
Tamasha,Imtiaz Ali,"Deepika Padukone, Ranbir Kapoor, Arushi Sharma, Piyush Mishra",$1.98M,Comedy
The Hundred-Foot Journey,Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",$54.24M,Comedy
Chef,Jon Favreau,"Jon Favreau, Robert Downey Jr., Scarlett Johansson, Dustin Hoffman",$30.64M,Adventure
"Deux jours, une nuit","Directors:Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin",$1.44M,Drama
The Fundamentals of Caring,Rob Burnett,"Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff",Gross Unkown,Comedy
Blue Jasmine,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",$33.41M,Comedy
Flight,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",$93.77M,Drama
The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",$14.43M,Comedy
Take Shelter,Jeff Nichols,"Michael Shannon, Jessica Chastain, Shea Whigham, Tova Stewart",$1.73M,Drama
The Way,Emilio Estevez,"Martin Sheen, Emilio Estevez, Deborah Kara Unger, Yorick van Wageningen",$4.43M,Comedy
Submarine,Richard Ayoade,"Craig Roberts, Sally Hawkins, Paddy Considine, Noah Taylor",$0.47M,Comedy
Barney's Version,Richard J. Lewis,"Paul Giamatti, Rosamund Pike, Jake Hoffman, Macha Grenon",$7.50M,Comedy
In the Heights,Jon M. Chu,"Anthony Ramos, Corey Hawkins, Leslie Grace, Melissa Barrera",Gross Unkown,Drama
The Guernsey Literary and Potato Peel Pie Society,Mike Newell,"Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson",Gross Unkown,Drama
È stata la mano di Dio,Paolo Sorrentino,"Filippo Scotti, Toni Servillo, Teresa Saponangelo, Marlon Joubert",Gross Unkown,Drama
Fish Tank,Andrea Arnold,"Katie Jarvis, Michael Fassbender, Kierston Wareing, Rebecca Griffiths",$0.37M,Drama
Jane Eyre,Cary Joji Fukunaga,"Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot",$11.24M,Drama
You're Not You,George C. Wolfe,"Hilary Swank, Emmy Rossum, Josh Duhamel, Stephanie Beatriz",Gross Unkown,Drama
An Education,Lone Scherfig,"Carey Mulligan, Peter Sarsgaard, Alfred Molina, Olivia Williams",$12.57M,Drama
The Boat That Rocked,Richard Curtis,"Philip Seymour Hoffman, Bill Nighy, Nick Frost, Michael Hadley",$7.99M,Comedy
Blue Valentine,Derek Cianfrance,"Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka",$9.74M,Drama
My Sister's Keeper,Nick Cassavetes,"Cameron Diaz, Abigail Breslin, Alec Baldwin, Walter Raney",$49.20M,Drama
The Descendants,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",$82.58M,Comedy
Revolutionary Road,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie",$22.91M,Drama
Precious,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",$47.40M,Drama
Lars and the Real Girl,Craig Gillespie,"Ryan Gosling, Emily Mortimer, Paul Schneider, R.D. Reid",$5.97M,Comedy
Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",$52.90M,Drama
Memoirs of a Geisha,Rob Marshall,"Ziyi Zhang, Ken Watanabe, Michelle Yeoh, Suzuka Ohgo",$57.49M,Drama
Eight Below,Frank Marshall,"Paul Walker, Jason Biggs, Bruce Greenwood, Moon Bloodgood",$81.61M,Adventure
North Country,Niki Caro,"Charlize Theron, Jeremy Renner, Frances McDormand, Thomas Curtis",$18.32M,Drama
The Squid and the Whale,Noah Baumbach,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg",$7.36M,Comedy
The Secret Life of Walter Mitty,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",$58.24M,Adventure
Far from Heaven,Todd Haynes,"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson",$15.85M,Drama
L'auberge espagnole,Cédric Klapisch,"Romain Duris, Judith Godrèche, Kelly Reilly, Audrey Tautou",$3.90M,Comedy
A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah",$41.23M,Drama
Punch-Drunk Love,Paul Thomas Anderson,"Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews",$17.84M,Comedy
Monsoon Wedding,Mira Nair,"Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vijay Raaz",$13.88M,Comedy
Chocolat,Lasse Hallström,"Juliette Binoche, Johnny Depp, Judi Dench, Alfred Molina",$71.51M,Drama
Finding Forrester,Gus Van Sant,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin",$66.40M,Drama
Ghost World,Terry Zwigoff,"Steve Buscemi, Thora Birch, Scarlett Johansson, Brad Renfro",$6.22M,Comedy
10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik",$38.18M,Comedy
Dogma,Kevin Smith,"Ben Affleck, Matt Damon, Linda Fiorentino, Bud Cort",$30.65M,Adventure
Carne trémula,Pedro Almodóvar,"Liberto Rabal, Francesca Neri, Javier Bardem, Ángela Molina",$1.54M,Drama
Jerry Maguire,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston",$153.95M,Comedy
Murder in the First,Marc Rocco,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz",$17.38M,Drama
Mr. Holland's Opus,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis",$82.57M,Drama
Little Women,Gillian Armstrong,"Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes",$50.08M,Drama
The Secret Garden,Agnieszka Holland,"Kate Maberly, Maggie Smith, Heydon Prowse, Andrew Knott",$31.18M,Drama
Much Ado About Nothing,Kenneth Branagh,"Kenneth Branagh, Emma Thompson, Keanu Reeves, Kate Beckinsale",$22.55M,Comedy
A League of Their Own,Penny Marshall,"Tom Hanks, Geena Davis, Lori Petty, Madonna",$107.53M,Comedy
Steel Magnolias,Herbert Ross,"Shirley MacLaine, Olympia Dukakis, Sally Field, Julia Roberts",$83.76M,Comedy
Say Anything...,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",$20.78M,Comedy
Driving Miss Daisy,Bruce Beresford,"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone",$106.59M,Comedy
The Unbearable Lightness of Being,Philip Kaufman,"Daniel Day-Lewis, Juliette Binoche, Lena Olin, Derek de Lint",$10.01M,Drama
Big,Penny Marshall,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard",$114.97M,Comedy
The NeverEnding Story,Wolfgang Petersen,"Noah Hathaway, Barret Oliver, Tami Stronach, Gerald McRaney",$20.16M,Adventure
Possession,Andrzej Zulawski,"Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent",$1.11M,Drama
Excalibur,John Boorman,"Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi",$34.97M,Adventure
Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",Gross Unkown,Drama
Slap Shot,George Roy Hill,"Paul Newman, Michael Ontkean, Strother Martin, Jennifer Warren",$28.00M,Comedy
Easy Rider,Dennis Hopper,"Peter Fonda, Dennis Hopper, Jack Nicholson, Antonio Mendoza",$41.73M,Adventure
The French Dispatch,Wes Anderson,"Benicio Del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux",Gross Unkown,Comedy
A Quiet Place Part II,John Krasinski,"Emily Blunt, Millicent Simmonds, Cillian Murphy, John Krasinski",$160.07M,Drama
Honey Boy,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers",Gross Unkown,Drama
Palmer,Fisher Stevens,"Justin Timberlake, Juno Temple, Alisha Wainwright, Ryder Allen",Gross Unkown,Drama
Five Feet Apart,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moises Arias, Kimberly Hebert Gregory",$45.73M,Drama
Jolly LLB 2,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla, Annu Kapoor",$1.63M,Comedy
Una Mujer Fantástica,Sebastián Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco, Aline Küppenheim",$2.02M,Drama
The Square,Ruben Östlund,"Claes Bang, Elisabeth Moss, Dominic West, Terry Notary",$1.50M,Comedy
Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss",$99.22M,Adventure
The Wife,Björn Runge,"Glenn Close, Jonathan Pryce, Max Irons, Christian Slater",$9.60M,Drama
T2 Trainspotting,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Robert Carlyle",$2.40M,Drama
Fences,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo",$57.68M,Drama
The Light Between Oceans,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery",$12.55M,Drama
Carol,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",$12.71M,Drama
Stuck in Love,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",$0.08M,Comedy
Yeh Jawaani Hai Deewani,Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",$3.83M,Drama
St. Vincent,Theodore Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts, Jaeden Martell",$44.13M,Comedy
Beasts of the Southern Wild,Benh Zeitlin,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes",$12.80M,Adventure
Turist,Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",$1.36M,Comedy
Ruby Sparks,"Directors:Jonathan Dayton, Valerie Faris","Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas",$2.54M,Comedy
A Dog's Purpose,Lasse Hallström,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",$64.51M,Adventure
Shame,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",$4.00M,Drama
Only Lovers Left Alive,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt",$1.88M,Comedy
The Age of Adaline,Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford, Kathy Baker",$42.48M,Drama
Beginners,Mike Mills,"Ewan McGregor, Christopher Plummer, Mélanie Laurent, Goran Visnjic",$5.79M,Comedy
The Best Exotic Marigold Hotel,John Madden,"Judi Dench, Bill Nighy, Maggie Smith, Tom Wilkinson",$46.41M,Comedy
Kynodontas,Yorgos Lanthimos,"Christos Stergioglou, Michele Valley, Angeliki Papoulia, Christos Passalis",$0.11M,Drama
The Great Gatsby,Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton, Tobey Maguire",$144.84M,Drama
August: Osage County,John Wells,"Meryl Streep, Dermot Mulroney, Julia Roberts, Juliette Lewis",$37.74M,Comedy
Crazy Heart,Scott Cooper,"Jeff Bridges, Maggie Gyllenhaal, Colin Farrell, James Keane",$39.46M,Drama
Soul Kitchen,Fatih Akin,"Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke",$0.27M,Comedy
Enter the Void,Gaspar Noé,"Nathaniel Brown, Paz de la Huerta, Cyril Roy, Olly Alexander",$0.34M,Drama
Adam,Max Mayer,"Hugh Dancy, Rose Byrne, Peter Gallagher, Amy Irving",$2.28M,Comedy
Rab Ne Bana Di Jodi,Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M.K. Raina",$2.07M,Comedy
Don't Look Up,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett",Gross Unkown,Comedy
Licorice Pizza,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits",Gross Unkown,Comedy
Los abrazos rotos,Pedro Almodóvar,"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez",$5.01M,Drama
The Road,John Hillcoat,"Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee, Robert Duvall",$0.06M,Drama
The Darjeeling Limited,Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan",$11.90M,Adventure
Wristcutters: A Love Story,Goran Dukic,"Patrick Fugit, Shea Whigham, Tom Waits, Will Arnett",$0.32M,Comedy
Peaceful Warrior,Victor Salva,"Scott Mechlowicz, Nick Nolte, Amy Smart, Tim DeKay",$3.96M,Drama
Candy,Neil Armfield,"Heath Ledger, Abbie Cornish, Geoffrey Rush, Tom Budge",$0.04M,Drama
The Secret Life of Bees,Gina Prince-Bythewood,"Dakota Fanning, Jennifer Hudson, Queen Latifah, Alicia Keys",$37.77M,Drama
Me and You and Everyone We Know,Miranda July,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",$3.89M,Comedy
"Paris, je t'aime","Directors:Olivier Assayas, Frédéric Auburtin, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso Cuarón, Gérard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno Podalydès, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant","Juliette Binoche, Leonor Watling, Ludivine Sagnier, Fanny Ardant",$4.86M,Comedy
Bridge to Terabithia,Gabor Csupo,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",$82.27M,Drama
Speak,Jessica Sharzer,"Kristen Stewart, Elizabeth Perkins, Richard Hagerman, Allison Siko",Gross Unkown,Drama
Closer,Mike Nichols,"Natalie Portman, Jude Law, Clive Owen, Julia Roberts",$33.99M,Drama
The Woodsman,Nicole Kassell,"Kevin Bacon, Kyra Sedgwick, Yasiin Bey, David Alan Grier",$0.04M,Drama
La science des rêves,Michel Gondry,"Gael García Bernal, Charlotte Gainsbourg, Miou-Miou, Alain Chabat",$4.66M,Comedy
The Passion of the Christ,Mel Gibson,"Jim Caviezel, Monica Bellucci, Maia Morgenstern, Christo Jivkov",$370.78M,Drama
8 Mile,Curtis Hanson,"Eminem, Brittany Murphy, Kim Basinger, Mekhi Phifer",$116.72M,Drama
The Phantom of the Opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson",$51.27M,Drama
About Schmidt,Alexander Payne,"Jack Nicholson, Hope Davis, Dermot Mulroney, Kathy Bates",$65.02M,Drama
Pay It Forward,Mimi Leder,"Kevin Spacey, Haley Joel Osment, Helen Hunt, Jay Mohr",$33.52M,Drama
A.I. Artificial Intelligence,Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards",$78.62M,Drama
Wonder Boys,Curtis Hanson,"Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr.",$19.39M,Comedy
The Virgin Suicides,Sofia Coppola,"Kirsten Dunst, Josh Hartnett, James Woods, Kathleen Turner",$4.86M,Drama
Sweet and Lowdown,Woody Allen,"Sean Penn, Samantha Morton, Woody Allen, Ben Duncan",$4.20M,Comedy
Notting Hill,Roger Michell,"Hugh Grant, Julia Roberts, Richard McCabe, Rhys Ifans",$116.09M,Comedy
Meet Joe Black,Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber",$44.62M,Drama
The Full Monty,Peter Cattaneo,"Robert Carlyle, Tom Wilkinson, Mark Addy, Wim Snape",$45.95M,Comedy
Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Ethan Suplee, Scott Mosier",$12.02M,Comedy
Swingers,Doug Liman,"Vince Vaughn, Heather Graham, Jon Favreau, Ron Livingston",$4.51M,Comedy
Friday,F. Gary Gray,"Ice Cube, Chris Tucker, Nia Long, Tom Lister Jr.",$27.47M,Comedy
Muriel's Wedding,P.J. Hogan,"Toni Collette, Rachel Griffiths, Bill Hunter, Sophie Lee",$15.19M,Comedy
The Hudsucker Proxy,"Directors:Joel Coen, Ethan Coen","Tim Robbins, Paul Newman, Jennifer Jason Leigh, Charles Durning",$2.87M,Comedy
Arizona Dream,Emir Kusturica,"Johnny Depp, Jerry Lewis, Faye Dunaway, Lili Taylor",$0.11M,Comedy
The Age of Innocence,Martin Scorsese,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",$32.20M,Drama
Strictly Ballroom,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson",$11.74M,Comedy
A River Runs Through It,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn",$43.44M,Drama
Bitter Moon,Roman Polanski,"Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner, Peter Coyote",$1.86M,Drama
Pump Up the Volume,Allan Moyle,"Christian Slater, Samantha Mathis, Anthony Lucero, Andy Romano",$11.54M,Comedy
"Sex, Lies, and Videotape",Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",$24.74M,Drama
Dead Ringers,David Cronenberg,"Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon",$9.13M,Drama
Broadcast News,James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky",$51.25M,Comedy
A Room with a View,James Ivory,"Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands",$20.97M,Drama
The Dead Zone,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",$20.77M,Drama
Somewhere in Time,Jeannot Szwarc,"Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright",$9.71M,Drama
Fahrenheit 451,François Truffaut,"Oskar Werner, Julie Christie, Cyril Cusack, Anton Diffring",Gross Unkown,Drama
Dracula,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough, Melissa Stribling",Gross Unkown,Drama
"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",$28.20M,Adventure
An American in Paris,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary",$4.50M,Drama
The King of Staten Island,Judd Apatow,"Pete Davidson, Bel Powley, Ricky Velez, Lou Wilson",Gross Unkown,Comedy
If Beale Street Could Talk,Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Teyonah Parris",$14.92M,Drama
Creed II,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",$115.72M,Drama
Leave No Trace,Debra Granik,"Thomasin McKenzie, Ben Foster, Jeffery Rifflard, Derek John Drescher",$6.05M,Adventure
45 Years,Andrew Haigh,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells",$4.25M,Drama
The Lobster,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman",$8.70M,Drama
X+Y,Morgan Matthews,"Asa Butterfield, Rafe Spall, Sally Hawkins, Eddie Marsan",$0.14M,Drama
Far from the Madding Crowd,Thomas Vinterberg,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge",$12.23M,Drama
Locke,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",$1.36M,Drama
The Intern,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",$75.76M,Comedy
The Kings of Summer,Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",$1.29M,Adventure
The Spectacular Now,James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler, Jennifer Jason Leigh",$6.85M,Drama
Carnage,Roman Polanski,"Jodie Foster, Kate Winslet, Christoph Waltz, John C. Reilly",$2.55M,Comedy
Margin Call,J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey, Paul Bettany",$5.35M,Drama
Win Win,Tom McCarthy,"Paul Giamatti, Amy Ryan, Jeffrey Tambor, Bobby Cannavale",$10.18M,Comedy
Les amours imaginaires,Xavier Dolan,"Xavier Dolan, Monia Chokri, Niels Schneider, Anne Dorval",$0.06M,Drama
The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Jesse Plemons",$16.38M,Drama
Melancholia,Lars von Trier,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",$3.03M,Drama
Les petits mouchoirs,Guillaume Canet,"François Cluzet, Marion Cotillard, Benoît Magimel, Jean Dujardin",$0.21M,Comedy
