name,genre,score,director,star,budget,gross
Love Child,Crime,5.7,Larry Peerce,Amy Madigan,,
Boardinghouse,Comedy,3.8,John Wintergate,John Wintergate,10000.0,
Experience Preferred... But Not Essential,Drama,7.0,Peter Duffell,Elizabeth Edmonds,,
The Personals,Comedy,6.7,Peter Markle,Bill Schoppert,435000.0,
Lonely Hearts,Comedy,6.8,Paul Cox,Wendy Hughes,,777087.0
Scarface,Crime,8.3,Brian De Palma,Al Pacino,25000000.0,65884703.0
The Outsiders,Crime,7.1,Francis Ford Coppola,C. Thomas Howell,10000000.0,25697647.0
Star Wars: Episode VI - Return of the Jedi,Action,8.3,Richard Marquand,Mark Hamill,32500000.0,475106177.0
Risky Business,Comedy,6.8,Paul Brickman,Tom Cruise,6200000.0,63541777.0
National Lampoon's Vacation,Adventure,7.4,Harold Ramis,Chevy Chase,15000000.0,61399552.0
Trading Places,Comedy,7.5,John Landis,Eddie Murphy,15000000.0,90404800.0
Superman III,Action,5.0,Richard Lester,Christopher Reeve,39000000.0,59950623.0
The Big Chill,Comedy,7.2,Lawrence Kasdan,Tom Berenger,8000000.0,56399659.0
Staying Alive,Drama,4.7,Sylvester Stallone,John Travolta,22000000.0,64892670.0
Jaws 3-D,Adventure,3.7,Joe Alves,Dennis Quaid,20500000.0,87987055.0
Christine,Horror,6.7,John Carpenter,Keith Gordon,9700000.0,21017849.0
Sleepaway Camp,Horror,6.3,Robert Hiltzik,Felissa Rose,350000.0,
Flashdance,Drama,6.2,Adrian Lyne,Jennifer Beals,4000000.0,92921203.0
WarGames,Action,7.1,John Badham,Matthew Broderick,12000000.0,79567667.0
The Right Stuff,Adventure,7.8,Philip Kaufman,Sam Shepard,27000000.0,21192315.0
Krull,Action,6.1,Peter Yates,Ken Marshall,47000000.0,16916617.0
Spring Break,Comedy,4.9,Sean S. Cunningham,David Knell,,24071666.0
The Dead Zone,Drama,7.2,David Cronenberg,Christopher Walken,10000000.0,20766616.0
Octopussy,Action,6.5,John Glen,Roger Moore,27500000.0,67893619.0
Private School,Comedy,5.3,Noel Black,Phoebe Cates,3500000.0,14049540.0
Valley Girl,Comedy,6.4,Martha Coolidge,Nicolas Cage,350000.0,17343596.0
Rumble Fish,Crime,7.2,Francis Ford Coppola,Matt Dillon,10000000.0,2494480.0
Videodrome,Horror,7.2,David Cronenberg,James Woods,5952000.0,2120439.0
Terms of Endearment,Comedy,7.4,James L. Brooks,Shirley MacLaine,8000000.0,108423749.0
Twilight Zone: The Movie,Horror,6.5,Directors,Dan Aykroyd,10000000.0,29450919.0
Never Say Never Again,Action,6.2,Irvin Kershner,Sean Connery,36000000.0,55432841.0
A Christmas Story,Comedy,7.9,Bob Clark,Peter Billingsley,3300000.0,20653717.0
Cujo,Horror,6.1,Lewis Teague,Dee Wallace,5000000.0,21156152.0
Sudden Impact,Action,6.6,Clint Eastwood,Clint Eastwood,22000000.0,67642693.0
The Hunger,Drama,6.7,Tony Scott,Catherine Deneuve,,5988322.0
Mr. Mom,Comedy,6.6,Stan Dragoti,Michael Keaton,,64783827.0
Blue Thunder,Action,6.4,John Badham,Roy Scheider,22000000.0,42313354.0
Breathless,Action,5.9,Jim McBride,Richard Gere,7500000.0,19910002.0
Psycho II,Crime,6.5,Richard Franklin,Anthony Perkins,5000000.0,34725000.0
Local Hero,Comedy,7.4,Bill Forsyth,Burt Lancaster,,5899678.0
Bad Boys,Crime,7.2,Rick Rosenthal,Sean Penn,,9190819.0
Silkwood,Biography,7.2,Mike Nichols,Meryl Streep,10000000.0,35615609.0
All the Right Moves,Drama,5.9,Michael Chapman,Tom Cruise,5600000.0,17233166.0
The Keep,Drama,5.7,Michael Mann,Scott Glenn,11000000.0,4218594.0
My Tutor,Comedy,5.2,George Bowers,Matt Lattanzi,,22587834.0
Yentl,Drama,6.6,Barbra Streisand,Barbra Streisand,12000000.0,40218899.0
Fire and Ice,Animation,6.6,Ralph Bakshi,Randy Norton,1200000.0,760883.0
Eddie and the Cruisers,Drama,6.9,Martin Davidson,Tom Berenger,,4786789.0
Yellowbeard,Action,6.0,Mel Damski,Graham Chapman,6500000.0,4300000.0
The Meaning of Life,Comedy,7.5,Terry Jones,John Cleese,9000000.0,14949697.0
Nostalghia,Drama,8.1,Andrei Tarkovsky,Oleg Yankovskiy,,55269.0
Hot Dog... The Movie,Comedy,5.0,Peter Markle,David Naughton,,20307325.0
Smokey and the Bandit Part 3,Action,3.5,Dick Lowry,Jackie Gleason,,5678950.0
Deathstalker,Action,4.6,James Sbardellati,Rick Hill,457000.0,11919250.0
Porky's II: The Next Day,Comedy,5.0,Bob Clark,Dan Monahan,6500000.0,33759266.0
Something Wicked This Way Comes,Fantasy,6.8,Jack Clayton,Jason Robards,19000000.0,8400000.0
Tender Mercies,Drama,7.4,Bruce Beresford,Robert Duvall,,8443124.0
Star 80,Biography,6.7,Bob Fosse,Mariel Hemingway,12000000.0,6472990.0
Gorky Park,Crime,6.7,Michael Apted,William Hurt,15000000.0,15856028.0
Lone Wolf McQuade,Action,6.3,Steve Carver,Chuck Norris,5000000.0,12232628.0
Easy Money,Comedy,6.3,James Signorelli,Rodney Dangerfield,,29309766.0
Merry Christmas Mr. Lawrence,Drama,7.3,Nagisa Ôshima,David Bowie,,2306560.0
Losin' It,Comedy,4.9,Curtis Hanson,Tom Cruise,7000000.0,1246141.0
Screwballs,Comedy,4.7,Rafal Zielinski,Peter Keleghan,800000.0,2082215.0
Brainstorm,Sci-Fi,6.4,Douglas Trumbull,Christopher Walken,15000000.0,10219460.0
The Man with Two Brains,Comedy,6.4,Carl Reiner,Steve Martin,,10353438.0
Angel,Action,5.7,Robert Vincent O'Neil,Cliff Gorman,3000000.0,17488564.0
10 to Midnight,Crime,6.3,J. Lee Thompson,Charles Bronson,4520000.0,7175592.0
Uncommon Valor,Action,6.4,Ted Kotcheff,Gene Hackman,14500000.0,30503151.0
Doctor Detroit,Comedy,5.2,Michael Pressman,Dan Aykroyd,,10375893.0
Mortuary,Horror,5.2,Howard Avedis,Mary Beth McDonough,250000.0,4319001.0
Stroker Ace,Action,4.9,Hal Needham,Burt Reynolds,,13000000.0
Sahara,Adventure,5.0,Andrew V. McLaglen,Brooke Shields,25000000.0,1402962.0
Two of a Kind,Comedy,4.7,John Herzfeld,John Travolta,14000000.0,23646952.0
Chained Heat,Action,5.0,Paul Nicholas,Linda Blair,1250000.0,6149983.0
Spacehunter: Adventures in the Forbidden Zone,Action,5.5,Lamont Johnson,Peter Strauss,14400000.0,16478265.0
High Road to China,Adventure,6.1,Brian G. Hutton,Tom Selleck,19000000.0,28445927.0
Never Cry Wolf,Adventure,7.5,Carroll Ballard,Charles Martin Smith,,29600000.0
The Pirates of Penzance,Comedy,7.1,Wilford Leach,Kevin Kline,,694497.0
Rock & Rule,Animation,6.5,Clive Smith,Don Francks,8000000.0,30379.0
Hercules,Adventure,4.0,Luigi Cozzi,Lou Ferrigno,2500000.0,10676194.0
Educating Rita,Comedy,7.2,Lewis Gilbert,Michael Caine,,14648076.0
A Night in Heaven,Drama,4.3,John G. Avildsen,Christopher Atkins,,5563663.0
Under Fire,Drama,7.0,Roger Spottiswoode,Nick Nolte,9500000.0,5696391.0
Amityville 3-D,Horror,4.1,Richard Fleischer,Tony Roberts,6000000.0,6333135.0
Testament,Drama,7.0,Lynne Littman,Jane Alexander,,2044892.0
The Osterman Weekend,Action,5.9,Sam Peckinpah,Rutger Hauer,6500000.0,6486797.0
Revenge of the Ninja,Action,6.1,Sam Firstenberg,Shô Kosugi,700000.0,13168027.0
Zelig,Comedy,7.7,Woody Allen,Woody Allen,,11798616.0
Independence Day,Drama,6.5,Robert Mandel,Kathleen Quinlan,,
Escape from the Bronx,Action,4.6,Enzo G. Castellari,Mark Gregory,,
To Be or Not to Be,Comedy,6.8,Alan Johnson,Mel Brooks,9000000.0,13030214.0
Eureka,Drama,6.0,Nicolas Roeg,Gene Hackman,,123572.0
The Wicked Lady,Adventure,4.7,Michael Winner,Faye Dunaway,8000000.0,724912.0
Still Smokin,Comedy,5.6,Tommy Chong,Cheech Marin,,15543710.0
"Yor, the Hunter from the Future",Action,4.4,Antonio Margheriti,Reb Brown,,2810199.0
Of Unknown Origin,Horror,6.1,George P. Cosmatos,Peter Weller,4000000.0,1080470.0
Curse of the Pink Panther,Comedy,4.3,Blake Edwards,David Niven,11000000.0,4491986.0
D.C. Cab,Action,5.5,Joel Schumacher,Max Gail,8000000.0,16134627.0
Beyond the Limit,Drama,5.7,John Mackenzie,Michael Caine,11800000.0,5997566.0
The Survivors,Comedy,5.8,Michael Ritchie,Walter Matthau,12000000.0,14000000.0
The Lonely Lady,Drama,3.0,Peter Sasdy,Pia Zadora,5000000.0,1223200.0
The Star Chamber,Crime,6.3,Peter Hyams,Michael Douglas,,5555305.0
The Dresser,Drama,7.6,Peter Yates,Albert Finney,,5310748.0
The Lords of Discipline,Thriller,6.6,Franc Roddam,David Keith,,11787127.0
Cross Creek,Biography,7.0,Martin Ritt,Mary Steenburgen,,
The Man Who Loved Women,Comedy,5.3,Blake Edwards,Burt Reynolds,19000000.0,10964740.0
Nightmares,Horror,5.8,Joseph Sargent,Cristina Raines,6000000.0,6670680.0
Deal of the Century,Comedy,4.6,William Friedkin,Chevy Chase,10000000.0,10369581.0
Eddie Macon's Run,Action,5.7,Jeff Kanew,Kirk Douglas,5000000.0,1262691.0
Max Dugan Returns,Comedy,6.6,Herbert Ross,Jason Robards,,17613720.0
The Sting II,Comedy,4.9,Jeremy Kagan,Jackie Gleason,,6347072.0
Baby It's You,Comedy,6.3,John Sayles,Rosanna Arquette,3000000.0,1867792.0
Heat and Dust,Drama,6.6,James Ivory,Julie Christie,,1772889.0
Going Berserk,Comedy,5.2,David Steinberg,John Candy,,
Daniel,Drama,6.6,Sidney Lumet,Timothy Hutton,,687475.0
Heart Like a Wheel,Biography,6.7,Jonathan Kaplan,Bonnie Bedelia,,272278.0
Love Letters,Drama,5.9,Amy Holden Jones,Jamie Lee Curtis,550000.0,5269990.0
Get Crazy,Comedy,6.7,Allan Arkush,Malcolm McDowell,5500000.0,1645711.0
Nate and Hayes,Action,6.2,Ferdinand Fairfax,Tommy Lee Jones,12000000.0,1963756.0
Strange Invaders,Horror,5.5,Michael Laughlin,Paul Le Mat,,1362303.0
The Black Stallion Returns,Adventure,6.0,Robert Dalva,Kelly Reno,,12049514.0
Metalstorm: the Destruction of Jared-Syn,Action,3.8,Charles Band,Jeffrey Byron,,5301085.0
Getting It on,Comedy,3.7,William Olsen,Martin Yost,220000.0,975414.0
Lianna,Drama,6.8,John Sayles,Linda Griffiths,300000.0,1530839.0
Better Late Than Never,Comedy,5.8,Bryan Forbes,David Niven,,
Lovesick,Comedy,5.2,Marshall Brickman,Dudley Moore,10100000.0,10171304.0
Running Brave,Biography,6.7,Donald Shebib,Robby Benson,8000000.0,3000000.0
Exposed,Drama,5.1,James Toback,Nastassja Kinski,,1818910.0
Trenchcoat,Comedy,5.3,Michael Tuchner,Margot Kidder,5000000.0,4304286.0
Stryker,Action,4.3,Cirio H. Santiago,Steve Sandor,,1723487.0
The Man Who Wasn't There,Action,3.8,Bruce Malmuth,Steve Guttenberg,,2443487.0
Table for Five,Drama,6.1,Robert Lieberman,Jon Voight,,2439705.0
Romantic Comedy,Comedy,5.2,Arthur Hiller,Dudley Moore,,6857733.0
Young Warriors,Action,4.7,Lawrence David Foldes,Ernest Borgnine,,
"Man, Woman and Child",Drama,6.1,Dick Richards,Martin Sheen,,2314561.0
Hanna K.,Drama,6.3,Costa-Gavras,Jill Clayburgh,,
Slayground,Crime,4.9,Terry Bedford,Peter Coyote,,108128.0
White Star,Drama,6.0,Roland Klick,Dennis Hopper,100000.0,
Richard Pryor... Here and Now,Comedy,7.3,Richard Pryor,Richard Pryor,,16156776.0
Deadly Force,Action,4.9,Paul Aaron,Wings Hauser,3000000.0,
My Brother's Wedding,Drama,7.2,Charles Burnett,Everett Silas,50000.0,26177.0
Blue Skies Again,Comedy,5.4,Richard Michaels,Harry Hamlin,,
Last Plane Out,Action,4.5,David Nelson,Jan-Michael Vincent,,
Cross Country,Thriller,5.4,Paul Lynch,Richard Beymer,2500000.0,
A Polish Vampire in Burbank,Comedy,5.0,Mark Pirro,Mark Pirro,3000.0,
Forever Young,Drama,6.7,David Drury,James Aubrey,,
The Golden Seal,Drama,5.3,Frank Zuniga,Steve Railsback,,6666725.0
The Business of Show Business,History,8.3,Tom Logan,,323562.0,
The Terminator,Action,8.0,James Cameron,Arnold Schwarzenegger,6400000.0,78371200.0
Dune,Action,6.5,David Lynch,Kyle MacLachlan,40000000.0,30925690.0
Ghostbusters,Action,7.8,Ivan Reitman,Bill Murray,30000000.0,296187079.0
The Karate Kid,Action,7.3,John G. Avildsen,Ralph Macchio,8000000.0,91119319.0
Once Upon a Time in America,Crime,8.4,Sergio Leone,Robert De Niro,30000000.0,5473212.0
Police Academy,Comedy,6.7,Hugh Wilson,Steve Guttenberg,4500000.0,81198894.0
Indiana Jones and the Temple of Doom,Action,7.5,Steven Spielberg,Harrison Ford,28000000.0,333107271.0
Body Double,Crime,6.8,Brian De Palma,Craig Wasson,10000000.0,8801940.0
A Nightmare on Elm Street,Horror,7.5,Wes Craven,Heather Langenkamp,1800000.0,25507137.0
Amadeus,Biography,8.3,Milos Forman,F. Murray Abraham,18000000.0,52066791.0
Beverly Hills Cop,Action,7.3,Martin Brest,Eddie Murphy,14000000.0,316360478.0
Red Dawn,Action,6.4,John Milius,Patrick Swayze,17000000.0,38376497.0
The NeverEnding Story,Adventure,7.4,Wolfgang Petersen,Noah Hathaway,27000000.0,20251411.0
Footloose,Drama,6.6,Herbert Ross,Kevin Bacon,8200000.0,80039064.0
Revenge of the Nerds,Comedy,6.6,Jeff Kanew,Robert Carradine,8000000.0,40874452.0
Gremlins,Comedy,7.3,Joe Dante,Zach Galligan,11000000.0,153633143.0
Romancing the Stone,Action,6.9,Robert Zemeckis,Michael Douglas,10000000.0,86572238.0
Streets of Fire,Action,6.7,Walter Hill,Michael Paré,14500000.0,8089290.0
Sixteen Candles,Comedy,7.0,John Hughes,Molly Ringwald,6500000.0,23686027.0
"Paris, Texas",Drama,8.1,Wim Wenders,Harry Dean Stanton,,2207548.0
This Is Spinal Tap,Comedy,7.9,Rob Reiner,Rob Reiner,2500000.0,4736202.0
1984,Drama,7.1,Michael Radford,John Hurt,,8430492.0
Top Secret!,Comedy,7.2,Jim Abrahams,Val Kilmer,9000000.0,20458340.0
Conan the Destroyer,Action,5.9,Richard Fleischer,Arnold Schwarzenegger,18000000.0,31042035.0
Children of the Corn,Horror,5.6,Fritz Kiersch,Peter Horton,800000.0,14568989.0
The Last Starfighter,Action,6.8,Nick Castle,Lance Guest,15000000.0,28733290.0
Splash,Comedy,6.3,Ron Howard,Tom Hanks,8000000.0,69821334.0
Blood Simple,Crime,7.6,Joel Coen,John Getz,1500000.0,4228292.0
The Natural,Drama,7.5,Barry Levinson,Robert Redford,28000000.0,47951979.0
Bachelor Party,Comedy,6.3,Neal Israel,Tom Hanks,5000000.0,38435947.0
Nausicaä of the Valley of the Wind,Animation,8.1,Hayao Miyazaki,Sumi Shimamoto,1000000.0,8736506.0
Friday the 13th: the Final Chapter,Horror,6.0,Joseph Zito,Erich Anderson,2600000.0,32980880.0
Hardbodies,Comedy,4.9,Mark Griffiths,Grant Cramer,,7121719.0
Against All Odds,Action,5.9,Taylor Hackford,Rachel Ward,13000000.0,21689062.0
Supergirl,Action,4.4,Jeannot Szwarc,Helen Slater,35000000.0,14296438.0
The Bounty,Adventure,7.0,Roger Donaldson,Mel Gibson,25000000.0,8613462.0
Firestarter,Action,6.1,Mark L. Lester,Drew Barrymore,15000000.0,17080167.0
C.H.U.D.,Horror,5.6,Douglas Cheek,John Heard,1250000.0,4654423.0
The Woman in Red,Comedy,6.0,Gene Wilder,Gene Wilder,9000000.0,25348610.0
Runaway,Action,5.9,Michael Crichton,Tom Selleck,,6770587.0
The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure,6.4,W.D. Richter,Peter Weller,,6254148.0
Star Trek III: The Search for Spock,Action,6.7,Leonard Nimoy,William Shatner,17000000.0,76471046.0
Repo Man,Action,6.9,Alex Cox,Harry Dean Stanton,1500000.0,129000.0
2010: the Year We Make Contact,Adventure,6.8,Peter Hyams,Roy Scheider,28000000.0,40400657.0
The Killing Fields,Biography,7.8,Roland Joffé,Sam Waterston,14400000.0,34700291.0
The Cotton Club,Crime,6.5,Francis Ford Coppola,Richard Gere,58000000.0,25928721.0
Starman,Romance,7.0,John Carpenter,Jeff Bridges,22000000.0,28744356.0
Night of the Comet,Comedy,6.4,Thom Eberhardt,Catherine Mary Stewart,700000.0,14418922.0
Blame It on Rio,Comedy,5.8,Stanley Donen,Michael Caine,,18644570.0
Dreamscape,Action,6.3,Joseph Ruben,Dennis Quaid,,12145169.0
Crimes of Passion,Drama,6.4,Ken Russell,Kathleen Turner,,2912945.0
The Philadelphia Experiment,Adventure,6.1,Stewart Raffill,Michael Paré,21000000.0,8103330.0
Places in the Heart,Drama,7.4,Robert Benton,Sally Field,,34901614.0
Bolero,Comedy,3.0,John Derek,Bo Derek,7000000.0,8914881.0
Cannonball Run II,Action,5.1,Hal Needham,Burt Reynolds,20000000.0,28078073.0
Stranger Than Paradise,Comedy,7.5,Jim Jarmusch,John Lurie,90000.0,2436000.0
The Ice Pirates,Action,5.7,Stewart Raffill,Robert Urich,9000000.0,14255801.0
A Passage to India,Adventure,7.3,David Lean,Judy Davis,16000000.0,27201487.0
Purple Rain,Drama,6.5,Albert Magnoli,Prince,7200000.0,70263155.0
The Hotel New Hampshire,Comedy,6.0,Tony Richardson,Rob Lowe,7500000.0,5142858.0
The Hit,Crime,7.1,Stephen Frears,Freddie Stuart,,876775.0
Sheena,Adventure,4.9,John Guillermin,Tanya Roberts,25000000.0,5778353.0
Missing in Action,Action,5.5,Joseph Zito,Chuck Norris,2550000.0,22812411.0
"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure,6.4,Hugh Hudson,Christopher Lambert,30000000.0,45858563.0
The Muppets Take Manhattan,Adventure,6.9,Frank Oz,Jim Henson,,25534703.0
The Wild Life,Comedy,6.1,Art Linson,Chris Penn,,11020375.0
Falling in Love,Drama,6.5,Ulu Grosbard,Robert De Niro,12000000.0,11129057.0
Gwendoline,Action,5.3,Just Jaeckin,Tawny Kitaen,,1337274.0
Breakin',Comedy,5.8,Joel Silberg,Lucinda Dickey,,38682707.0
Birdy,Drama,7.3,Alan Parker,Matthew Modine,12000000.0,1455045.0
The Company of Wolves,Drama,6.7,Neil Jordan,Sarah Patterson,2000000.0,4389334.0
Ghoulies,Comedy,4.2,Luca Bercovici,Peter Liapis,5500000.0,
Electric Dreams,Comedy,6.5,Steve Barron,Lenny von Dohlen,,2193612.0
Cloak & Dagger,Action,6.6,Richard Franklin,Henry Thomas,,
Racing with the Moon,Comedy,6.7,Richard Benjamin,Sean Penn,6500000.0,6045647.0
"Silent Night, Deadly Night",Horror,5.9,Charles E. Sellier Jr.,Lilyan Chauvin,1065000.0,2491460.0
The Pope of Greenwich Village,Action,6.7,Stuart Rosenberg,Eric Roberts,8000000.0,6836201.0
All of Me,Comedy,6.7,Carl Reiner,Steve Martin,,36403064.0
"Grandview, U.S.A.",Drama,5.4,Randal Kleiser,Jamie Lee Curtis,,4743119.0
Where the Boys Are,Comedy,4.1,Hy Averback,Lisa Hartman,,10530000.0
Reckless,Comedy,6.3,James Foley,Aidan Quinn,,8289916.0
Tightrope,Crime,6.3,Richard Tuggle,Clint Eastwood,,48143579.0
Rhinestone,Comedy,3.9,Bob Clark,Sylvester Stallone,28000000.0,21435321.0
The Flamingo Kid,Comedy,6.2,Garry Marshall,Matt Dillon,,23859382.0
Up the Creek,Comedy,5.6,Robert Butler,Tim Matheson,,11708269.0
Swing Shift,Drama,5.9,Jonathan Demme,Goldie Hawn,15000000.0,6650206.0
Beat Street,Drama,6.5,Stan Lathan,Rae Dawn Chong,9500000.0,16595791.0
Joy of Sex,Comedy,3.7,Martha Coolidge,Cameron Dye,,4463841.0
Breakin' 2: Electric Boogaloo,Comedy,5.1,Sam Firstenberg,Lucinda Dickey,,15101131.0
The Razor's Edge,Drama,6.6,John Byrum,Bill Murray,13000000.0,6551987.0
Tank,Action,5.8,Marvin J. Chomsky,James Garner,,11302884.0
Moscow on the Hudson,Comedy,6.5,Paul Mazursky,Robin Williams,13000000.0,25068724.0
Ninja III: The Domination,Action,5.4,Sam Firstenberg,Shô Kosugi,,7610785.0
The Warrior and the Sorceress,Adventure,4.3,John C. Broderick,David Carradine,,2886225.0
The Evil That Men Do,Action,6.0,J. Lee Thompson,Charles Bronson,4600000.0,13102025.0
Firstborn,Drama,6.2,Michael Apted,Teri Garr,8000000.0,6250994.0
Cut and Run,Adventure,5.7,Ruggero Deodato,Lisa Blount,,
Teachers,Comedy,6.1,Arthur Hiller,Nick Nolte,9000000.0,27774237.0
Repentance,Drama,8.3,Tengiz Abuladze,Avtandil Makharadze,,
The River,Drama,6.3,Mark Rydell,Mel Gibson,18000000.0,11489982.0
Razorback,Horror,6.0,Russell Mulcahy,Gregory Harrison,,150463.0
A Soldier's Story,Crime,7.2,Norman Jewison,Howard E. Rollins Jr.,6000000.0,21821347.0
Comfort and Joy,Comedy,6.7,Bill Forsyth,Bill Paterson,,1057368.0
Meatballs Part II,Comedy,3.7,Ken Wiederhorn,Richard Mulligan,,5410972.0
Lassiter,Action,5.9,Roger Young,Tom Selleck,,17513452.0
Irreconcilable Differences,Comedy,5.8,Charles Shyer,Ryan O'Neal,6000000.0,12414210.0
City Heat,Action,5.5,Richard Benjamin,Clint Eastwood,25000000.0,38348988.0
Under the Volcano,Drama,7.0,John Huston,Albert Finney,,2556800.0
Iceman,Drama,6.1,Fred Schepisi,Timothy Hutton,,7343032.0
Flashpoint,Action,6.4,William Tannen,Kris Kristofferson,10000000.0,3854833.0
The Little Drummer Girl,Drama,6.1,George Roy Hill,Diane Keaton,,7828841.0
Lust in the Dust,Comedy,6.4,Paul Bartel,Tab Hunter,3000000.0,727639.0
Hot Moves,Comedy,4.8,Jim Sotos,Michael Zorek,,2732684.0
Oxford Blues,Comedy,5.3,Robert Boris,Rob Lowe,,8793152.0
Thief of Hearts,Crime,5.8,Douglas Day Stewart,Steven Bauer,9000000.0,10435015.0
The Brother from Another Planet,Comedy,6.8,John Sayles,Joe Morton,350000.0,3677209.0
No Small Affair,Comedy,5.5,Jerry Schatzberg,Jon Cryer,,4994094.0
Broadway Danny Rose,Comedy,7.4,Woody Allen,Woody Allen,8000000.0,10600497.0
Best Defense,Comedy,3.8,Willard Huyck,Dudley Moore,18000000.0,19265302.0
Micki + Maude,Comedy,6.0,Blake Edwards,Dudley Moore,15100000.0,26080861.0
Protocol,Comedy,5.5,Herbert Ross,Goldie Hawn,12000000.0,26186631.0
Exterminator 2,Action,4.5,Mark Buntzman,Robert Ginty,,3739406.0
American Dreamer,Comedy,6.6,Rick Rosenthal,JoBeth Williams,,5021751.0
The Lonely Guy,Comedy,6.3,Arthur Hiller,Steve Martin,,5718573.0
Choose Me,Comedy,6.8,Alan Rudolph,Geneviève Bujold,700000.0,2490233.0
Making the Grade,Comedy,5.7,Dorian Walker,Judd Nelson,,4561346.0
Full Moon in Paris,Comedy,7.4,Éric Rohmer,Pascale Ogier,,15726.0
Unfaithfully Yours,Comedy,6.0,Howard Zieff,Dudley Moore,12000000.0,19928200.0
Impulse,Horror,5.9,Graham Baker,Tim Matheson,10000000.0,2773433.0
Mrs. Soffel,Drama,6.1,Gillian Armstrong,Diane Keaton,11000000.0,4385312.0
Garbo Talks,Comedy,6.4,Sidney Lumet,Anne Bancroft,,1493782.0
Country,Drama,6.7,Richard Pearce,Jessica Lange,,9640000.0
Cheech & Chong's the Corsican Brothers,Comedy,4.7,Tommy Chong,Cheech Marin,,3772785.0
Purple Hearts,Drama,5.8,Sidney J. Furie,Ken Wahl,,2075282.0
Give My Regards to Broad Street,Drama,5.2,Peter Webb,Paul McCartney,9000000.0,1393501.0
Songwriter,Drama,6.3,Alan Rudolph,Willie Nelson,,865915.0
Finders Keepers,Comedy,5.4,Richard Lester,Michael O'Keefe,7000000.0,1467396.0
The Bostonians,Drama,6.3,James Ivory,Christopher Reeve,,1009700.0
Body Rock,Drama,3.7,Marcelo Epstein,Lorenzo Lamas,,1689501.0
The River Rat,Adventure,6.3,Thomas Rickman,Tommy Lee Jones,,1142944.0
Just the Way You Are,Comedy,5.9,Édouard Molinaro,Kristy McNichol,,7889694.0
Until September,Drama,5.7,Richard Marquand,Karen Allen,,4239154.0
Crackers,Adventure,5.2,Louis Malle,Donald Sutherland,12000000.0,129268.0
Kaos,Comedy,7.9,Paolo Taviani,Margarita Lozano,,
Misunderstood,Drama,6.0,Jerry Schatzberg,Gene Hackman,,1525532.0
Mike's Murder,Drama,5.8,James Bridges,Debra Winger,6300000.0,1059966.0
The Buddy System,Drama,5.7,Glenn Jordan,Richard Dreyfuss,,1820049.0
A Private Function,Comedy,6.5,Malcolm Mowbray,Michael Palin,,2527088.0
Scandalous,Comedy,4.5,Rob Cohen,Robert Hays,,526805.0
"Oh, God! You Devil",Comedy,5.4,Paul Bogart,George Burns,,21538850.0
The Bay Boy,Drama,6.3,Daniel Petrie,Liv Ullmann,,162364.0
Heavenly Bodies,Drama,5.2,Lawrence Dane,Cynthia Dale,,1839623.0
Heartbreakers,Drama,5.9,Bobby Roth,Peter Coyote,,148750.0
