name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Lethal Weapon 4,Action,6.6,Richard Donner,Rene Russo,Jet Li,285444603.0,140000000.0
Elizabeth,Biography,7.4,Shekhar Kapur,John Gielgud,Fanny Ardant,82150642.0,25000000.0
The Negotiator,Action,7.3,F. Gary Gray,Michael Cudlitz,Kevin Spacey,44547681.0,50000000.0
54,Drama,5.8,Mark Christopher,Ellen Albertini Dow,Salma Hayek,16757163.0,13000000.0
Hope Floats,Drama,6.0,Forest Whitaker,Harry Connick Jr.,Bill Cobbs,81471882.0,30000000.0
Sliding Doors,Comedy,6.7,Peter Howitt,Kevin McNally,Jeanne Tripplehorn,11841544.0,9000000.0
Buffalo '66,Comedy,7.5,Vincent Gallo,Vincent Gallo,Anjelica Huston,2375097.0,1500000.0
Psycho,Horror,4.6,Gus Van Sant,Vera Miles,Janet Leigh,37170655.0,806947.0
Disturbing Behavior,Horror,5.6,David Nutter,Ethan Embry,Bruce Greenwood,17514980.0,15000000.0
Mercury Rising,Action,6.1,Harold Becker,Miko Hughes,Bruce Willis,93107289.0,60000000.0
Run Lola Run,Crime,7.7,Tom Tykwer,Ludger Pistor,Moritz Bleibtreu,7267585.0,3500000.0
City of Angels,Drama,6.7,Brad Silberling,Andre Braugher,Nicolas Cage,198685114.0,55000000.0
Half Baked,Comedy,6.7,Tamra Davis,Harland Williams,Dave Chappelle,17460020.0,8000000.0
He Got Game,Drama,6.9,Spike Lee,Milla Jovovich,Denzel Washington,21567853.0,25000000.0
Antz,Animation,6.5,Eric Darnell,Woody Allen,Sylvester Stallone,171757863.0,105000000.0
A Simple Plan,Crime,7.5,Sam Raimi,Bridget Fonda,Gary Cole,16316273.0,17000000.0
Vampires,Action,6.1,John Carpenter,Cary-Hiroyuki Tagawa,Sheryl Lee,20308772.0,20000000.0
The Avengers,Action,3.8,Jeremiah S. Chechik,Robert Downey Jr.,Chris Hemsworth,23384939.0,220000000.0
I Still Know What You Did Last Summer,Horror,4.7,Danny Cannon,Mekhi Phifer,Muse Watson,40002112.0,24000000.0
The Siege,Action,6.4,Edward Zwick,Bruce Willis,Denzel Washington,116672912.0,70000000.0
Soldier,Action,6.0,Paul W.S. Anderson,Sean Pertwee,Connie Nielsen,14594226.0,75000000.0
A Night at the Roxbury,Comedy,6.2,John Fortenberry,Chris Kattan,Will Ferrell,30331165.0,17000000.0
The X Files,Drama,7.0,Rob Bowman,Mitch Pileggi,Martin Landau,189176423.0,66000000.0
Six-String Samurai,Action,6.6,Lance Mungia,Stephane Gauger,Jeffrey Falcon,146125.0,2000000.0
The Replacement Killers,Action,6.2,Antoine Fuqua,Clifton Collins Jr.,Mira Sorvino,19204929.0,30000000.0
Bulworth,Comedy,6.8,Warren Beatty,Kirk Baltz,Warren Beatty,29202884.0,30000000.0
Dirty Work,Comedy,6.4,Bob Saget,Jack Warden,Don Rickles,10023282.0,13000000.0
Doctor Dolittle,Comedy,5.4,Betty Thomas,Raven-Symoné,Oliver Platt,294456605.0,71500000.0
Celebrity,Comedy,6.3,Woody Allen,Aleksa Palladino,Melanie Griffith,5078660.0,12000000.0
Very Bad Things,Comedy,6.3,Peter Berg,Daniel Stern,Jon Favreau,9898412.0,10000000.0
The Big Hit,Action,6.1,Kirk Wong,Elliott Gould,Bokeem Woodbine,27007143.0,13000000.0
Gods and Monsters,Biography,7.4,Bill Condon,Lynn Redgrave,Brendan Fraser,6451628.0,3500000.0
The Red Violin,Drama,7.6,François Girard,Clotilde Mollet,Johannes Silberschneider,10019109.0,10000000.0
Mighty Joe Young,Action,5.7,Ron Underwood,Mika Boorem,Charlize Theron,50632037.0,90000000.0
The Object of My Affection,Comedy,6.0,Nicholas Hytner,Tim Daly,Liam Aiken,46905889.0,15000000.0
Twilight,Crime,6.2,Robert Benton,Taylor Lautner,Kristen Stewart,15055091.0,37000000.0
Les Misérables,Crime,7.4,Bille August,Eddie Redmayne,Hugh Jackman,14096321.0,61000000.0
Waking Ned Devine,Comedy,7.4,Kirk Jones,David Kelly,James Nesbitt,55257450.0,3000000.0
Babe: Pig in the City,Adventure,5.8,George Miller,Elizabeth Daily,Adam Goldberg,69131860.0,80000000.0
Primary Colors,Comedy,6.7,Mike Nichols,Adrian Lester,Maura Tierney,52090187.0,65000000.0
Hard Rain,Action,5.9,Mikael Salomon,Minnie Driver,Morgan Freeman,19870567.0,70000000.0
Simon Birch,Comedy,6.9,Mark Steven Johnson,Jan Hooks,Oliver Platt,18253415.0,30000000.0
How Stella Got Her Groove Back,Comedy,5.7,Kevin Rodney Sullivan,James Pickens Jr.,Richard Lawson,39278722.0,20000000.0
A Civil Action,Drama,6.6,Steven Zaillian,Kathleen Quinlan,Robert Duvall,56709981.0,60000000.0
The Rugrats Movie,Animation,5.9,Igor Kovalyov,Cree Summer,Elizabeth Daily,140894675.0,24000000.0
The Players Club,Comedy,5.9,Ice Cube,Monica Calhoun,Bernie Mac,23261485.0,4500000.0
Dead Man on Campus,Comedy,6.0,Alan Cohn,Linda Cardellini,Alyson Hannigan,15064946.0,14000000.0
The Newton Boys,Action,6.1,Richard Linklater,Lew Temple,Matthew McConaughey,10452012.0,27000000.0
Central Station,Drama,8.0,Walter Salles,Matheus Nachtergaele,Fernanda Montenegro,5971073.0,2900000.0
Without Limits,Biography,7.2,Robert Towne,Monica Potter,Billy Burke,777423.0,25000000.0
Smoke Signals,Comedy,7.2,Chris Eyre,Irene Bedard,Michael Greyeyes,6745362.0,2000000.0
Beloved,Drama,6.0,Jonathan Demme,Kimberly Elise,Oprah Winfrey,22852487.0,55000000.0
One True Thing,Drama,7.0,Carl Franklin,William Hurt,Meryl Streep,26616840.0,30000000.0
Slums of Beverly Hills,Comedy,6.6,Tamara Jenkins,Kevin Corrigan,Natasha Lyonne,5502773.0,5000000.0
Barney's Great Adventure,Adventure,3.2,Steve Gomer,Kyla Pratt,Trevor Morgan,12218638.0,15000000.0
Meet the Deedles,Comedy,4.1,Steve Boyum,M.C. Gainey,Paul Walker,4356216.0,24000000.0
Clay Pigeons,Comedy,6.6,David Dobkin,Vince Vieluf,Janeane Garofalo,1794086.0,8000000.0
Knock Off,Action,4.9,Hark Tsui,Lela Rochon,Paul Sorvino,10319915.0,35000000.0
Holy Man,Comedy,4.9,Stephen Herek,Morgan Fairchild,Kelly Preston,12069719.0,60000000.0
Zero Effect,Comedy,6.9,Jake Kasdan,Ryan O'Neal,Kim Dickens,2087471.0,5000000.0
Home Fries,Comedy,5.1,Dean Parisot,Jake Busey,Catherine O'Hara,10493366.0,15000000.0
The Matrix,Action,8.7,Lana Wachowski,Marcus Chong,Keanu Reeves,466364845.0,63000000.0
Fight Club,Drama,8.8,David Fincher,Meat Loaf,Brad Pitt,101209702.0,63000000.0
The Talented Mr. Ripley,Crime,7.4,Anthony Minghella,Matt Damon,Philip Seymour Hoffman,128799509.0,40000000.0
Eyes Wide Shut,Drama,7.4,Stanley Kubrick,Vinessa Shaw,Tom Cruise,162242684.0,65000000.0
American Pie,Comedy,7.0,Paul Weitz,Shannon Elizabeth,Alyson Hannigan,235483004.0,11000000.0
The Green Mile,Crime,8.6,Frank Darabont,Jeffrey DeMunn,Tom Hanks,286801374.0,60000000.0
American Beauty,Drama,8.3,Sam Mendes,Peter Gallagher,Kevin Spacey,356296601.0,15000000.0
Star Wars: Episode I - The Phantom Menace,Action,6.5,George Lucas,Liam Neeson,Natalie Portman,1027082707.0,115000000.0
10 Things I Hate About You,Comedy,7.3,Gil Junger,Heath Ledger,Joseph Gordon-Levitt,53478579.0,16000000.0
The Sixth Sense,Drama,8.1,M. Night Shyamalan,Haley Joel Osment,Bruce Willis,672806292.0,40000000.0
Office Space,Comedy,7.7,Mike Judge,Stephen Root,Gary Cole,10828256.0,10000000.0
Galaxy Quest,Adventure,7.3,Dean Parisot,Enrico Colantoni,Alan Rickman,90683916.0,45000000.0
Notting Hill,Comedy,7.1,Roger Michell,Clarke Peters,Julia Roberts,363889678.0,42000000.0
Cruel Intentions,Drama,6.8,Roger Kumble,Sean Patrick Thomas,Sarah Michelle Gellar,76347426.0,10500000.0
The Blair Witch Project,Horror,6.5,Daniel Myrick,Joshua Leonard,Heather Donahue,248639099.0,60000.0
The Virgin Suicides,Drama,7.2,Sofia Coppola,Kathleen Turner,Kirsten Dunst,10410044.0,6000000.0
Magnolia,Drama,8.0,Paul Thomas Anderson,Neil Flynn,Patton Oswalt,48451803.0,37000000.0
"Girl, Interrupted",Biography,7.3,James Mangold,Clea DuVall,Angelina Jolie Pitt,48350205.0,24000000.0
Stuart Little,Adventure,5.9,Rob Minkoff,Nathan Lane,Chazz Palminteri,300135367.0,133000000.0
Deep Blue Sea,Action,5.9,Renny Harlin,Michael Rapaport,LL Cool J,164648142.0,60000000.0
The Boondock Saints,Action,7.8,Troy Duffy,David Della Rocco,Norman Reedus,30471.0,7000000.0
Varsity Blues,Comedy,6.5,Brian Robbins,Ron Lester,Paul Walker,54294169.0,16000000.0
She's All That,Comedy,5.9,Robert Iscove,Clea DuVall,Paul Walker,103166989.0,10000000.0
Lake Placid,Action,5.7,Steve Miner,Bridget Fonda,Oliver Platt,56870414.0,27000000.0
Toy Story 2,Animation,7.9,John Lasseter,John Ratzenberger,Tom Hanks,497375381.0,90000000.0
Dogma,Adventure,7.3,Kevin Smith,Janeane Garofalo,Matt Damon,31429330.0,10000000.0
Election,Comedy,7.2,Alexander Payne,Chris Klein,Matthew Broderick,14902041.0,8000000.0
Being John Malkovich,Comedy,7.7,Spike Jonze,Orson Bean,Willie Garson,23106667.0,13000000.0
The Iron Giant,Animation,8.0,Brad Bird,Harry Connick Jr.,Vin Diesel,23180087.0,70000000.0
The World Is Not Enough,Action,6.4,Michael Apted,Maria Grazia Cucinotta,Colin Salmon,361832400.0,135000000.0
Mystery Men,Action,6.1,Kinka Usher,Wes Studi,Janeane Garofalo,33461011.0,65000000.0
Wild Wild West,Action,4.9,Barry Sonnenfeld,Salma Hayek,Will Smith,222104681.0,170000000.0
Big Daddy,Comedy,6.4,Dennis Dugan,Adam Sandler,Steve Buscemi,234801895.0,34200000.0
The Ninth Gate,Mystery,6.7,Roman Polanski,Frank Langella,Johnny Depp,58401898.0,38000000.0
Double Jeopardy,Crime,6.5,Bruce Beresford,Annabeth Gish,Bruce Greenwood,177841558.0,70000000.0
The Insider,Biography,7.8,Michael Mann,Rip Torn,Al Pacino,60289912.0,68000000.0
Deuce Bigalow: Male Gigolo,Comedy,5.7,Mike Mitchell,Eddie Griffin,Amy Poehler,92938755.0,17000000.0
The 13th Warrior,Action,6.6,John McTiernan,Vladimir Kulich,Tony Curran,61698899.0,85000000.0
End of Days,Action,5.8,Peter Hyams,Mark Margolis,CCH Pounder,211989043.0,83000000.0
The Thomas Crown Affair,Crime,6.9,John McTiernan,Faye Dunaway,Mark Margolis,124305181.0,48000000.0
Drop Dead Gorgeous,Comedy,6.6,Michael Patrick Jann,Kirstie Alley,Kirsten Dunst,10571408.0,10000000.0
Boys Don't Cry,Biography,7.5,Kimberly Peirce,Brendan Sexton III,Alicia Goranson,11540607.0,2000000.0
8MM,Crime,6.5,Joel Schumacher,Chris Bauer,Nicolas Cage,96618699.0,40000000.0
House on Haunted Hill,Crime,5.6,William Malone,Peter Gallagher,Jeffrey Combs,42593455.0,19000000.0
But I'm a Cheerleader,Comedy,6.7,Jamie Babbit,Clea DuVall,Natasha Lyonne,2595216.0,1200000.0
Jawbreaker,Comedy,5.6,Darren Stein,Judy Greer,Julie Benz,3117085.0,3500000.0
The Bone Collector,Crime,6.7,Phillip Noyce,Angelina Jolie Pitt,Denzel Washington,151493655.0,48000000.0
Any Given Sunday,Drama,6.9,Oliver Stone,Dennis Quaid,Al Pacino,100230832.0,55000000.0
A Walk on the Moon,Drama,6.6,Tony Goldwyn,Julie Kavner,Viggo Mortensen,4750660.0,14000000.0
Summer of Sam,Crime,6.7,Spike Lee,Jennifer Esposito,Mira Sorvino,19288130.0,22000000.0
The Haunting,Fantasy,5.0,Jan de Bont,Lili Taylor,Liam Neeson,177311151.0,80000000.0
eXistenZ,Horror,6.8,David Cronenberg,Sarah Polley,Jennifer Jason Leigh,2856712.0,31000000.0
For Love of the Game,Drama,6.6,Sam Raimi,Kelly Preston,J.K. Simmons,46112640.0,50000000.0
Bringing Out the Dead,Drama,6.8,Martin Scorsese,Marc Anthony,Nicolas Cage,16797191.0,55000000.0
Three Kings,Action,7.1,David O. Russell,Jamie Kennedy,Judy Greer,107752036.0,48000000.0
Go,Comedy,7.2,Doug Liman,Jay Mohr,Sarah Polley,28451622.0,6500000.0
Payback,Action,7.1,Brian Helgeland,Deborah Kara Unger,Bill Duke,161626121.0,50000000.0
The Straight Story,Biography,8.0,David Lynch,Richard Farnsworth,Sissy Spacek,6416569.0,10000000.0
Idle Hands,Comedy,6.2,Rodman Flender,Fred Willard,Vivica A. Fox,4152230.0,20000000.0
Bowfinger,Comedy,6.4,Frank Oz,Adam Alexi-Malle,Robert Downey Jr.,98625775.0,55000000.0
Detroit Rock City,Comedy,6.9,Adam Rifkin,Lin Shaye,Natasha Lyonne,4217115.0,15000000.0
The General's Daughter,Crime,6.4,Simon West,Timothy Hutton,Daniel von Bargen,149705852.0,95000000.0
The Messenger: The Story of Joan of Arc,Adventure,6.4,Luc Besson,David Bailie,Paul Brooke,66976317.0,390000000.0
Man on the Moon,Biography,7.4,Milos Forman,Gerry Becker,Matt Price,47434430.0,52000000.0
Ravenous,Adventure,7.0,Antonia Bird,Jeffrey Jones,Jeremy Davies,2062405.0,12000000.0
Entrapment,Action,6.3,Jon Amiel,Kevin McNally,Will Patton,212404396.0,66000000.0
Stir of Echoes,Horror,7.0,David Koepp,Kathryn Erbe,Illeana Douglas,21142914.0,12000000.0
Bicentennial Man,Comedy,6.9,Chris Columbus,Oliver Platt,Robin Williams,87423861.0,100000000.0
Runaway Bride,Comedy,5.6,Garry Marshall,Christopher Meloni,Julia Roberts,309460292.0,70000000.0
The Thirteenth Floor,Mystery,7.1,Josef Rusnak,Craig Bierko,Gretchen Mol,18564088.0,16000000.0
Inspector Gadget,Action,4.2,David Kellogg,Rene Auberjonois,Matthew Broderick,134403112.0,75000000.0
Arlington Road,Action,7.2,Mark Pellington,Spencer Treat Clark,Jeff Bridges,41067311.0,21500000.0
The Hurricane,Biography,7.6,Norman Jewison,Vincent Pastore,Denzel Washington,73956241.0,38000000.0
Drive Me Crazy,Comedy,5.8,John Schultz,Mark Webber,Stephen Collins,22593409.0,8000000.0
Blue Streak,Action,6.3,Les Mayfield,Dave Chappelle,Peter Greene,117758500.0,65000000.0
The Limey,Crime,7.0,Steven Soderbergh,Lesley Ann Warren,Peter Fonda,3325736.0,9000000.0
Message in a Bottle,Drama,6.2,Luis Mandoki,John Savage,Robin Wright,118880016.0,55000000.0
Stigmata,Horror,6.2,Rupert Wainwright,Enrico Colantoni,Nia Long,89446268.0,29000000.0
Analyze This,Comedy,6.7,Harold Ramis,Chazz Palminteri,Robert De Niro,176885658.0,30000000.0
Human Traffic,Comedy,7.1,Justin Kerrigan,John Simm,Danny Dyer,104257.0,2200000.0
Brokedown Palace,Drama,6.5,Jonathan Kaplan,Tom Amandes,John Doe,10115013.0,25000000.0
Superstar,Comedy,5.1,Bruce McCulloch,Elaine Hendrix,Will Ferrell,30636478.0,14000000.0
The Best Man,Comedy,6.8,Malcolm D. Lee,Sanaa Lathan,Harold Perrineau,34573780.0,9000000.0
Dick,Comedy,6.2,Andrew Fleming,Will Ferrell,Ryan Reynolds,6262878.0,13000000.0
Angela's Ashes,Biography,7.3,Alan Parker,Devon Murray,Emily Watson,13042112.0,25000000.0
Anna and the King,Drama,6.7,Andy Tennant,Geoffrey Palmer,Bai Ling,113996937.0,75000000.0
The End of the Affair,Drama,7.1,Neil Jordan,Ian Hart,Stephen Rea,10827816.0,23000000.0
"Mystery, Alaska",Comedy,6.7,Jay Roach,Mary McCormack,Scott Grimes,8891623.0,28000000.0
Baby Geniuses,Comedy,2.7,Bob Clark,Dom DeLuise,Kathleen Turner,36450736.0,18000000.0
My Favorite Martian,Comedy,5.1,Donald Petrie,Ray Walston,Steven Anthony Lawrence,36850101.0,65000000.0
Anywhere But Here,Comedy,6.2,Wayne Wang,Eva Amurri Martino,Natalie Portman,23631929.0,23000000.0
Ride with the Devil,Drama,6.7,Ang Lee,Jeffrey Dover,Jeremy W. Auman,635096.0,35000000.0
200 Cigarettes,Comedy,6.0,Risa Bramon Garcia,Dave Chappelle,Janeane Garofalo,6852450.0,6000000.0
Edtv,Comedy,6.1,Ron Howard,Adam Goldberg,Matthew McConaughey,35242897.0,55000000.0
Sunshine,Drama,7.5,István Szabó,Benedict Wong,Chris Evans,7918035.0,26000000.0
Random Hearts,Drama,5.2,Sydney Pollack,Kristin Scott Thomas,Harrison Ford,74608570.0,64000000.0
Mickey Blue Eyes,Comedy,5.9,Kelly Makin,Burt Young,Jeanne Tripplehorn,54264342.0,40000000.0
Fantasia 2000,Animation,7.2,Directors,Penn Jillette,Quincy Jones,90874570.0,80000000.0
The Rage: Carrie 2,Horror,4.7,Katt Shea,Rachel Blanchard,Jason London,17762705.0,21000000.0
The Astronaut's Wife,Drama,5.4,Rand Ravich,Charlize Theron,Johnny Depp,19598588.0,34000000.0
Muppets from Space,Adventure,6.3,Tim Hill,F. Murray Abraham,Josh Charles,22323612.0,24000000.0
Eye of the Beholder,Drama,5.0,Stephan Elliott,Patrick Bergin,Jason Priestley,17589705.0,15000000.0
The Wood,Comedy,7.0,Rick Famuyiwa,Tamala Jones,Omar Epps,25059640.0,6000000.0
Flawless,Comedy,6.5,Joel Schumacher,Philip Seymour Hoffman,Robert De Niro,4488529.0,15000000.0
Love Stinks,Comedy,5.8,Jeff Franklin,Tyra Banks,Ivana Milicevic,2924635.0,4000000.0
Pushing Tin,Comedy,6.0,Mike Newell,Kurt Fuller,Angelina Jolie Pitt,8408835.0,38000000.0
The Adventures of Elmo in Grouchland,Adventure,5.8,Gary Halvorson,Kevin Clash,Vanessa Williams,11683047.0,17000000.0
In Dreams,Drama,5.5,Neil Jordan,Aidan Quinn,Robert Downey Jr.,12017369.0,30000000.0
Topsy-Turvy,Biography,7.4,Mike Leigh,Dexter Fletcher,Jim Broadbent,6208548.0,10000000.0
Instinct,Drama,6.6,Jon Turteltaub,Maura Tierney,Anthony Hopkins,34105207.0,55000000.0
Dudley Do-Right,Comedy,3.9,Hugh Wilson,Alex Rocco,Brendan Fraser,9974410.0,22000000.0
The Deep End of the Ocean,Drama,6.4,Ulu Grosbard,Treat Williams,Alexa PenaVega,28121100.0,40000000.0
Outside Providence,Comedy,6.4,Michael Corrente,George Wendt,Jonathan Brandis,7302522.0,7000000.0
Simply Irresistible,Comedy,5.3,Mark Tarlov,Dylan Baker,Sarah Michelle Gellar,4398989.0,6000000.0
The Story of Us,Comedy,6.0,Rob Reiner,Tim Matheson,Bruce Willis,58900031.0,50000000.0
East Is East,Comedy,6.9,Damien O'Donnell,Jimi Mistry,Archie Panjabi,4177818.0,1900000.0
Bats,Horror,3.9,Louis Morneau,Bob Gunton,Leon,10155690.0,6500000.0
At First Sight,Drama,6.0,Irwin Winkler,Nathan Lane,Mira Sorvino,22365133.0,60000000.0
An Ideal Husband,Comedy,6.8,Oliver Parker,Rupert Everett,Minnie Driver,18542974.0,14000000.0
Tea with Mussolini,Comedy,6.9,Franco Zeffirelli,Joan Plowright,Lily Tomlin,14401563.0,12000000.0
Three to Tango,Comedy,6.1,Damon Santostefano,Oliver Platt,Matthew Perry,10570375.0,20000000.0
Mumford,Comedy,6.8,Lawrence Kasdan,Alfre Woodard,Zooey Deschanel,4555459.0,28000000.0
Wing Commander,Action,4.3,Chris Roberts,David Suchet,Saffron Burrows,11578059.0,30000000.0
The Corruptor,Action,6.1,James Foley,Paul Ben-Victor,Byron Mann,24493601.0,30000000.0
Snow Falling on Cedars,Drama,6.8,Scott Hicks,Reeve Carney,Rick Yune,23049593.0,36000000.0
In Too Deep,Crime,6.3,Michael Rymer,Omar Epps,LL Cool J,14011454.0,7000000.0
Crazy in Alabama,Comedy,6.2,Antonio Banderas,Elizabeth Perkins,Meat Loaf,2005840.0,15000000.0
Play It to the Bone,Comedy,5.5,Ron Shelton,Robert Wagner,Willie Garson,8678812.0,24000000.0
Jakob the Liar,Drama,6.5,Peter Kassovitz,Mark Margolis,Robin Williams,4956401.0,15000000.0
Cradle Will Rock,Drama,6.8,Tim Robbins,Vanessa Redgrave,Bill Murray,2986932.0,32000000.0
Breakfast of Champions,Comedy,4.6,Alan Rudolph,Albert Finney,Bruce Willis,178278.0,12000000.0
The Loss of Sexual Innocence,Drama,5.4,Mike Figgis,Saffron Burrows,Kelly Macdonald,164022.0,4000000.0
Aimee & Jaguar,Biography,7.2,Max Färberböck,Johanna Wokalek,Heike Makatsch,927107.0,15000000.0
The Out-of-Towners,Comedy,5.5,Sam Weisman,Valerie Perri,Oliver Hudson,28544120.0,40000000.0
Jesus' Son,Drama,6.9,Alison Maclean,Samantha Morton,Billy Crudup,1302067.0,2500000.0
"Happy, Texas",Comedy,6.3,Mark Illsley,Illeana Douglas,Ally Walker,1955933.0,1700000.0
Almost Famous,Adventure,7.9,Cameron Crowe,Zooey Deschanel,Philip Seymour Hoffman,47386287.0,60000000.0
American Psycho,Comedy,7.6,Mary Harron,Justin Theroux,Christian Bale,34266564.0,7000000.0
Snatch,Comedy,8.3,Guy Ritchie,Brad Pitt,Jason Statham,83557872.0,6000000.0
Requiem for a Dream,Drama,8.3,Darren Aronofsky,Mark Margolis,Ellen Burstyn,7390108.0,4500000.0
Memento,Mystery,8.4,Christopher Nolan,Thomas Lennon,Callum Rennie,40047078.0,9000000.0
Cast Away,Adventure,7.8,Robert Zemeckis,Paul Sanchez,Tom Hanks,429632142.0,90000000.0
The Perfect Storm,Action,6.4,Wolfgang Petersen,Mary Elizabeth Mastrantonio,Karen Allen,328718434.0,140000000.0
Coyote Ugly,Comedy,5.7,David McNally,Tyra Banks,Adam Garcia,113916474.0,45000000.0
X-Men,Action,7.4,Bryan Singer,Tyler Mane,Hugh Jackman,296339528.0,75000000.0
Space Cowboys,Action,6.4,Clint Eastwood,Courtney B. Vance,Clint Eastwood,128884132.0,65000000.0
The Patriot,Action,7.2,Roland Emmerich,Adam Baldwin,Heath Ledger,215294342.0,110000000.0
Erin Brockovich,Biography,7.4,Steven Soderbergh,Albert Finney,Julia Roberts,256271286.0,52000000.0
Unbreakable,Drama,7.3,M. Night Shyamalan,Bruce Willis,Robin Wright,248118121.0,75000000.0
Charlie's Angels,Action,5.6,McG,LL Cool J,Bill Murray,264105545.0,92000000.0
Road Trip,Comedy,6.4,Todd Phillips,Rachel Blanchard,Ethan Suplee,119754278.0,15600000.0
The Beach,Adventure,6.7,Danny Boyle,Virginie Ledoyen,Leonardo DiCaprio,144056873.0,50000000.0
Remember the Titans,Biography,7.8,Boaz Yakin,Denzel Washington,Ryan Gosling,136771683.0,30000000.0
Mission: Impossible II,Action,6.1,John Woo,Dougray Scott,Tom Cruise,546388108.0,125000000.0
"O Brother, Where Art Thou?",Adventure,7.7,Joel Coen,Tim Blake Nelson,Holly Hunter,71870729.0,26000000.0
The 6th Day,Action,5.9,Roger Spottiswoode,Michael Rapaport,Robert Duvall,96085477.0,82000000.0
Chicken Run,Animation,7.0,Peter Lord,Miranda Richardson,Imelda Staunton,224834564.0,45000000.0
The Cell,Crime,6.4,Tarsem Singh,Jake Weber,Dylan Baker,104155843.0,33000000.0
Final Destination,Horror,6.7,James Wong,Brendan Fehr,Daniel Roebuck,112880294.0,23000000.0
Traffic,Crime,7.6,Steven Soderbergh,Jacob Vargas,Michael O'Neill,207515725.0,48000000.0
What Lies Beneath,Drama,6.6,Robert Zemeckis,Amber Valletta,Harrison Ford,291420351.0,100000000.0
The Emperor's New Groove,Animation,7.4,Mark Dindal,Wendie Malick,Eartha Kitt,169661687.0,100000000.0
"Crouching Tiger, Hidden Dragon",Action,7.8,Ang Lee,Pei-Pei Cheng,Chen Chang,213525736.0,15000000.0
"Dude, Where's My Car?",Comedy,5.5,Danny Leiner,Mary Lynn Rajskub,Jennifer Garner,73180723.0,13000000.0
Meet the Parents,Comedy,7.0,Jay Roach,Blythe Danner,Robert De Niro,330444045.0,55000000.0
Pitch Black,Action,7.1,David Twohy,Radha Mitchell,Vin Diesel,53187659.0,23000000.0
Hollow Man,Action,5.8,Paul Verhoeven,Kim Dickens,Greg Grunberg,190213455.0,95000000.0
Miss Congeniality,Action,6.3,Donald Petrie,Wendy Raquel Robinson,Candice Bergen,212742720.0,45000000.0
High Fidelity,Comedy,7.5,Stephen Frears,Lili Taylor,Drake Bell,47126295.0,20000000.0
Battlefield Earth,Action,2.5,Roger Christian,Michael Byrne,Richard Tyson,29725663.0,44000000.0
Scream 3,Horror,5.6,Wes Craven,Roger Jackson,Kelly Rutherford,161834276.0,40000000.0
Best in Show,Comedy,7.5,Christopher Guest,Catherine O'Hara,John Michael Higgins,20789556.0,6000000.0
The Whole Nine Yards,Comedy,6.7,Jonathan Lynn,Matthew Perry,Bruce Willis,106371651.0,24000000.0
Billy Elliot,Drama,7.7,Stephen Daldry,Gary Lewis,Julie Walters,109283018.0,5000000.0
Amores Perros,Drama,8.1,Alejandro G. Iñárritu,Jorge Salinas,Adriana Barraza,20908467.0,2000000.0
